#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra
Destrega (USA);Destrega (USA);Sony PlayStation;;1999;Koei;Fighter;2;;;;;;;;
Destruction Derby (USA);Destruction Derby (USA);Sony PlayStation;;1995;Psygnosis;Driving;1;;;;;;;;
Destruction Derby 2 (USA);Destruction Derby 2 (USA);Sony PlayStation;;1996;Psygnosis;Driving;1;;;;;;;;
Destruction Derby Raw (USA);Destruction Derby Raw (USA);Sony PlayStation;;2000;Midway;Driving;2;;;;;;;;
Destructo 2 (Europe);Destructo 2 (Europe);Sony PlayStation;;2003;Phoenix Games;Puzzle;2;;;;;;;;
Detective Barbie - The Mystery Cruise (USA);Detective Barbie - The Mystery Cruise (USA);Sony PlayStation;;2000;Mattel;Adventure;2;;;;;;;;
"Detective Mouse (Europe) (En,Fr,De)";Detective Mouse (Europe);Sony PlayStation;;2003;Phoenix Games;Puzzle;;;;;;;;;
Detective Mouse (Europe);Detective Mouse (Europe);Sony PlayStation;;2003;Phoenix Games;Puzzle;;;;;;;;;
Devil Dice (USA);Devil Dice (USA);Sony PlayStation;;1998;THQ;Puzzle;2;;;;;;;;
Dexter's Laboratory - Mandark's Lab (USA);Dexter's Laboratory - Mandark's Lab (USA);Sony PlayStation;;2002;Bam Entertainment;Action;2;;;;;;;;
"Diablo (USA) (En,Fr,De,Sv)";Diablo (USA);Sony PlayStation;;1998;Electronic Arts;Role-Playing;2;;;;;;;;
Diablo (USA);Diablo (USA);Sony PlayStation;;1998;Electronic Arts;Role-Playing;2;;;;;;;;
Die Hard Trilogy (USA);Die Hard Trilogy (USA);Sony PlayStation;;1996;Fox Interactive;Action;1;;;;;;;;
Die Hard Trilogy (USA) (v1.1);Die Hard Trilogy (USA) (v1.1);Sony PlayStation;;1996;Fox Interactive;Action;1;;;;;;;;
Die Hard Trilogy 2 - Viva Las Vegas (USA);Die Hard Trilogy 2 - Viva Las Vegas (USA);Sony PlayStation;;2000;Fox Interactive;Action;1;;;;;;;;
Digimon Digital Card Battle (USA);Digimon Digital Card Battle (USA);Sony PlayStation;;2001;Bandai;Card Battle;2;;;;;;;;
Digimon Rumble Arena (USA);Digimon Rumble Arena (USA);Sony PlayStation;;2002;Bandai;Fighter;2;;;;;;;;
Digimon World (USA);Digimon World (USA);Sony PlayStation;;2000;Bandai;Role-Playing;1;;;;;;;;
Digimon World 2 (USA);Digimon World 2 (USA);Sony PlayStation;;2001;Bandai;Role-Playing;2;;;;;;;;
Digimon World 3 (USA);Digimon World 3 (USA);Sony PlayStation;;2002;Bandai;Strategy;1;;;;;;;;
Dino Crisis (USA);Dino Crisis (USA);Sony PlayStation;;1999;Capcom;Adventure;1;;;;;;;;
Dino Crisis (USA) (v1.1);Dino Crisis (USA) (v1.1);Sony PlayStation;;1999;Capcom;Adventure;1;;;;;;;;
Dino Crisis 2 (USA);Dino Crisis 2 (USA);Sony PlayStation;;2000;Capcom;Adventure;1;;;;;;;;
"Dinomaster Party (Europe) (En,Fr,De,Es,It,Nl)";Dinomaster Party (Europe);Sony PlayStation;;2000;LSP;Puzzle;;;;;;;;;
Dinomaster Party (Europe);Dinomaster Party (Europe);Sony PlayStation;;2000;LSP;Puzzle;;;;;;;;;
Dinosaurs (Europe);Dinosaurs (Europe);Sony PlayStation;;2003;Phoenix Games;Action;1;;;;;;;;
Dirt Jockey - Heavy Equipment Operator (USA);Dirt Jockey - Heavy Equipment Operator (USA);Sony PlayStation;;2003;Mastiff;Strategy;2;;;;;;;;
Discworld II - Mortality Bytes! (USA);Discworld II - Mortality Bytes! (USA);Sony PlayStation;;1997;Psygnosis;Adventure;1;;;;;;;;
"Discworld Noir (Europe) (En,Es,It)";Discworld Noir (Europe);Sony PlayStation;;2000;GT Interactive;Adventure;1;;;;;;;;
Discworld Noir (Europe);Discworld Noir (Europe);Sony PlayStation;;2000;GT Interactive;Adventure;1;;;;;;;;
Disney Presents Tigger's Honey Hunt (USA);Disney Presents Tigger's Honey Hunt (USA);Sony PlayStation;;2000;NewKidCo;Action;1;;;;;;;;
Disney Presents Tigger's Honey Hunt (USA) (v1.1);Disney Presents Tigger's Honey Hunt (USA) (v1.1);Sony PlayStation;;2000;NewKidCo;Action;1;;;;;;;;
Disney's 101 Dalmatians II - Patch's London Adventure (USA);Disney's 101 Dalmatians II - Patch's London Adventure (USA);Sony PlayStation;;2003;Eidos;Action;;;;;;;;;
Disney's 102 Dalmatians - Puppies to the Rescue (USA);Disney's 102 Dalmatians - Puppies to the Rescue (USA);Sony PlayStation;;2000;Eidos;Platform;1;;;;;;;;
Disney's Aladdin in Nasira's Revenge (USA);Disney's Aladdin in Nasira's Revenge (USA);Sony PlayStation;;2001;SCEA;Action;1;;;;;;;;
Disney's Atlantis - The Lost Empire (USA);Disney's Atlantis - The Lost Empire (USA);Sony PlayStation;;2001;SCEA;Adventure;1;;;;;;;;
Disney's Dinosaur (USA);Disney's Dinosaur (USA);Sony PlayStation;;2000;Ubisoft;Adventure;1;;;;;;;;
Disney's Donald Duck - Goin' Quackers (USA);Disney's Donald Duck - Goin' Quackers (USA);Sony PlayStation;;2000;Ubisoft;Action;1;;;;;;;;
"Disney's Get Ready for School with Mickey (Europe) (En,Fr,De,Es,It,Nl)";Disney's Get Ready for School with Mickey (Europe);Sony PlayStation;;2002;Disney Interactive;Miscellaneous;;;;;;;;;
Disney's Goofy's Fun House (USA);Disney's Goofy's Fun House (USA);Sony PlayStation;;2000;Mattel;Action;1;;;;;;;;
Disney's Hercules Action Game (USA);Disney's Hercules Action Game (USA);Sony PlayStation;;1997;Virgin Interactive;Platform;1;;;;;;;;
Disney's Learning - Mickey (Europe);Disney's Learning - Mickey (Europe);Sony PlayStation;;2002;Disney Interactive;Miscellaneous;;;;;;;;;
Disney's Lilo & Stitch (USA);Disney's Lilo & Stitch (USA);Sony PlayStation;;2002;SCEA;Platform;;;;;;;;;
Disney's Pooh's Party Game - In Search of the Treasure (USA);Disney's Pooh's Party Game - In Search of the Treasure (USA);Sony PlayStation;;2001;Electronic Arts;Miscellaneous;2;;;;;;;;
Disney's Story Studio - Mulan (USA);Disney's Story Studio - Mulan (USA);Sony PlayStation;;1999;NewKidCo;Action;2;;;;;;;;
Disney's Tarzan (USA);Disney's Tarzan (USA);Sony PlayStation;;1999;SCEA;Action;1;;;;;;;;
Disney's Tarzan (USA) (v1.1);Disney's Tarzan (USA) (v1.1);Sony PlayStation;;1999;SCEA;Action;1;;;;;;;;
Disney's The Emperor's New Groove (USA);Disney's The Emperor's New Groove (USA);Sony PlayStation;;2000;SCEA;Action;1;;;;;;;;
Disney's The Lion King II - Simba's Mighty Adventure (USA);Disney's The Lion King II - Simba's Mighty Adventure (USA);Sony PlayStation;;2000;Activision;Action;1;;;;;;;;
Disney's The Little Mermaid II (USA);Disney's The Little Mermaid II (USA);Sony PlayStation;;2000;THQ;Action;2;;;;;;;;
Disney's Treasure Planet (USA);Disney's Treasure Planet (USA);Sony PlayStation;;2002;SCEA;Action;1;;;;;;;;
Disney's Winnie the Pooh - Kindergarten (USA);Disney's Winnie the Pooh - Kindergarten (USA);Sony PlayStation;;2002;Bam Entertainment;Miscellaneous;;;;;;;;;
Disney's Winnie the Pooh - Preschool (USA);Disney's Winnie the Pooh - Preschool (USA);Sony PlayStation;;2002;Bam Entertainment;Miscellaneous;;;;;;;;;
Disney-Pixar A Bug's Life (USA) (v1.1);Disney-Pixar A Bug's Life (USA) (v1.1);Sony PlayStation;;1998;SCEA;Action;1;;;;;;;;
"Disney-Pixar Monsters, Inc. - Scream Team (USA)";"Disney-Pixar Monsters, Inc. - Scream Team (USA)";Sony PlayStation;;2001;SCEA;Action;;;;;;;;;
Disney-Pixar's Buzz Lightyear of Star Command (USA);Disney-Pixar's Buzz Lightyear of Star Command (USA);Sony PlayStation;;2000;Activision;Action;1;;;;;;;;
Disney-Pixar's Toy Story 2 - Buzz Lightyear to the Rescue! (USA);Disney-Pixar's Toy Story 2 - Buzz Lightyear to the Rescue! (USA);Sony PlayStation;;1999;Activision;Action;1;;;;;;;;
Disney-Pixar's Toy Story Racer (USA);Disney-Pixar's Toy Story Racer (USA);Sony PlayStation;;2001;Activision;Driving;2;;;;;;;;
Disruptor (USA);Disruptor (USA);Sony PlayStation;;1996;Universal Interactive Studios;Shooter;1;;;;;;;;
"Diver's Dream (Europe) (En,Fr,De)";Diver's Dream (Europe);Sony PlayStation;;1998;Konami;Action;1;;;;;;;;
Diver's Dream (Europe);Diver's Dream (Europe);Sony PlayStation;;1998;Konami;Action;1;;;;;;;;
"Divide, The - Enemies Within (USA)";"Divide, The - Enemies Within (USA)";Sony PlayStation;;1996;Viacom;Action;1;;;;;;;;
"Dodgem Arena (Europe) (En,Fr,De,Es,It)";Dodgem Arena (Europe);Sony PlayStation;;1998;Project Two Interactive;Driving;2;;;;;;;;
Dodgem Arena (Europe);Dodgem Arena (Europe);Sony PlayStation;;1998;Project Two Interactive;Driving;2;;;;;;;;
Doom (USA);Doom (USA);Sony PlayStation;;1995;GT Interactive;Shooter;1;;;;;;;;
Dora the Explorer - Barnyard Buddies (USA);Dora the Explorer - Barnyard Buddies (USA);Sony PlayStation;;2003;Globalstar Software;Adventure;1;;;;;;;;
Dracula - The Last Sanctuary (USA) (Disc 1);Dracula - The Last Sanctuary (USA) (Disc 1);Sony PlayStation;;2002;Dreamcatcher Interactive;Adventure;1;;;;;;;;
Dracula - The Last Sanctuary (USA) (Disc 2);Dracula - The Last Sanctuary (USA) (Disc 2);Sony PlayStation;;2002;Dreamcatcher Interactive;Adventure;1;;;;;;;;
Dracula - The Resurrection (USA) (Disc 1);Dracula - The Resurrection (USA) (Disc 1);Sony PlayStation;;2001;Dreamcatcher Interactive;Adventure;1;;;;;;;;
Dracula - The Resurrection (USA) (Disc 2);Dracula - The Resurrection (USA) (Disc 2);Sony PlayStation;;2001;Dreamcatcher Interactive;Adventure;1;;;;;;;;
Dragon Ball GT - Final Bout (USA);Dragon Ball GT - Final Bout (USA);Sony PlayStation;;1997;Bandai;Fighter;2;;;;;;;;
Dragon Ball Z - Ultimate Battle 22 (USA);Dragon Ball Z - Ultimate Battle 22 (USA);Sony PlayStation;;2003;Infogrames;Fighter;2;;;;;;;;
Dragon Seeds (USA);Dragon Seeds (USA);Sony PlayStation;;1998;Jaleco;Strategy;2;;;;;;;;
Dragon Tales - Dragonseek (USA);Dragon Tales - Dragonseek (USA);Sony PlayStation;;2000;NewKidCo;Action;;;;;;;;;
Dragon Valor (USA) (Disc 1);Dragon Valor (USA) (Disc 1);Sony PlayStation;;2000;Namco;Role-Playing;1;;;;;;;;
Dragon Valor (USA) (Disc 2);Dragon Valor (USA) (Disc 2);Sony PlayStation;;2000;Namco;Role-Playing;1;;;;;;;;
Dragon Warrior VII (USA) (Disc 1);Dragon Warrior VII (USA) (Disc 1);Sony PlayStation;;2001;Enix;Role-Playing;1;;;;;;;;
Dragon Warrior VII (USA) (Disc 2);Dragon Warrior VII (USA) (Disc 2);Sony PlayStation;;2001;Enix;Role-Playing;1;;;;;;;;
DragonHeart - Fire & Steel (USA);DragonHeart - Fire & Steel (USA);Sony PlayStation;;1996;Acclaim;Action;1;;;;;;;;
Dragstars (Europe);Dragstars (Europe);Sony PlayStation;;2002;Midas Interactive Entertainment;Driving;;;;;;;;;
"Dreams (Europe) (En,Fr,De,Es,It)";Dreams (Europe);Sony PlayStation;;1999;Cryo Interactive;Adventure;1;;;;;;;;
Dreams (Europe);Dreams (Europe);Sony PlayStation;;1999;Cryo Interactive;Adventure;1;;;;;;;;
Driver - You Are the Wheelman (USA);Driver - You Are the Wheelman (USA);Sony PlayStation;;1999;GT Interactive;Driving;1;;;;;;;;
Driver 2 (USA) (Disc 1);Driver 2 (USA) (Disc 1);Sony PlayStation;;2000;Infogrames;Driving;2;;;;;;;;
Driver 2 (USA) (Disc 2);Driver 2 (USA) (Disc 2);Sony PlayStation;;2000;Infogrames;Driving;2;;;;;;;;
Driver 2 (USA) (Disc 1) (v1.1);Driver 2 (USA) (Disc1) (v1.1);Sony PlayStation;;2000;Infogrames;Driving;2;;;;;;;;
Driver 2 (USA) (Disc 2) (v1.1);Driver 2 (USA) (Disc2) (v1.1);Sony PlayStation;;2000;Infogrames;Driving;2;;;;;;;;
Ducati World - Racing Challenge (USA);Ducati World - Racing Challenge (USA);Sony PlayStation;;2001;Acclaim;Motorcycle;2;;;;;;;;
Duke Nukem - Land of the Babes (USA);Duke Nukem - Land of the Babes (USA);Sony PlayStation;;2000;GT Interactive;Action;2;;;;;;;;
Duke Nukem - Time to Kill (USA);Duke Nukem - Time to Kill (USA);Sony PlayStation;;2001;GT Interactive;Action;2;;;;;;;;
Duke Nukem - Total Meltdown (USA);Duke Nukem - Total Meltdown (USA);Sony PlayStation;;1997;GT Interactive;Shooter;2;;;;;;;;
"Dukes of Hazzard II, The - Daisy Dukes It Out (USA)";"Dukes of Hazzard II, The - Daisy Dukes It Out (USA)";Sony PlayStation;;2000;South Peak Interactive;Driving;2;;;;;;;;
"Dukes of Hazzard, The - Racing for Home (USA)";"Dukes of Hazzard, The - Racing for Home (USA)";Sony PlayStation;;1999;South Peak Interactive;Driving;2;;;;;;;;
Dune 2000 (USA);Dune 2000 (USA);Sony PlayStation;;2000;Electronic Arts;Strategy;1;;;;;;;;
Dynasty Warriors (USA);Dynasty Warriors (USA);Sony PlayStation;;1997;Koei;Fighter;2;;;;;;;;
E.T. the Extra-Terrestrial - Interplanetary Mission (USA);E.T. the Extra-Terrestrial - Interplanetary Mission (USA);Sony PlayStation;;2001;NewKidCo;Adventure;1;;;;;;;;
EA Sports Supercross (USA);EA Sports Supercross (USA);Sony PlayStation;;2000;EA Sports;Driving;2;;;;;;;;
EA Sports Supercross 2000 (USA);EA Sports Supercross 2000 (USA);Sony PlayStation;;1999;EA Sports;Driving;2;;;;;;;;
ECW Anarchy Rulz (USA);ECW Anarchy Rulz (USA);Sony PlayStation;;2000;Acclaim;Sports/Wrestling;2;;;;;;;;
ECW Hardcore Revolution (USA);ECW Hardcore Revolution (USA);Sony PlayStation;;2000;Acclaim;Sports/Wrestling;2;;;;;;;;
ESPN Extreme Games (USA);ESPN Extreme Games (USA);Sony PlayStation;;1995;SCEA;Sports;2;;;;;;;;
ESPN MLS Gamenight (USA);ESPN MLS Gamenight (USA);Sony PlayStation;;1997;Konami;Sports/Soccer;2;;;;;;;;
"Eagle One - Harrier Attack (USA) (En,Fr,Es)";Eagle One - Harrier Attack (USA);Sony PlayStation;;2000;Infogrames;Shooter;2;;;;;;;;
Eagle One - Harrier Attack (USA);Eagle One - Harrier Attack (USA);Sony PlayStation;;2000;Infogrames;Shooter;2;;;;;;;;
Earthworm Jim 2 (Europe);Earthworm Jim 2 (Europe);Sony PlayStation;;1996;Virgin Interactive;Platform;1;;;;;;;;
Easter Bunny's Big Day (USA);Easter Bunny's Big Day (USA);Sony PlayStation;;2003;Mastiff;Action;;;;;;;;;
Echo Night (USA);Echo Night (USA);Sony PlayStation;;1999;Agetec;Adventure;1;;;;;;;;
Eggs of Steel - Charlie's Eggcellent Adventure (USA);Eggs of Steel - Charlie's Eggcellent Adventure (USA);Sony PlayStation;;1998;Atlus;Action;1;;;;;;;;
Egypt 1156 B.C. - Tomb of the Pharaoh (Europe);Egypt 1156 B.C. - Tomb of the Pharaoh (Europe);Sony PlayStation;;2000;Canal+ Multimedia;Adventure;1;;;;;;;;
Egypt II - The Heliopolis Prophecy (Europe);Egypt II - The Heliopolis Prophecy (Europe);Sony PlayStation;;2001;Cryo Interactive;Educational;1;;;;;;;;
Ehrgeiz - God Bless the Ring (USA);Ehrgeiz - God Bless the Ring (USA);Sony PlayStation;;1999;Squaresoft;Fighter;2;;;;;;;;
Einhander (USA);Einhander (USA);Sony PlayStation;;1998;Squaresoft;Shooter;1;;;;;;;;
Elemental Gearbolt (USA);Elemental Gearbolt (USA);Sony PlayStation;;1998;Working Designs;Shooter;2;;;;;;;;
Elemental Pinball (Europe);Elemental Pinball (Europe);Sony PlayStation;;2003;Midas Interactive Entertainment;Pinball;;;;;;;;;
Eliminator (USA);Eliminator (USA);Sony PlayStation;;1999;Psygnosis;Shooter;2;;;;;;;;
Epidemic (USA);Epidemic (USA);Sony PlayStation;;1996;SCEA;Shooter;1;;;;;;;;
Equestrian Showcase (USA);Equestrian Showcase (USA);Sony PlayStation;;2003;Mud Duck Productions;Sports/Horse Racing;;;;;;;;;
Eternal Eyes (USA);Eternal Eyes (USA);Sony PlayStation;;2001;Crave Entertainment;Role-Playing;1;;;;;;;;
Europe Racer (Europe);Europe Racer (Europe);Sony PlayStation;;2001;Davilex;Driving;1;;;;;;;;
European Super League (Europe);European Super League (Europe);Sony PlayStation;;2001;Virgin Interactive;Sports/Soccer;2;;;;;;;;
Every Child Can Succeed 1 (USA);Every Child Can Succeed 1 (USA);Sony PlayStation;;1996;Lightspan;Miscellaneous;;;;;;;;;
Every Child Can Succeed 2 (USA);Every Child Can Succeed 2 (USA);Sony PlayStation;;1996;Lightspan;Miscellaneous;;;;;;;;;
Every Child Can Succeed 3 (USA);Every Child Can Succeed 3 (USA);Sony PlayStation;;1996;Lightspan;Miscellaneous;;;;;;;;;
Every Child Can Succeed 4 (USA);Every Child Can Succeed 4 (USA);Sony PlayStation;;1996;Lightspan;Miscellaneous;;;;;;;;;
Every Child Can Succeed 5 (USA);Every Child Can Succeed 5 (USA);Sony PlayStation;;1996;Lightspan;Miscellaneous;;;;;;;;;
Every Child Can Succeed 6 (USA);Every Child Can Succeed 6 (USA);Sony PlayStation;;1996;Lightspan;Miscellaneous;;;;;;;;;
Every Child Can Succeed 7 (USA);Every Child Can Succeed 7 (USA);Sony PlayStation;;1996;Lightspan;Miscellaneous;;;;;;;;;
Evil Dead - Hail to the King (USA) (Disc 1);Evil Dead - Hail to the King (USA) (Disc 1);Sony PlayStation;;2000;THQ;Adventure;1;;;;;;;;
Evil Dead - Hail to the King (USA) (Disc 2);Evil Dead - Hail to the King (USA) (Disc 2);Sony PlayStation;;2000;THQ;Adventure;1;;;;;;;;
Evil Zone (USA);Evil Zone (USA);Sony PlayStation;;1999;Titus Software;Fighter;2;;;;;;;;
"Evo's Space Adventures (Europe) (En,Fr,De,Es,It)";Evo's Space Adventures (Europe);Sony PlayStation;;2000;Take-Two Interactive;Platform;;;;;;;;;
Evo's Space Adventures (Europe);Evo's Space Adventures (Europe);Sony PlayStation;;2000;Take-Two Interactive;Platform;;;;;;;;;
Excalibur 2555 A.D. (USA);Excalibur 2555 A.D. (USA);Sony PlayStation;;1997;Telstar;Adventure;1;;;;;;;;
Expendable (USA);Expendable (USA);Sony PlayStation;;2000;Infogrames;Shooter;2;;;;;;;;
Explosive Racing (Europe);Explosive Racing (Europe);Sony PlayStation;;1997;SoftGold;Driving;1;;;;;;;;
Extreme 500 (Europe);Extreme 500 (Europe);Sony PlayStation;;2000;THQ;Driving;2;;;;;;;;
"Extreme Ghostbusters - The Ultimate Invasion (Europe) (En,Fr,De,Es,It,Nl)";Extreme Ghostbusters - The Ultimate Invasion (Europe);Sony PlayStation;;2004;LSP;Shooter;2;;;;;;;;
Extreme Ghostbusters - The Ultimate Invasion (Europe);Extreme Ghostbusters - The Ultimate Invasion (Europe);Sony PlayStation;;2004;LSP;Shooter;2;;;;;;;;
Extreme Go-Kart Racing (USA);Extreme Go-Kart Racing (USA);Sony PlayStation;;2003;Agetec;Driving;2;;;;;;;;
Extreme Pinball (USA);Extreme Pinball (USA);Sony PlayStation;;1996;Electronic Arts;Pinball;4;;;;;;;;
Extreme Snow Break (Europe);Extreme Snow Break (Europe);Sony PlayStation;;1998;Microids;Sports/Snowboarding;2;;;;;;;;
F.A. Manager (Europe);F.A. Manager (Europe);Sony PlayStation;;1999;Edios Interactive;Sports/Soccer;2;;;;;;;;
"F.A. Premier League Football Manager 2000, The (Europe)";"F.A. Premier League Football Manager 2000, The (Europe)";Sony PlayStation;;1999;Electronic Arts;Sports/Soccer;1;;;;;;;;
"F.A. Premier League Football Manager 2001, The (Europe)";"F.A. Premier League Football Manager 2001, The (Europe)";Sony PlayStation;;2000;EA Sports;Sports/Soccer;1;;;;;;;;
"F.A. Premier League Stars 2001, The (Europe)";"F.A. Premier League Stars 2001, The (Europe)";Sony PlayStation;;2000;Electronic Arts;Sports/Soccer;2;;;;;;;;
"F.A. Premier League Stars, The (Europe)";"F.A. Premier League Stars, The (Europe)";Sony PlayStation;;1999;Electronic Arts;Sports/Soccer;2;;;;;;;;
F1 2000 (USA);F1 2000 (USA);Sony PlayStation;;2000;Electronic Arts;Driving;2;;;;;;;;
F1 Championship Season 2000 (USA);F1 Championship Season 2000 (USA);Sony PlayStation;;2000;Electronic Arts;Driving;2;;;;;;;;
"F1 Racing Championship (USA) (En,Fr)";F1 Racing Championship (USA);Sony PlayStation;;2000;Ubisoft;Driving;2;;;;;;;;
F1 Racing Championship (USA);F1 Racing Championship (USA);Sony PlayStation;;2000;Ubisoft;Driving;2;;;;;;;;
"F1 World Grand Prix (Europe) (En,Fr,De,Es,It)";F1 World Grand Prix (Europe);Sony PlayStation;;2001;Edios Interactive;Driving;2;;;;;;;;
F1 World Grand Prix (USA);F1 World Grand Prix (USA);Sony PlayStation;;2001;Edios Interactive;Driving;2;;;;;;;;
"F1 World Grand Prix - 1999 Season (USA) (En,Fr,De,Es,It)";F1 World Grand Prix - 1999 Season (USA);Sony PlayStation;;2001;Eidos;Driving;2;;;;;;;;
F1 World Grand Prix - 1999 Season (USA);F1 World Grand Prix - 1999 Season (USA);Sony PlayStation;;2001;Eidos;Driving;2;;;;;;;;
F1 World Grand Prix 2000 (USA);F1 World Grand Prix 2000 (USA);Sony PlayStation;;2001;Edios Interactive;Driving;2;;;;;;;;
"FIA World Rally Championship Arcade (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)";FIA World Rally Championship Arcade (Europe);Sony PlayStation;;2002;SCEE;Driving;2;;;;;;;;
"FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,Nl,Sv)";FIFA - Road to World Cup 98 (USA);Sony PlayStation;;1997;Electronic Arts;Sports/Soccer;2;;;;;;;;
FIFA - Road to World Cup 98 (USA);FIFA - Road to World Cup 98 (USA);Sony PlayStation;;1997;Electronic Arts;Sports/Soccer;2;;;;;;;;
"FIFA 2000 - Major League Soccer (USA) (En,De,Es,Nl,Sv)";FIFA 2000 - Major League Soccer (USA);Sony PlayStation;;1999;Electronic Arts;Sports/Soccer;8;;;;;;;;
FIFA 2000 - Major League Soccer (USA);FIFA 2000 - Major League Soccer (USA);Sony PlayStation;;1999;Electronic Arts;Sports/Soccer;8;;;;;;;;
FIFA 2001 (USA);FIFA 2001 (USA);Sony PlayStation;;2000;Electronic Arts;Sports/Soccer;8;;;;;;;;
FIFA 99 (USA);FIFA 99 (USA);Sony PlayStation;;1998;Electronic Arts;Sports/Soccer;2;;;;;;;;
FIFA Soccer '97 (USA);FIFA Soccer '97 (USA);Sony PlayStation;;1996;Electronic Arts;Sports/Soccer;2;;;;;;;;
"FIFA Soccer 2002 (USA) (En,Es)";FIFA Soccer 2002 (USA);Sony PlayStation;;2001;Electronic Arts;Sports/Soccer;2;;;;;;;;
FIFA Soccer 2002 (USA);FIFA Soccer 2002 (USA);Sony PlayStation;;2001;Electronic Arts;Sports/Soccer;2;;;;;;;;
FIFA Soccer 2003 (USA);FIFA Soccer 2003 (USA);Sony PlayStation;;2002;Electronic Arts;Sports/Soccer;2;;;;;;;;
"FIFA Soccer 2004 (USA) (En,Es)";FIFA Soccer 2004 (USA);Sony PlayStation;;2003;Electronic Arts;Sports/Soccer;2;;;;;;;;
FIFA Soccer 2004 (USA);FIFA Soccer 2004 (USA);Sony PlayStation;;2003;Electronic Arts;Sports/Soccer;2;;;;;;;;
"FIFA Soccer 2005 (USA) (En,Es)";FIFA Soccer 2005 (USA);Sony PlayStation;;2004;Electronic Arts;Sports/Soccer;2;;;;;;;;
FIFA Soccer 2005 (USA);FIFA Soccer 2005 (USA);Sony PlayStation;;2004;Electronic Arts;Sports/Soccer;2;;;;;;;;
FIFA Soccer 96 (USA);FIFA Soccer 96 (USA);Sony PlayStation;;1995;Electronic Arts;Sports/Soccer;2;;;;;;;;
FIFA Soccer 97 (USA);FIFA Soccer 97 (USA);Sony PlayStation;;1996;Electronic Arts;Sports/Soccer;2;;;;;;;;
FOX Sports Golf '99 (USA);FOX Sports Golf '99 (USA);Sony PlayStation;;1998;Fox Interactive;Sports/Golf;4;;;;;;;;
"FOX Sports Soccer '99 (USA) (En,Es)";FOX Sports Soccer '99 (USA);Sony PlayStation;;1998;Fox Interactive;Sports/Soccer;4;;;;;;;;
FOX Sports Soccer '99 (USA);FOX Sports Soccer '99 (USA);Sony PlayStation;;1998;Fox Interactive;Sports/Soccer;4;;;;;;;;
"Fade to Black (USA) (En,Fr,De,Es,It)";Fade to Black (USA);Sony PlayStation;;1996;Electronic Arts;Adventure;1;;;;;;;;
Fade to Black (USA);Fade to Black (USA);Sony PlayStation;;1996;Electronic Arts;Adventure;1;;;;;;;;
Faire Games - Language Arts (USA);Faire Games - Language Arts (USA);Sony PlayStation;;1998;Lightspan;Miscellaneous;;;;;;;;;
Faire Games - Mathematics (USA);Faire Games - Mathematics (USA);Sony PlayStation;;1998;Lightspan;Miscellaneous;;;;;;;;;
Family Card Games Fun Pack (USA);Family Card Games Fun Pack (USA);Sony PlayStation;;2000;Mud Duck Productions;Miscellaneous;2;;;;;;;;
Family Connection - A Guide to Lightspan (USA);Family Connection - A Guide to Lightspan (USA);Sony PlayStation;;1998;Lightspan;Miscellaneous;;;;;;;;;
Family Feud (USA);Family Feud (USA);Sony PlayStation;;2000;Hasbro Interactive;Game Show;2;;;;;;;;
Family Game Pack (USA);Family Game Pack (USA);Sony PlayStation;;2000;3DO;Miscellaneous;2;;;;;;;;
Family Games Compendium (Europe) (Disc 1);Family Games Compendium (Europe) (Disc 1);Sony PlayStation;;2001;Midas Interactive Entertainment;Miscellaneous;2;;;;;;;;
Family Games Compendium (Europe) (Disc 2);Family Games Compendium (Europe) (Disc 2);Sony PlayStation;;2001;Midas Interactive Entertainment;Miscellaneous;2;;;;;;;;
Family Games Compendium (Europe) (Disc 3);Family Games Compendium (Europe) (Disc 3);Sony PlayStation;;2001;Midas Interactive Entertainment;Miscellaneous;2;;;;;;;;
"Family Games Compendium (Europe) (En,Fr,De,It) (Disc 3)";Family Games Compendium (Europe) (Disc3);Sony PlayStation;;2001;Midas Interactive Entertainment;Miscellaneous;2;;;;;;;;
Fantastic Four (USA);Fantastic Four (USA);Sony PlayStation;;1997;Acclaim;Action;2;;;;;;;;
Fatal Fury - Wild Ambition (USA);Fatal Fury - Wild Ambition (USA);Sony PlayStation;;1999;SNK;Fighter;2;;;;;;;;
Fear Effect (USA) (Disc 1);Fear Effect (USA) (Disc 1);Sony PlayStation;;2000;Eidos;Adventure;1;;;;;;;;
Fear Effect (USA) (Disc 2);Fear Effect (USA) (Disc 2);Sony PlayStation;;2000;Eidos;Adventure;1;;;;;;;;
Fear Effect (USA) (Disc 3);Fear Effect (USA) (Disc 3);Sony PlayStation;;2000;Eidos;Adventure;1;;;;;;;;
Fear Effect (USA) (Disc 4);Fear Effect (USA) (Disc 4);Sony PlayStation;;2000;Eidos;Adventure;1;;;;;;;;
Fear Effect 2 - Retro Helix (USA) (Disc 1);Fear Effect 2 - Retro Helix (USA) (Disc 1);Sony PlayStation;;2001;Eidos;Adventure;1;;;;;;;;
Fear Effect 2 - Retro Helix (USA) (Disc 2);Fear Effect 2 - Retro Helix (USA) (Disc 2);Sony PlayStation;;2001;Eidos;Adventure;1;;;;;;;;
