#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra
Star Soldier - Vanishing Earth (USA);Star Soldier - Vanishing Earth (USA);Nintendo 64;;1998;Electro Brain;Shooter;1;;;;;;;;
Star Wars - Rogue Squadron (USA) (Rev A);Star Wars - Rogue Squadron (USA) (Rev A);Nintendo 64;;1998;LucasArts;Shooter;1;;;;;;;;
Star Wars - Shadows of the Empire (USA) (Rev B);Star Wars - Shadows of the Empire (USA) (Rev B);Nintendo 64;;1999;Nintendo;Shooter;1;;;;;;;;
Star Wars Episode I - Battle for Naboo (USA);Star Wars Episode I - Battle for Naboo (USA);Nintendo 64;;2000;LucasArts;Shooter;2;;;;;;;;
Star Wars Episode I - Racer (USA);Star Wars Episode I - Racer (USA);Nintendo 64;;1999;LucasArts;Driving;2;;;;;;;;
StarCraft 64 (USA);StarCraft 64 (USA);Nintendo 64;;2000;Nintendo;Strategy;1;;;;;;;;
"Starshot - Space Circus Fever (USA) (En,Fr,Es)";"Starshot - Space Circus Fever (USA) (En,Fr,Es)";Nintendo 64;;1999;Infogrames;Platform;4;;;;;;;;
Stunt Racer 64 (USA);Stunt Racer 64 (USA);Nintendo 64;;2000;Midway;Driving;4;;;;;;;;
Super Bowling (USA);Super Bowling (USA);Nintendo 64;;2001;UFO Interactive;Bowling/Sports;1;;;;;;;;
Super Mario 64 (USA);Super Mario 64 (USA);Nintendo 64;;1996;Nintendo;Platform;4;;;;;;;;
Super Smash Bros. (USA);Super Smash Bros. (USA);Nintendo 64;;1999;Nintendo;Fighter;2;;;;;;;;
Supercross 2000 (USA);Supercross 2000 (USA);Nintendo 64;;1999;Electronic Arts;Motorcycle;4;;;;;;;;
"Superman (USA) (En,Fr,Es)";"Superman (USA) (En,Fr,Es)";Nintendo 64;;1999;Titus Software;Adventure;1;;;;;;;;
Tarzan (USA);Tarzan (USA);Nintendo 64;;2000;Activision;Platform;1;;;;;;;;
"Taz Express (Europe) (En,Fr,De,Es,It,Nl)";"Taz Express (Europe) (En,Fr,De,Es,It,Nl)";Nintendo 64;;1999;Infogrames;Platform;2;;;;;;;;
Tetrisphere (USA);Tetrisphere (USA);Nintendo 64;;1997;Nintendo;Puzzle;2;;;;;;;;
Tigger's Honey Hunt (USA);Tigger's Honey Hunt (USA);Nintendo 64;;2000;NewKidCo;Platform;2;;;;;;;;
Tom Clancy's Rainbow Six (USA);Tom Clancy's Rainbow Six (USA);Nintendo 64;;1999;Red Storm Entertainment;Shooter;2;;;;;;;;
Tom and Jerry in Fists of Furry (USA);Tom and Jerry in Fists of Furry (USA);Nintendo 64;;2000;NewKidCo;Fighter;1;;;;;;;;
Tonic Trouble (USA) (Rev A);Tonic Trouble (USA) (Rev A);Nintendo 64;;1999;Ubisoft;Platform;2;;;;;;;;
Tony Hawk's Pro Skater (USA) (Rev A);Tony Hawk's Pro Skater (USA) (Rev A);Nintendo 64;;2000;Activision;Skateboarding/Sports;2;;;;;;;;
Tony Hawk's Pro Skater 2 (USA);Tony Hawk's Pro Skater 2 (USA);Nintendo 64;;2001;Activision;Skateboarding/Sports;2;;;;;;;;
Tony Hawk's Pro Skater 3 (USA);Tony Hawk's Pro Skater 3 (USA);Nintendo 64;;2002;Activision;Skateboarding/Sports;2;;;;;;;;
Top Gear Hyper-Bike (USA);Top Gear Hyper-Bike (USA);Nintendo 64;;2000;Kemco;Motorcycle;4;;;;;;;;
Top Gear Overdrive (USA);Top Gear Overdrive (USA);Nintendo 64;;1998;Kemco;Driving;2;;;;;;;;
Top Gear Rally (USA);Top Gear Rally (USA);Nintendo 64;;1997;Kemco;Driving;4;;;;;;;;
Top Gear Rally 2 (USA);Top Gear Rally 2 (USA);Nintendo 64;;1999;Kemco;Driving;1;;;;;;;;
Toy Story 2 (USA);Toy Story 2 (USA);Nintendo 64;;1999;Activision;Platform;2;;;;;;;;
Transformers - Beast Wars Transmetals (USA);Transformers - Beast Wars Transmetals (USA);Nintendo 64;;2000;Bam Entertainment;Fighter;2;;;;;;;;
Triple Play 2000 (USA);Triple Play 2000 (USA);Nintendo 64;;1999;EA Sports;Baseball/Sports;1;;;;;;;;
Turok - Dinosaur Hunter (USA) (Rev B);Turok - Dinosaur Hunter (USA) (Rev B);Nintendo 64;;1997;Acclaim;Shooter;4;;;;;;;;
Turok - Rage Wars (USA);Turok - Rage Wars (USA);Nintendo 64;;1999;Acclaim;Shooter;4;;;;;;;;
Turok 2 - Seeds of Evil (USA) (Rev A);Turok 2 - Seeds of Evil (USA) (Rev A);Nintendo 64;;1998;Acclaim;Shooter;4;;;;;;;;
Turok 3 - Shadow of Oblivion (USA);Turok 3 - Shadow of Oblivion (USA);Nintendo 64;;2000;Acclaim;Shooter;2;;;;;;;;
Twisted Edge - Extreme Snowboarding (USA);Twisted Edge - Extreme Snowboarding (USA);Nintendo 64;;1998;Midway;Snowboarding/Sports;2;;;;;;;;
V-Rally Edition 99 (USA);V-Rally Edition 99 (USA);Nintendo 64;;1999;Infogrames;Driving;4;;;;;;;;
Vigilante 8 (USA);Vigilante 8 (USA);Nintendo 64;;1998;Activision;Driving;4;;;;;;;;
Vigilante 8 - 2nd Offense (USA);Vigilante 8 - 2nd Offense (USA);Nintendo 64;;2000;Activision;Driving;4;;;;;;;;
"Virtual Chess 64 (USA) (En,Fr,Es)";"Virtual Chess 64 (USA) (En,Fr,Es)";Nintendo 64;;1998;Titus Software;Board Games;2;;;;;;;;
Virtual Pool 64 (USA);Virtual Pool 64 (USA);Nintendo 64;;1998;Crave;Pool and Dart;2;;;;;;;;
WCW Backstage Assault (USA);WCW Backstage Assault (USA);Nintendo 64;;2000;Electronic Arts;Sports/Wrestling;4;;;;;;;;
WCW Mayhem (USA);WCW Mayhem (USA);Nintendo 64;;1999;EA Sports;Sports/Wrestling;4;;;;;;;;
WCW Nitro (USA);WCW Nitro (USA);Nintendo 64;;1999;THQ;Sports/Wrestling;4;;;;;;;;
WCW vs. nWo - World Tour (USA) (Rev A);WCW vs. nWo - World Tour (USA) (Rev A);Nintendo 64;;1997;THQ;Sports/Wrestling;4;;;;;;;;
WCW-nWo Revenge (USA);WCW-nWo Revenge (USA);Nintendo 64;;1998;THQ;Sports/Wrestling;4;;;;;;;;
WWF Attitude (USA);WWF Attitude (USA);Nintendo 64;;1999;Acclaim;Sports/Wrestling;4;;;;;;;;
WWF No Mercy (USA) (Rev A);WWF No Mercy (USA) (Rev A);Nintendo 64;;2000;THQ;Sports/Wrestling;4;;;;;;;;
WWF War Zone (USA);WWF War Zone (USA);Nintendo 64;;1998;Acclaim;Sports/Wrestling;4;;;;;;;;
WWF WrestleMania 2000 (USA);WWF WrestleMania 2000 (USA);Nintendo 64;;1999;THQ;Sports/Wrestling;4;;;;;;;;
Waialae Country Club - True Golf Classics (USA) (Rev A);Waialae Country Club - True Golf Classics (USA) (Rev A);Nintendo 64;;1998;Nintendo;Golf/Sports;2;;;;;;;;
War Gods (USA);War Gods (USA);Nintendo 64;;1997;Midway;Fighter;2;;;;;;;;
Wave Race 64 (USA) (Rev A);Wave Race 64 (USA) (Rev A);Nintendo 64;;1996;Nintendo;Water;4;;;;;;;;
Wayne Gretzky's 3D Hockey '98 (USA);Wayne Gretzky's 3D Hockey '98 (USA);Nintendo 64;;1997;Midway;Hockey/Sports;4;;;;;;;;
Wayne Gretzky's 3D Hockey (USA) (Rev A);Wayne Gretzky's 3D Hockey (USA) (Rev A);Nintendo 64;;1996;Midway;Hockey/Sports;2;;;;;;;;
"Wetrix (USA) (En,Fr,De,Es,It,Nl)";"Wetrix (USA) (En,Fr,De,Es,It,Nl)";Nintendo 64;;1998;Ocean;Puzzle;3;;;;;;;;
Wheel of Fortune (USA);Wheel of Fortune (USA);Nintendo 64;;1997;GameTek;Game Show;4;;;;;;;;
WinBack - Covert Operations (USA);WinBack - Covert Operations (USA);Nintendo 64;;1999;Koei;Shooter;4;;;;;;;;
Wipeout 64 (USA);Wipeout 64 (USA);Nintendo 64;;1998;Midway;Driving;4;;;;;;;;
"World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da)";"World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da)";Nintendo 64;;1998;EA Sports;Soccer/Sports;2;;;;;;;;
World Driver Championship (USA);World Driver Championship (USA);Nintendo 64;;1999;Midway;Driving;4;;;;;;;;
"Worms Armageddon (USA) (En,Fr,Es)";"Worms Armageddon (USA) (En,Fr,Es)";Nintendo 64;;2000;Infogrames;Strategy;4;;;;;;;;
Xena - Warrior Princess - The Talisman of Fate (USA);Xena - Warrior Princess - The Talisman of Fate (USA);Nintendo 64;;1999;Titus Software;Fighter;1;;;;;;;;
"Yoshi's Story (USA) (En,Ja)";"Yoshi's Story (USA) (En,Ja)";Nintendo 64;;1998;Nintendo;Platform;;;;;;;;;
