#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra
Doraemon Kart (Japan) (Translated En);Doraemon Kart (Japan) (Translated En);Nintendo Game Boy;;1998;Epoch;Driving;;;;;;;;;
Doraemon Taiketsu HimitsuDougu!! (Japan);Doraemon Taiketsu HimitsuDougu!! (Japan);Nintendo Game Boy;;1991;SAS Sakata;Action;;;;;;;;;
"Double Dragon (USA, Europe)";"Double Dragon (USA, Europe)";Nintendo Game Boy;;1990;Tradewest;Beat-'Em-Up;2;;;;;;;;
"Double Dragon 3 (USA, Europe)";"Double Dragon 3 (USA, Europe)";Nintendo Game Boy;;1991;Acclaim;Beat-'Em-Up;2;;;;;;;;
"Double Dragon II (USA, Europe)";"Double Dragon II (USA, Europe)";Nintendo Game Boy;;1992;Acclaim;Beat-'Em-Up;2;;;;;;;;
Double Dribble - 5 on 5 (USA);Double Dribble - 5 on 5 (USA);Nintendo Game Boy;;1991;Konami;Sports/Basketball;2;;;;;;;;
Downtown - Nekketsu Koushinkyoku - Dokodemo Daiundoukai (Japan);Downtown - Nekketsu Koushinkyoku - Dokodemo Daiundoukai (Japan);Nintendo Game Boy;;1992;Million;Action;;;;;;;;;
Dr. Franken (USA);Dr. Franken (USA);Nintendo Game Boy;;1992;Kemco;Platform;1;;;;;;;;
"Dr. Franken II (USA, Europe)";"Dr. Franken II (USA, Europe)";Nintendo Game Boy;;1997;Jaleco Entertainment;Platform;1;;;;;;;;
Dr. Mario (World);Dr. Mario (World);Nintendo Game Boy;;1990;Nintendo;Puzzle;2;;;;;;;;
Dr. Mario (World) (Rev A);Dr. Mario (World) (Rev A);Nintendo Game Boy;;1990;Nintendo;Puzzle;2;;;;;;;;
Dragon Slayer I (Japan);Dragon Slayer I (Japan);Nintendo Game Boy;;2000;Falcom;Role-Playing;1;;;;;;;;
Dragon's Lair - The Legend (USA);Dragon's Lair - The Legend (USA);Nintendo Game Boy;;1991;Ubisoft;Platform;2;;;;;;;;
"DragonHeart (USA, Europe)";"DragonHeart (USA, Europe)";Nintendo Game Boy;;1996;Acclaim;Action;1;;;;;;;;
Dropzone (Europe);Dropzone (Europe);Nintendo Game Boy;;1992;Mindscape Inc.;Shoot-'Em-Up;1;;;;;;;;
Druaga no Tou (Japan);Druaga no Tou (Japan);Nintendo Game Boy;;1990;Angel Studios;Role-Playing;;;;;;;;;
Duck Adventures (Asia) (Unl);Duck Adventures (Asia) (Unl);Nintendo Game Boy;;1993;Sachen;Action;;;;;;;;;
DuckTales (USA);DuckTales (USA);Nintendo Game Boy;;1990;Capcom;Platform;1;;;;;;;;
DuckTales 2 (USA);DuckTales 2 (USA);Nintendo Game Boy;;1993;Capcom;Platform;1;;;;;;;;
Earthworm Jim (USA);Earthworm Jim (USA);Nintendo Game Boy;;1995;Playmates;Platform;1;;;;;;;;
"Elevator Action (USA, Europe)";"Elevator Action (USA, Europe)";Nintendo Game Boy;;1991;Taito Corporation;Platform;1;;;;;;;;
Elite Soccer (USA);Elite Soccer (USA);Nintendo Game Boy;;1994;GameTek;Sports/Soccer;1;;;;;;;;
Exodus - Journey to the Promised Land (USA) (Unl);Exodus - Journey to the Promised Land (USA) (Unl);Nintendo Game Boy;;1992;Color Dreams;Action;2;;;;;;;;
Explosive Brick '94 (Asia) (Unl);Explosive Brick '94 (Asia) (Unl);Nintendo Game Boy;;1994;Sachen;Action;;;;;;;;;
Extra Bases! (USA);Extra Bases! (USA);Nintendo Game Boy;;1991;Bandai;Sports/Baseball;;;;;;;;;
F-1 Race (World);F-1 Race (World);Nintendo Game Boy;;1991;Nintendo;Driving;4;;;;;;;;
F-1 Race (World) (Rev A);F-1 Race (World) (Rev A);Nintendo Game Boy;;1991;Nintendo;Driving;4;;;;;;;;
"F-15 Strike Eagle (USA, Europe)";"F-15 Strike Eagle (USA, Europe)";Nintendo Game Boy;;1991;MicroProse;Flying;1;;;;;;;;
"F1 Pole Position (USA, Europe)";"F1 Pole Position (USA, Europe)";Nintendo Game Boy;;1993;Ubisoft;Driving;4;;;;;;;;
"FIFA International Soccer (USA, Europe)";"FIFA International Soccer (USA, Europe)";Nintendo Game Boy;;1995;Malibu Games;Sports/Soccer;;;;;;;;;
FIFA Road to the World Cup '98 (Europe);FIFA Road to the World Cup '98 (Europe);Nintendo Game Boy;;1997;THQ;Sports/Soccer;;;;;;;;;
"FIFA Soccer '96 (USA, Europe)";"FIFA Soccer '96 (USA, Europe)";Nintendo Game Boy;;1995;EA Sports;Sports/Soccer;1;;;;;;;;
"FIFA Soccer '97 (USA, Europe)";"FIFA Soccer '97 (USA, Europe)";Nintendo Game Boy;;1996;EA Sports;Sports/Soccer;1;;;;;;;;
Faceball 2000 (USA);Faceball 2000 (USA);Nintendo Game Boy;;1991;Bullet-Proof Software;Action;4;;;;;;;;
"Fastest Lap (Japan, USA)";"Fastest Lap (Japan, USA)";Nintendo Game Boy;;1993;VAP;Driving;2;;;;;;;;
"Felix the Cat (USA, Europe)";"Felix the Cat (USA, Europe)";Nintendo Game Boy;;1993;Hudson;Platform;;;;;;;;;
"Ferrari Grand Prix Challenge (USA, Europe)";"Ferrari Grand Prix Challenge (USA, Europe)";Nintendo Game Boy;;1992;Acclaim;Driving;;;;;;;;;
"Fidgetts, The (USA, Europe)";"Fidgetts, The (USA, Europe)";Nintendo Game Boy;;1997;Jaleco Entertainment;Puzzle;1;;;;;;;;
"Fighting Simulator - 2 in 1 Flying Warriors (USA, Europe)";"Fighting Simulator - 2 in 1 Flying Warriors (USA, Europe)";Nintendo Game Boy;;1992;Culture Brain;Flying;;;;;;;;;
"Fighting Simulator 2 in 1 (USA, Europe)";"Fighting Simulator 2 in 1 (USA, Europe)";Nintendo Game Boy;;1992;Culture Brain;Flying;;;;;;;;;
Final Fantasy Adventure (USA);Final Fantasy Adventure (USA);Nintendo Game Boy;;1991;Square Enix;Adventure;1;;;;;;;;
Final Fantasy Legend II (USA);Final Fantasy Legend II (USA);Nintendo Game Boy;;1990;Square Enix;Adventure;1;;;;;;;;
Final Fantasy Legend III (USA);Final Fantasy Legend III (USA);Nintendo Game Boy;;1991;Square Enix;Adventure;1;;;;;;;;
"Final Fantasy Legend, The (USA)";"Final Fantasy Legend, The (USA)";Nintendo Game Boy;;1989;Square Enix;Adventure;1;;;;;;;;
Final Reverse (Japan);Final Reverse (Japan);Nintendo Game Boy;;1991;Shouei;Shooter;;;;;;;;;
Fire Dragon (Taiwan) (Unl);Fire Dragon (Taiwan) (Unl);Nintendo Game Boy;;199?;Gowin;Action;;;;;;;;;
Fire Fighter (Europe);Fire Fighter (Europe);Nintendo Game Boy;;1992;Mindscape Inc.;Action;;;;;;;;;
Fish Dude (USA);Fish Dude (USA);Nintendo Game Boy;;1991;Sofel;Action;;;;;;;;;
Fist of the North Star (USA);Fist of the North Star (USA);Nintendo Game Boy;;1989;Toei Animation;Action;2;;;;;;;;
Flappy Special (Japan);Flappy Special (Japan);Nintendo Game Boy;;1990;Victor Interactive Software;Puzzle;;;;;;;;;
"Flash, The (USA, Europe)";"Flash, The (USA, Europe)";Nintendo Game Boy;;1991;THQ;Platform;1;;;;;;;;
"Flintstones, The (USA, Europe)";"Flintstones, The (USA, Europe)";Nintendo Game Boy;;1994;Ocean;Platform;1;;;;;;;;
"Flintstones, The - King Rock Treasure Island (USA, Europe)";"Flintstones, The - King Rock Treasure Island (USA, Europe)";Nintendo Game Boy;;1993;Taito Corporation;Platform;;;;;;;;;
Flipull (USA);Flipull (USA);Nintendo Game Boy;;1990;Taito Corporation;Puzzle;;;;;;;;;
Football International (Europe);Football International (Europe);Nintendo Game Boy;;1991;TOSE;Sports/Soccer;;;;;;;;;
"Foreman for Real (USA, Europe)";"Foreman for Real (USA, Europe)";Nintendo Game Boy;;1995;Acclaim;Sports/Boxing;2;;;;;;;;
"Fortified Zone (USA, Europe)";"Fortified Zone (USA, Europe)";Nintendo Game Boy;;1991;Jaleco Entertainment;Shoot-'Em-Up;2;;;;;;;;
"Frank Thomas Big Hurt Baseball (USA, Europe)";"Frank Thomas Big Hurt Baseball (USA, Europe)";Nintendo Game Boy;;1995;Acclaim;Sports/Baseball;;;;;;;;;
"Franky, Joe & Dirk... On the Tiles (Europe)";"Franky, Joe & Dirk... On the Tiles (Europe)";Nintendo Game Boy;;1993;Elite Systems Ltd;Puzzle;;;;;;;;;
Frisky Tom (Japan);Frisky Tom (Japan);Nintendo Game Boy;;1995;Nichibutsu;Action;;;;;;;;;
Frogger (USA);Frogger (USA);Nintendo Game Boy;;1998;Majesco Games;Action;;;;;;;;;
Fushigi na Blobby - Princess Blob o Sukue! (Japan);Fushigi na Blobby - Princess Blob o Sukue! (Japan);Nintendo Game Boy;;1990;Imagineering Inc;Puzzle;;;;;;;;;
GB Genjin Land - Viva! Chikkun Oukoku (Japan);GB Genjin Land - Viva! Chikkun Oukoku (Japan);Nintendo Game Boy;;1994;Hudson;Action;;;;;;;;;
Game & Watch Gallery (USA);Game & Watch Gallery (USA);Nintendo Game Boy;;1997;Nintendo;Compilation;1;;;;;;;;
Game & Watch Gallery (USA) (Rev A);Game & Watch Gallery (USA) (Rev A);Nintendo Game Boy;;1997;Nintendo;Miscellaneous;1;;;;;;;;
Game & Watch Gallery 2 (USA);Game & Watch Gallery 2 (USA);Nintendo Game Boy;;1998;TOSE;Compilation;1;;;;;;;;
Game Boy Gallery (Europe);Game Boy Gallery (Europe);Nintendo Game Boy;;1995;Nintendo;Compilation;1;;;;;;;;
Game Boy Wars (Japan);Game Boy Wars (Japan);Nintendo Game Boy;;1991;Intelligent Systems;Strategy;2;;;;;;;;
Game Boy Wars Turbo (Japan) (Translated En);Game Boy Wars Turbo (Japan) (Translated En);Nintendo Game Boy;;1997;Hudson;Strategy;;;;;;;;;
"Game of Harmony, The (USA)";"Game of Harmony, The (USA)";Nintendo Game Boy;;1995;The Assembly Line;Action;;;;;;;;;
Gamera - Daikaijuu Kuuchuu Kessen (Japan) (Translated En);Gamera - Daikaijuu Kuuchuu Kessen (Japan) (Translated En);Nintendo Game Boy;;1995;Kid;Shoot-'Em-Up;;;;;;;;;
Ganbare Goemon - Sarawareta Ebisumaru (Japan);Ganbare Goemon - Sarawareta Ebisumaru (Japan);Nintendo Game Boy;;1991;Konami;Platform;;;;;;;;;
Ganso!! Yancha Maru (Japan);Ganso!! Yancha Maru (Japan);Nintendo Game Boy;;1991;Irem;Platform;;;;;;;;;
Garfield Labyrinth (Europe);Garfield Labyrinth (Europe);Nintendo Game Boy;;1992;Kemco;Platform;;;;;;;;;
"Gargoyle's Quest (USA, Europe)";"Gargoyle's Quest (USA, Europe)";Nintendo Game Boy;;1990;Capcom;Adventure;1;;;;;;;;
"Gauntlet II (USA, Europe)";"Gauntlet II (USA, Europe)";Nintendo Game Boy;;1990;Tengen;Action;4;;;;;;;;
"Gear Works (USA, Europe)";"Gear Works (USA, Europe)";Nintendo Game Boy;;1993;Teque Interactive;Action;1;;;;;;;;
Gem Gem (Japan);Gem Gem (Japan);Nintendo Game Boy;;1991;Vic Tokai;Puzzle;;;;;;;;;
Genjin Cottsu (Japan);Genjin Cottsu (Japan);Nintendo Game Boy;;1995;Kid;Action;;;;;;;;;
Genki Bakuhatsu Gambaruger (Japan);Genki Bakuhatsu Gambaruger (Japan);Nintendo Game Boy;;1992;Sun L;Action;;;;;;;;;
"George Foreman's KO Boxing (USA, Europe)";"George Foreman's KO Boxing (USA, Europe)";Nintendo Game Boy;;1992;Acclaim;Sports/Boxing;1;;;;;;;;
"Getaway, The (USA)";"Getaway, The (USA)";Nintendo Game Boy;;1991;Nintendo;Pinball;;;;;;;;;
"Ghostbusters II (USA, Europe)";"Ghostbusters II (USA, Europe)";Nintendo Game Boy;;1990;HAL;Action;1;;;;;;;;
Ginga (Japan);Ginga (Japan);Nintendo Game Boy;;1990;Hot-B;Puzzle;;;;;;;;;
Go Go Ackman (Japan);Go Go Ackman (Japan);Nintendo Game Boy;;1995;Banpresto;Action;;;;;;;;;
Go! Go! Tank (USA);Go! Go! Tank (USA);Nintendo Game Boy;;1991;Copya Systems;Action;2;;;;;;;;
Goal! (USA);Goal! (USA);Nintendo Game Boy;;1993;Jaleco Entertainment;Sports/Soccer;;;;;;;;;
God Medicine - Hukkoku Ban (Japan) (Translated En);God Medicine - Hukkoku Ban (Japan) (Translated En);Nintendo Game Boy;;1993;Konami;Role-Playing;;;;;;;;;
"Godzilla (USA, Europe)";"Godzilla (USA, Europe)";Nintendo Game Boy;;1990;Compile;Puzzle;2;;;;;;;;
Golf (World);Golf (World);Nintendo Game Boy;;1990;Nintendo;Sports/Golf;2;;;;;;;;
Gradius - The Interstellar Assault (USA);Gradius - The Interstellar Assault (USA);Nintendo Game Boy;;1992;Konami;Shoot-'Em-Up;1;;;;;;;;
Great Greed (USA);Great Greed (USA);Nintendo Game Boy;;1993;Namco;Role-Playing;1;;;;;;;;
Gremlins 2 - The New Batch (World);Gremlins 2 - The New Batch (World);Nintendo Game Boy;;1993;Namco;Action;;;;;;;;;
Gurander Musashi RV (Japan);Gurander Musashi RV (Japan);Nintendo Game Boy;;1998;TOSE;Sports/Fishing;;;;;;;;;
HAL Wrestling (USA);HAL Wrestling (USA);Nintendo Game Boy;;1990;Human Entertainment;Sports/Wrestling;;;;;;;;;
Hammerin' Harry - Ghost Building Company (Europe);Hammerin' Harry - Ghost Building Company (Europe);Nintendo Game Boy;;1993;Irem;Platform;1;;;;;;;;
Harvest Moon GB (USA);Harvest Moon GB (USA);Nintendo Game Boy;;1998;Natsume;Role-Playing;2;;;;;;;;
"Hatris (Japan, USA)";"Hatris (Japan, USA)";Nintendo Game Boy;;1991;Bullet-Proof Software;Puzzle;2;;;;;;;;
Heavyweight Championship Boxing (USA);Heavyweight Championship Boxing (USA);Nintendo Game Boy;;1990;Tokyo Shoseki;Sports/Boxing;;;;;;;;;
Heiankyo Alien (USA);Heiankyo Alien (USA);Nintendo Game Boy;;1990;Meldac;Action;2;;;;;;;;
Heisei Tensai Bakabon (Japan);Heisei Tensai Bakabon (Japan);Nintendo Game Boy;;1992;Namco;Action;;;;;;;;;
Heracles no Eikou - Ugokidashita Kamigami (Japan) (Translated En);Heracles no Eikou - Ugokidashita Kamigami (Japan) (Translated En);Nintendo Game Boy;;1992;SAS Sakata;Role-Playing;;;;;;;;;
"Hercules (USA, Europe)";"Hercules (USA, Europe)";Nintendo Game Boy;;1997;THQ;Platform;;;;;;;;;
Hero Shuugou!! Pinball Party (Japan);Hero Shuugou!! Pinball Party (Japan);Nintendo Game Boy;;1990;Jaleco Entertainment;Pinball;;;;;;;;;
Hiden Inyou Kikouhou - Ca Da (Japan);Hiden Inyou Kikouhou - Ca Da (Japan);Nintendo Game Boy;;1991;Yonezawa PR21;Puzzle;;;;;;;;;
High Stakes Gambling (USA);High Stakes Gambling (USA);Nintendo Game Boy;;1992;Electro Brain;Casino;2;;;;;;;;
"Hit the Ice (USA, Europe)";"Hit the Ice (USA, Europe)";Nintendo Game Boy;;1992;Taito Software;Sports/Hockey;2;;;;;;;;
"Home Alone (USA, Europe)";"Home Alone (USA, Europe)";Nintendo Game Boy;;1991;THQ;Action;1;;;;;;;;
"Home Alone 2 - Lost In New York (USA, Europe)";"Home Alone 2 - Lost In New York (USA, Europe)";Nintendo Game Boy;;1992;THQ;Action;1;;;;;;;;
Hong Kong (Japan);Hong Kong (Japan);Nintendo Game Boy;;1990;Onion Software;Puzzle;;;;;;;;;
Honoo no Toukyuuji - Dodge Danpei (Japan);Honoo no Toukyuuji - Dodge Danpei (Japan);Nintendo Game Boy;;1992;Hudson;Sports;;;;;;;;;
Hook (USA);Hook (USA);Nintendo Game Boy;;1992;Sony Imagesoft;Platform;2;;;;;;;;
Hudson Hawk (USA);Hudson Hawk (USA);Nintendo Game Boy;;1991;Sony Imagesoft;Action;1;;;;;;;;
Hugo (Europe);Hugo (Europe);Nintendo Game Boy;;1992;Kemco;Platform;;;;;;;;;
Hugo 2 (Germany);Hugo 2 (Germany);Nintendo Game Boy;;1997;Bit Managers;Action;1;;;;;;;;
"Humans, The (USA)";"Humans, The (USA)";Nintendo Game Boy;;1992;GameTek;Puzzle;1;;;;;;;;
"Hunchback of Notre Dame, The - 5 Foolishly Fun Topsy Turvy Games (USA, Europe)";"Hunchback of Notre Dame, The - 5 Foolishly Fun Topsy Turvy Games (USA, Europe)";Nintendo Game Boy;;1997;Disney Interactive;Action;;;;;;;;;
"Hunt for Red October, The (USA, Europe)";"Hunt for Red October, The (USA, Europe)";Nintendo Game Boy;;1991;Hi Tech Expressions;Shoot-'Em-Up;;;;;;;;;
Hyper Black Bass '95 (Japan);Hyper Black Bass '95 (Japan);Nintendo Game Boy;;1995;Black Label Games;Sports/Fishing;;;;;;;;;
Hyper Lode Runner (World);Hyper Lode Runner (World);Nintendo Game Boy;;1990;Bandai;Puzzle;;;;;;;;;
Hyper Lode Runner (World) (Rev A);Hyper Lode Runner (World) (Rev A);Nintendo Game Boy;;1990;Bandai;Puzzle;;;;;;;;;
Ikari no Yousai 2 (Japan) (Translated En);Ikari no Yousai 2 (Japan) (Translated En);Nintendo Game Boy;;1992;Jaleco Entertainment;Shoot-'Em-Up;;;;;;;;;
In Your Face (USA);In Your Face (USA);Nintendo Game Boy;;1990;Jaleco Entertainment;Sports/Basketball;;;;;;;;;
"Incredible Crash Dummies, The (USA, Europe)";"Incredible Crash Dummies, The (USA, Europe)";Nintendo Game Boy;;1992;LJN Ltd.;Platform;;;;;;;;;
"Indiana Jones and the Last Crusade (USA, Europe)";"Indiana Jones and the Last Crusade (USA, Europe)";Nintendo Game Boy;;1994;Ubisoft;Platform;1;;;;;;;;
"Indien dans la Ville, Un (France)";"Indien dans la Ville, Un (France)";Nintendo Game Boy;;1995;Titus Software;Platform;;;;;;;;;
Initial D Gaiden (Japan);Initial D Gaiden (Japan);Nintendo Game Boy;;1998;Kodansha;Driving;;;;;;;;;
"International Superstar Soccer (USA, Europe)";"International Superstar Soccer (USA, Europe)";Nintendo Game Boy;;1998;Konami;Sports/Soccer;1;;;;;;;;
"Ironman X-O Manowar in Heavy Metal (USA, Europe)";"Ironman X-O Manowar in Heavy Metal (USA, Europe)";Nintendo Game Boy;;1996;Acclaim;Platform;;;;;;;;;
Ishida Yoshio Tsumego Paradise (Japan);Ishida Yoshio Tsumego Paradise (Japan);Nintendo Game Boy;;1990;Pony Canyon;Board Games;;;;;;;;;
Ishido - The Way of Stones (USA);Ishido - The Way of Stones (USA);Nintendo Game Boy;;1990;Ascii;Puzzle;2;;;;;;;;
J-League Big Wave Soccer (Japan);J-League Big Wave Soccer (Japan);Nintendo Game Boy;;1995;Jupiter Multimedia;Sports/Soccer;;;;;;;;;
J-League Fighting Soccer - The King of Ace Strikers (Japan);J-League Fighting Soccer - The King of Ace Strikers (Japan);Nintendo Game Boy;;1992;Graphic Research;Sports/Soccer;2;;;;;;;;
J-League Live '95 (Japan);J-League Live '95 (Japan);Nintendo Game Boy;;1995;Graphic Research;Sports/Soccer;;;;;;;;;
J-League Winning Goal (Japan);J-League Winning Goal (Japan);Nintendo Game Boy;;1994;Graphic Research;Sports/Soccer;;;;;;;;;
"Jack Nicklaus Golf (USA, Europe)";"Jack Nicklaus Golf (USA, Europe)";Nintendo Game Boy;;1992;Tradewest;Sports/Golf;4;;;;;;;;
"James Bond 007 (USA, Europe)";"James Bond 007 (USA, Europe)";Nintendo Game Boy;;1998;Nintendo;Action;1;;;;;;;;
Jankenman (Japan);Jankenman (Japan);Nintendo Game Boy;;1991;Messiah;Action;;;;;;;;;
Jeep Jamboree (USA);Jeep Jamboree (USA);Nintendo Game Boy;;1992;Virgin Interactive;Driving;2;;;;;;;;
Jelly Boy (Europe);Jelly Boy (Europe);Nintendo Game Boy;;1991;Electronic Arts;Platform;;;;;;;;;
Jeopardy! (USA);Jeopardy! (USA);Nintendo Game Boy;;1991;GameTek;Quiz;2;;;;;;;;
Jeopardy! - Platinum Edition (USA);Jeopardy! - Platinum Edition (USA);Nintendo Game Boy;;1996;GameTek;Quiz;;;;;;;;;
Jeopardy! - Sports Edition (USA);Jeopardy! - Sports Edition (USA);Nintendo Game Boy;;1994;GameTek;Quiz;2;;;;;;;;
Jeopardy! - Teen Tournament (USA);Jeopardy! - Teen Tournament (USA);Nintendo Game Boy;;1996;GameTek;Quiz;2;;;;;;;;
"Jetsons, The - Robot Panic (USA, Europe)";"Jetsons, The - Robot Panic (USA, Europe)";Nintendo Game Boy;;1992;Taito Software;Platform;1;;;;;;;;
"Jimmy Connors Tennis (USA, Europe)";"Jimmy Connors Tennis (USA, Europe)";Nintendo Game Boy;;1998;Ubisoft;Sports/Tennis;2;;;;;;;;
Joe & Mac (USA);Joe & Mac (USA);Nintendo Game Boy;;1993;Data East;Platform;1;;;;;;;;
"Jordan vs Bird - One on One (USA, Europe)";"Jordan vs Bird - One on One (USA, Europe)";Nintendo Game Boy;;1992;EA Sports;Sports/Basketball;;;;;;;;;
Joshua & the Battle of Jericho (USA) (Unl);Joshua & the Battle of Jericho (USA) (Unl);Nintendo Game Boy;;1992;Wisdom Tree;Action;2;;;;;;;;
"Judge Dredd (USA, Europe)";"Judge Dredd (USA, Europe)";Nintendo Game Boy;;1995;Acclaim;Platform;1;;;;;;;;
"Jungle Book, The (USA, Europe)";"Jungle Book, The (USA, Europe)";Nintendo Game Boy;;1994;THQ;Platform;1;;;;;;;;
"Jungle Strike (USA, Europe)";"Jungle Strike (USA, Europe)";Nintendo Game Boy;;1995;Malibu Games;Shoot-'Em-Up;1;;;;;;;;
Jungle no Ouja Tarchan (Japan);Jungle no Ouja Tarchan (Japan);Nintendo Game Boy;;1994;Sun L;Action;;;;;;;;;
Jurassic Park (USA);Jurassic Park (USA);Nintendo Game Boy;;1993;Ocean;Adventure;1;;;;;;;;
"Jurassic Park Part 2 - The Chaos Continues (USA, Europe)";"Jurassic Park Part 2 - The Chaos Continues (USA, Europe)";Nintendo Game Boy;;1994;Ocean;Platform;;;;;;;;;
Kaeru no Tame ni Kane wa Naru (Japan) (Translated En);Kaeru no Tame ni Kane wa Naru (Japan) (Translated En);Nintendo Game Boy;;1992;Intelligent Systems;Role-Playing;1;;;;;;;;
Kaijuu Ou Godzilla (Japan);Kaijuu Ou Godzilla (Japan);Nintendo Game Boy;;1993;Bandai;Action;;;;;;;;;
Kamen Rider SD - Hashire! Mighty Riders (Japan);Kamen Rider SD - Hashire! Mighty Riders (Japan);Nintendo Game Boy;;1993;Yutaka;Action;;;;;;;;;
Karakuri Kengou Den - Musashi Road (Japan) (Translated En);Karakuri Kengou Den - Musashi Road (Japan) (Translated En);Nintendo Game Boy;;1991;TOSE;Action;;;;;;;;;
Karamuchou no Daijiken (Japan);Karamuchou no Daijiken (Japan);Nintendo Game Boy;;1997;Starfish;Platform;;;;;;;;;
Kattobi Road (Japan);Kattobi Road (Japan);Nintendo Game Boy;;1993;Namco;Driving;;;;;;;;;
"Ken Griffey Jr. presents Major League Baseball (USA, Europe)";"Ken Griffey Jr. presents Major League Baseball (USA, Europe)";Nintendo Game Boy;;1997;Nintendo;Sports;;;;;;;;;
Kenyuu Densetsu Yaiba (Japan);Kenyuu Densetsu Yaiba (Japan);Nintendo Game Boy;;1994;Banpresto;Action;;;;;;;;;
"Kid Dracula (USA, Europe)";"Kid Dracula (USA, Europe)";Nintendo Game Boy;;1993;Konami;Platform;1;;;;;;;;
"Kid Icarus - Of Myths and Monsters (USA, Europe)";"Kid Icarus - Of Myths and Monsters (USA, Europe)";Nintendo Game Boy;;1991;Nintendo;Platform;1;;;;;;;;
"Killer Instinct (USA, Europe)";"Killer Instinct (USA, Europe)";Nintendo Game Boy;;1995;Nintendo;Fighter;2;;;;;;;;
King James Bible (USA) (Unl);King James Bible (USA) (Unl);Nintendo Game Boy;;1994;Wisdom Tree;Miscellaneous;1;;;;;;;;
"King of Fighters '95, The (USA)";"King of Fighters '95, The (USA)";Nintendo Game Boy;;1997;Nintendo;Fighter;2;;;;;;;;
"King of Fighters, The - Heat of Battle (Europe)";"King of Fighters, The - Heat of Battle (Europe)";Nintendo Game Boy;;1998;Takara;Fighter;2;;;;;;;;
Kingdom Crusade (USA);Kingdom Crusade (USA);Nintendo Game Boy;;1992;Electro Brain;Action;2;;;;;;;;
Kinin Koumaroku Oni (Japan) (Translated En);Kinin Koumaroku Oni (Japan) (Translated En);Nintendo Game Boy;;1990;WinkySoft;Role-Playing;;;;;;;;;
Kinnikuman - The Dream Match (Japan);Kinnikuman - The Dream Match (Japan);Nintendo Game Boy;;1992;Yutaka;Action;2;;;;;;;;
"Kirby's Block Ball (USA, Europe)";"Kirby's Block Ball (USA, Europe)";Nintendo Game Boy;;1996;Nintendo;Action;1;;;;;;;;
"Kirby's Dream Land (USA, Europe)";"Kirby's Dream Land (USA, Europe)";Nintendo Game Boy;;1992;Nintendo;Platform;1;;;;;;;;
"Kirby's Dream Land 2 (USA, Europe)";"Kirby's Dream Land 2 (USA, Europe)";Nintendo Game Boy;;1995;Nintendo;Platform;1;;;;;;;;
"Kirby's Pinball Land (USA, Europe)";"Kirby's Pinball Land (USA, Europe)";Nintendo Game Boy;;1993;Nintendo;Pinball;1;;;;;;;;
"Kirby's Star Stacker (USA, Europe)";"Kirby's Star Stacker (USA, Europe)";Nintendo Game Boy;;1997;Nintendo;Puzzle;2;;;;;;;;
Kitchen Panic (Japan);Kitchen Panic (Japan);Nintendo Game Boy;;1991;Bits Laboratory;Action;;;;;;;;;
Kiteretsu Daihyakka - Bouken Ooedo Juraki (Japan);Kiteretsu Daihyakka - Bouken Ooedo Juraki (Japan);Nintendo Game Boy;;1994;Video System;Action;;;;;;;;;
Klax (USA);Klax (USA);Nintendo Game Boy;;1991;Mindscape Inc.;Puzzle;2;;;;;;;;
Knight Quest (USA);Knight Quest (USA);Nintendo Game Boy;;1992;Taito Software;Role-Playing;1;;;;;;;;
Koi wa Kakehiki (Japan);Koi wa Kakehiki (Japan);Nintendo Game Boy;;1991;Graphic Research;Puzzle;;;;;;;;;
Konami GB Collection Vol.1 (Japan);Konami GB Collection Vol.1 (Japan);Nintendo Game Boy;;1997;TOSE;Compilation;;;;;;;;;
Konami GB Collection Vol.2 (Japan);Konami GB Collection Vol.2 (Japan);Nintendo Game Boy;;1997;TOSE;Compilation;;;;;;;;;
Konami GB Collection Vol.3 (Japan);Konami GB Collection Vol.3 (Japan);Nintendo Game Boy;;1998;TOSE;Compilation;;;;;;;;;
Konami GB Collection Vol.4 (Japan);Konami GB Collection Vol.4 (Japan);Nintendo Game Boy;;1998;TOSE;Compilation;;;;;;;;;
Koro Dice (Japan);Koro Dice (Japan);Nintendo Game Boy;;1990;A-Wave;Puzzle;;;;;;;;;
"Krusty's Fun House (USA, Europe)";"Krusty's Fun House (USA, Europe)";Nintendo Game Boy;;1993;Acclaim;Puzzle;1;;;;;;;;
Kuma no Puutarou - Takara Sagashi da Ooiri Game Battle! (Japan);Kuma no Puutarou - Takara Sagashi da Ooiri Game Battle! (Japan);Nintendo Game Boy;;1996;Electronics Application;Shooter;;;;;;;;;
"Kung-Fu Master (USA, Europe)";"Kung-Fu Master (USA, Europe)";Nintendo Game Boy;;1993;Irem;Beat-'Em-Up;1;;;;;;;;
Kunio-kun no Jidaigeki Da yo Zenin Shuugou! (Japan);Kunio-kun no Jidaigeki Da yo Zenin Shuugou! (Japan);Nintendo Game Boy;;1993;Technos Japan;Action;;;;;;;;;
Kuusou Kagaku Sekai Gulliver Boy - Kuusou Kagaku Puzzle Purittopon!! (Japan);Kuusou Kagaku Sekai Gulliver Boy - Kuusou Kagaku Puzzle Purittopon!! (Japan);Nintendo Game Boy;;1995;Bandai;Puzzle;;;;;;;;;
