#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra
007 - Agent Under Fire (USA);007 - Agent Under Fire (USA);Sony PlayStation 2;;2002;Electronic Arts;Shooter;2;;;;;;;;
007 - Everything or Nothing (USA);007 - Everything or Nothing (USA);Sony PlayStation 2;;2004;EA Redwood Shores;Shooter;2;;;;;;;;
007 - From Russia with Love (USA);007 - From Russia with Love (USA);Sony PlayStation 2;;2005;EA Redwood Shores;Action;2;;;;;;;;
007 - Nightfire (USA);007 - Nightfire (USA);Sony PlayStation 2;;2002;Eurocom Entertainment Software;Shooter;;;;;;;;;
007 - Quantum of Solace (USA);007 - Quantum of Solace (USA);Sony PlayStation 2;;2008;Eurocom Entertainment Software;Shooter;1;;;;;;;;
10 Pin - Champions Alley (Europe);10 Pin - Champions Alley (Europe);Sony PlayStation 2;;2005;Atomic Planet;Sports/Bowling;;;;;;;;;
"10,000 Bullets (Europe)";"10,000 Bullets (Europe)";Sony PlayStation 2;;2005;Blue Moon;Shooter;1;;;;;;;;
18 Wheeler - American Pro Trucker (USA);18 Wheeler - American Pro Trucker (USA);Sony PlayStation 2;;2001;Acclaim Studios Cheltenham;Driving;2;;;;;;;;
187 -  Ride or Die (USA);187 -  Ride or Die (USA);Sony PlayStation 2;;2005;Ubisoft;Driving;2;;;;;;;;
1945 I & II The Arcade Games (Europe);1945 I & II The Arcade Games (Europe);Sony PlayStation 2;;2004;Takara;Shoot-'Em-Up;2;;;;;;;;
2002 FIFA World Cup (USA);2002 FIFA World Cup (USA);Sony PlayStation 2;;2002;EA Canada;Sports/Soccer;2;;;;;;;;
21 Card Games (Europe);21 Card Games (Europe);Sony PlayStation 2;;2006;Mere Mortals;Casino;;;;;;;;;
24 - The Game (USA);24 - The Game (USA);Sony PlayStation 2;;2006;SCE Studio Cambridge;Action;1;;;;;;;;
25 to Life (USA);25 to Life (USA);Sony PlayStation 2;;2006;Avalanche Software;Shooter;1;;;;;;;;
4X4 Evo 2 (Europe);4X4 Evo 2 (Europe);Sony PlayStation 2;;2001;Terminal Reality;Driving;2;;;;;;;;
4x4 Evolution (USA);4x4 Evolution (USA);Sony PlayStation 2;;2001;Terminal Reality;Driving;;;;;;;;;
50 Cent - Bulletproof (USA);50 Cent - Bulletproof (USA);Sony PlayStation 2;;2005;Genuine Games;Action;1;;;;;;;;
7 Blades (Europe);7 Blades (Europe);Sony PlayStation 2;;2001;KCEJ;Adventure;1;;;;;;;;
7 Sins (Europe);7 Sins (Europe);Sony PlayStation 2;;2005;Monte Cristo Multimedia;Virtual Life;1;;;;;;;;
7 Wonders of the Ancient World (USA);7 Wonders of the Ancient World (USA);Sony PlayStation 2;;2007;MumboJumbo;Puzzle;;;;;;;;;
A-Train 6 (Europe);A-Train 6 (Europe);Sony PlayStation 2;;2004;Artdink;Strategy;1;;;;;;;;
AC-DC Live - Rock Band Track Pack (USA);AC-DC Live - Rock Band Track Pack (USA);Sony PlayStation 2;;2008;Harmonix Music Systems;Rhythm;4;;;;;;;;
AFL Live 2003 (Australia);AFL Live 2003 (Australia);Sony PlayStation 2;;2002;IR Gurus;Sports/Football;2;;;;;;;;
AFL Live 2004 - Aussie Rules Football (Europe);AFL Live 2004 - Aussie Rules Football (Europe);Sony PlayStation 2;;2003;IR Gurus;Sports/Football;2;;;;;;;;
AFL Live Premiership Edition (Australia);AFL Live Premiership Edition (Australia);Sony PlayStation 2;;2004;IR Gurus;Sports/Football;2;;;;;;;;
AFL Premiership 2005 (Australia);AFL Premiership 2005 (Australia);Sony PlayStation 2;;2005;IR Gurus;Sports/Football;4;;;;;;;;
AFL Premiership 2006 (Australia);AFL Premiership 2006 (Australia);Sony PlayStation 2;;2006;IR Gurus;Sports/Football;2;;;;;;;;
AFL Premiership 2007 (Australia);AFL Premiership 2007 (Australia);Sony PlayStation 2;;2007;IR Gurus;Sports/Football;2;;;;;;;;
AMF Xtreme Bowling (USA);AMF Xtreme Bowling (USA);Sony PlayStation 2;;2006;Mud Duck Productions;Sports/Bowling;8;;;;;;;;
AND 1 Streetball (USA);AND 1 Streetball (USA);Sony PlayStation 2;;2006;Black Ops Entertainment;Sports/Basketball;2;;;;;;;;
ATV Offroad Fury (USA);ATV Offroad Fury (USA);Sony PlayStation 2;;2001;Rainbow Studios;Driving;2;;;;;;;;
ATV Offroad Fury 2 (USA);ATV Offroad Fury 2 (USA);Sony PlayStation 2;;2002;Rainbow Studios;Driving;2;;;;;;;;
ATV Offroad Fury 3 (USA);ATV Offroad Fury 3 (USA);Sony PlayStation 2;;2004;Climax Group;Driving;2;;;;;;;;
ATV Offroad Fury 4 (USA);ATV Offroad Fury 4 (USA);Sony PlayStation 2;;2001;Climax Group;Driving;2;;;;;;;;
ATV Quad Power Racing 2 (USA);ATV Quad Power Racing 2 (USA);Sony PlayStation 2;;2003;Acclaim;Driving;2;;;;;;;;
Ace Combat 04 - Shattered Skies (USA);Ace Combat 04 - Shattered Skies (USA);Sony PlayStation 2;;2001;Namco;Flying;2;;;;;;;;
Ace Combat 5 - The Unsung War (USA);Ace Combat 5 - The Unsung War (USA);Sony PlayStation 2;;2004;Namco;Flying;1;;;;;;;;
Ace Combat Zero - The Belkan War (USA);Ace Combat Zero - The Belkan War (USA);Sony PlayStation 2;;2006;Namco;Flying;2;;;;;;;;
Ace Lightning (Europe);Ace Lightning (Europe);Sony PlayStation 2;;2003;BBC Multimedia;Action;1;;;;;;;;
Aces of War (Europe);Aces of War (Europe);Sony PlayStation 2;;2007;Marionette;Flying;2;;;;;;;;
Action Girlz Racing (Europe);Action Girlz Racing (Europe);Sony PlayStation 2;;2005;Data Design Interactive;Driving;2;;;;;;;;
Action Man A.T.O.M. - Alpha Teens on Machines (Europe);Action Man A.T.O.M. - Alpha Teens on Machines (Europe);Sony PlayStation 2;;2007;Brain in a Jar;Driving;1;;;;;;;;
Activision Anthology (USA);Activision Anthology (USA);Sony PlayStation 2;;2002;Contraband Entertainment;Compilation;2;;;;;;;;
Adiboo and the Energy Thieves (Europe);Adiboo and the Energy Thieves (Europe);Sony PlayStation 2;;2004;Coktel Vision;Action;;;;;;;;;
"Adventures of Cookie & Cream, The (USA)";"Adventures of Cookie & Cream, The (USA)";Sony PlayStation 2;;2001;From Software;Puzzle;2;;;;;;;;
"Adventures of Darwin, The (USA)";"Adventures of Darwin, The (USA)";Sony PlayStation 2;;2007;Vingt - et - un Systems;Strategy;1;;;;;;;;
"Adventures of Jimmy Neutron Boy Genius - Attack of the Twonkies, The (USA)";"Adventures of Jimmy Neutron Boy Genius - Attack of the Twonkies, The (USA)";Sony PlayStation 2;;2004;THQ;Adventure;1;;;;;;;;
Aeon Flux (USA);Aeon Flux (USA);Sony PlayStation 2;;2005;Terminal Reality;Action;;;;;;;;;
Aero Elite - Combat Academy (USA);Aero Elite - Combat Academy (USA);Sony PlayStation 2;;2003;Sega AM2;Simulation;2;;;;;;;;
Agassi Tennis Generation (USA);Agassi Tennis Generation (USA);Sony PlayStation 2;;2003;Aqua Pacific;Sports/Tennis;2;;;;;;;;
Age of Empires II - The Age of Kings (Europe);Age of Empires II - The Age of Kings (Europe);Sony PlayStation 2;;2001;Ensemble Studios;Strategy;1;;;;;;;;
Agent Hugo (Europe);Agent Hugo (Europe);Sony PlayStation 2;;2005;ITE Media;Platform;1;;;;;;;;
Agent Hugo - Hula Holiday (Europe);Agent Hugo - Hula Holiday (Europe);Sony PlayStation 2;;2008;Attractive Games;Platform;1;;;;;;;;
Agent Hugo - Lemoon Twist (Europe);Agent Hugo - Lemoon Twist (Europe);Sony PlayStation 2;;2007;Coyote Console;Platform;1;;;;;;;;
Agent Hugo - RoboRumble (Europe);Agent Hugo - RoboRumble (Europe);Sony PlayStation 2;;2006;ITE Media;Platform;1;;;;;;;;
Aggressive Inline (USA);Aggressive Inline (USA);Sony PlayStation 2;;2002;"Z - Axis, Ltd.";Sports/Skateboarding;2;;;;;;;;
Air Raid 3 (Europe);Air Raid 3 (Europe);Sony PlayStation 2;;2004;Phoenix Games;Shoot-'Em-Up;;;;;;;;;
Air Ranger - Rescue Helicopter (Europe);Air Ranger - Rescue Helicopter (Europe);Sony PlayStation 2;;2002;Garden;Simulation;1;;;;;;;;
AirBlade (USA);AirBlade (USA);Sony PlayStation 2;;2002;Criterion Games;Sports/Futuristic;8;;;;;;;;
AirForce Delta Strike (USA);AirForce Delta Strike (USA);Sony PlayStation 2;;2004;KCE Studios;Simulation;1;;;;;;;;
Airborne Troops - Countdown to D-Day (USA);Airborne Troops - Countdown to D-Day (USA);Sony PlayStation 2;;2005;WideScreen Games;Shooter;1;;;;;;;;
Akira Psycho Ball (Europe);Akira Psycho Ball (Europe);Sony PlayStation 2;;2002;Kaze;Pinball;;;;;;;;;
Alan Hansen's Sports Challenge (Europe);Alan Hansen's Sports Challenge (Europe);Sony PlayStation 2;;2007;The Code Monkeys;Quiz;;;;;;;;;
Alarm for Cobra 11 (Europe);Alarm for Cobra 11 (Europe);Sony PlayStation 2;;2003;Davilex;Driving;2;;;;;;;;
Alarm for Cobra 11 Vol. 2 - Hot Pursuit (Europe);Alarm for Cobra 11 Vol. 2 - Hot Pursuit (Europe);Sony PlayStation 2;;2005;Davilex;Driving;2;;;;;;;;
Alarm fur Cobra 11 - Vol. 2 (Europe);Alarm fur Cobra 11 - Vol. 2 (Europe);Sony PlayStation 2;;2004;Davilex;Driving;2;;;;;;;;
Alex Ferguson's Player Manager 2001 (Europe);Alex Ferguson's Player Manager 2001 (Europe);Sony PlayStation 2;;2001;Anco;Sports/Soccer;1;;;;;;;;
Alfa Romeo Racing Italiano (USA);Alfa Romeo Racing Italiano (USA);Sony PlayStation 2;;2006;Milestone S.r.l;Driving;2;;;;;;;;
Alias (USA);Alias (USA);Sony PlayStation 2;;2004;Acclaim Studios Cheltenham;Action;1;;;;;;;;
Alien Hominid (USA);Alien Hominid (USA);Sony PlayStation 2;;2004;The Behemoth;Shoot-'Em-Up;2;;;;;;;;
Aliens Versus Predator - Extinction (USA);Aliens Versus Predator - Extinction (USA);Sony PlayStation 2;;2003;Zono Inc.;Strategy;1;;;;;;;;
Aliens in the Attic (USA);Aliens in the Attic (USA);Sony PlayStation 2;;2009;Revistronic;Action;;;;;;;;;
All Star Fighters (Europe);All Star Fighters (Europe);Sony PlayStation 2;;2007;D3;Beat-'Em-Up;;;;;;;;;
All-Star Baseball 2002 (USA);All-Star Baseball 2002 (USA);Sony PlayStation 2;;2001;Acclaim Studios Austin;Sports/Baseball;2;;;;;;;;
All-Star Baseball 2003 featuring Derek Jeter (USA);All-Star Baseball 2003 featuring Derek Jeter (USA);Sony PlayStation 2;;2002;Acclaim Studios Austin;Sports/Baseball;2;;;;;;;;
All-Star Baseball 2004 featuring Derek Jeter (USA);All-Star Baseball 2004 featuring Derek Jeter (USA);Sony PlayStation 2;;2003;Acclaim Studios Austin;Sports/Baseball;2;;;;;;;;
All-Star Baseball 2005 featuring Derek Jeter (USA);All-Star Baseball 2005 featuring Derek Jeter (USA);Sony PlayStation 2;;2004;Acclaim;Sports/Baseball;2;;;;;;;;
Alone in the Dark (USA);Alone in the Dark (USA);Sony PlayStation 2;;2008;Hydravision;Adventure;1;;;;;;;;
Alone in the Dark - The New Nightmare (Europe);Alone in the Dark - The New Nightmare (Europe);Sony PlayStation 2;;2001;Darkworks;Adventure;1;;;;;;;;
Alpine Racer 3 (Europe);Alpine Racer 3 (Europe);Sony PlayStation 2;;2002;Namco;Sports/Skiing;;;;;;;;;
Alpine Ski Racing 2007 - Bode Miller vs. Hermann Maier (Germany);Alpine Ski Racing 2007 - Bode Miller vs. Hermann Maier (Germany);Sony PlayStation 2;;2006;49Games;Sports/Skiing;1;;;;;;;;
Alpine Skiing 2005 (Europe);Alpine Skiing 2005 (Europe);Sony PlayStation 2;;2005;Midas Interactive Entertainment;Sports/Skiing;;;;;;;;;
Alter Echo (USA);Alter Echo (USA);Sony PlayStation 2;;2003;Outrage Games;Shooter;1;;;;;;;;
Altered Beast (Europe);Altered Beast (Europe);Sony PlayStation 2;;2005;Wow Entertainment;Beat-'Em-Up;1;;;;;;;;
Alvin and the Chipmunks (USA);Alvin and the Chipmunks (USA);Sony PlayStation 2;;2007;Sensory Sweep;Rhythm;2;;;;;;;;
American Chopper (USA);American Chopper (USA);Sony PlayStation 2;;2004;Creat Studios;Motorcycle;1;;;;;;;;
American Chopper 2 - Full Throttle (USA);American Chopper 2 - Full Throttle (USA);Sony PlayStation 2;;2005;Creat Studios;Motorcycle;1;;;;;;;;
American Idol (USA);American Idol (USA);Sony PlayStation 2;;2003;Hothouse Creations;Rhythm;4;;;;;;;;
"American Tail, An (Europe)";"American Tail, An (Europe)";Sony PlayStation 2;;2007;Data Design Interactive;Platform;;;;;;;;;
Amplitude (USA);Amplitude (USA);Sony PlayStation 2;;2003;Harmonix Music Systems;Rhythm;2;;;;;;;;
Animal Soccer World (Europe);Animal Soccer World (Europe);Sony PlayStation 2;;2005;Phoenix Games;Sports/Soccer;;;;;;;;;
Animaniacs - The Great Edgar Hunt (Europe);Animaniacs - The Great Edgar Hunt (Europe);Sony PlayStation 2;;2005;Warthog;Platform;1;;;;;;;;
"Ant Bully, The (USA)";"Ant Bully, The (USA)";Sony PlayStation 2;;2006;Artificial Mind and Movement;Platform;1;;;;;;;;
Antz Extreme Racing (USA);Antz Extreme Racing (USA);Sony PlayStation 2;;2002;Empire Interactive;Driving;4;;;;;;;;
Anubis II (Europe);Anubis II (Europe);Sony PlayStation 2;;2005;Data Design Interactive;Platform;1;;;;;;;;
Ape Escape - Pumped & Primed (USA);Ape Escape - Pumped & Primed (USA);Sony PlayStation 2;;2004;SCEI;Party;1;;;;;;;;
Ape Escape 2 (USA);Ape Escape 2 (USA);Sony PlayStation 2;;2003;SCE Japan Studio;Platform;1;;;;;;;;
Ape Escape 3 (USA);Ape Escape 3 (USA);Sony PlayStation 2;;2006;SCE Japan Studio;Platform;1;;;;;;;;
Aqua Aqua (USA);Aqua Aqua (USA);Sony PlayStation 2;;2001;Zed Two Limited;Puzzle;2;;;;;;;;
Aqua Teen Hunger Force - Zombie Ninja Pro-Am (USA);Aqua Teen Hunger Force - Zombie Ninja Pro-Am (USA);Sony PlayStation 2;;2007;Creat Studios;Action;2;;;;;;;;
Ar tonelico - Melody of Elemia (USA);Ar tonelico - Melody of Elemia (USA);Sony PlayStation 2;;2007;Gust;Role-Playing;1;;;;;;;;
Ar tonelico II - Melody of Metafalica (USA);Ar tonelico II - Melody of Metafalica (USA);Sony PlayStation 2;;2009;Gust;Role-Playing;1;;;;;;;;
Arc the Lad - End of Darkness (USA);Arc the Lad - End of Darkness (USA);Sony PlayStation 2;;2005;Cattle Call;Role-Playing;1;;;;;;;;
Arc the Lad - Twilight of the Spirits (USA);Arc the Lad - Twilight of the Spirits (USA);Sony PlayStation 2;;2003;Cattle Call;Role-Playing;1;;;;;;;;
Arcade Action - 30 Games (Europe);Arcade Action - 30 Games (Europe);Sony PlayStation 2;;2006;Phoenix Games;Compilation;;;;;;;;;
Arcade Classics Volume One (Europe);Arcade Classics Volume One (Europe);Sony PlayStation 2;;2006;Play It!;Compilation;;;;;;;;;
Arcade USA (Europe);Arcade USA (Europe);Sony PlayStation 2;;2006;Phoenix Games;Sports/Bowling;;;;;;;;;
"Arcade, The (Europe)";"Arcade, The (Europe)";Sony PlayStation 2;;2005;Oxygen Interactive;Compilation;2;;;;;;;;
Arcana Heart (USA);Arcana Heart (USA);Sony PlayStation 2;;2008;Examu;Fighter;2;;;;;;;;
Arctic Thunder (USA);Arctic Thunder (USA);Sony PlayStation 2;;2001;Inland Productions;Water;2;;;;;;;;
Are You Smarter Than a 5th Grader - Make the Grade (USA);Are You Smarter Than a 5th Grader - Make the Grade (USA);Sony PlayStation 2;;2008;THQ;Game Show;4;;;;;;;;
Area 51 (USA);Area 51 (USA);Sony PlayStation 2;;2005;Midway Studios - Austin;Shooter;2;;;;;;;;
Arena Football (USA);Arena Football (USA);Sony PlayStation 2;;2006;EA Tiburon;Sports/Football;2;;;;;;;;
Arena Football - Road to Glory (USA);Arena Football - Road to Glory (USA);Sony PlayStation 2;;2007;BudCat;Sports/Football;2;;;;;;;;
Armored Core - Last Raven (USA);Armored Core - Last Raven (USA);Sony PlayStation 2;;2006;From Software;Simulation;2;;;;;;;;
Armored Core - Nexus (USA) (Disc 1);Armored Core - Nexus (USA) (Disc 1);Sony PlayStation 2;;2004;From Software;Simulation;2;;;;;;;;
Armored Core - Nexus (USA) (Disc 2);Armored Core - Nexus (USA) (Disc 2);Sony PlayStation 2;;2004;From Software;Simulation;2;;;;;;;;
Armored Core - Nine Breaker (USA);Armored Core - Nine Breaker (USA);Sony PlayStation 2;;2005;From Software;Simulation;2;;;;;;;;
Armored Core 2 (USA);Armored Core 2 (USA);Sony PlayStation 2;;2000;From Software;Simulation;2;;;;;;;;
Armored Core 2 - Another Age (USA);Armored Core 2 - Another Age (USA);Sony PlayStation 2;;2001;From Software;Simulation;2;;;;;;;;
Armored Core 3 (USA);Armored Core 3 (USA);Sony PlayStation 2;;2002;From Software;Simulation;4;;;;;;;;
Army Men - Air Attack 2 (USA);Army Men - Air Attack 2 (USA);Sony PlayStation 2;;2001;3DO;Shooter;2;;;;;;;;
Army Men - Green Rogue (USA);Army Men - Green Rogue (USA);Sony PlayStation 2;;2001;3DO;Shooter;2;;;;;;;;
Army Men - Major Malfunction (Europe);Army Men - Major Malfunction (Europe);Sony PlayStation 2;;2006;Team 17;Shooter;;;;;;;;;
Army Men - RTS (USA);Army Men - RTS (USA);Sony PlayStation 2;;2002;Pandemic Studios;Strategy;1;;;;;;;;
Army Men - Sarge's Heroes 2 (USA);Army Men - Sarge's Heroes 2 (USA);Sony PlayStation 2;;2001;3DO;Shooter;2;;;;;;;;
Army Men - Sarge's War (Europe);Army Men - Sarge's War (Europe);Sony PlayStation 2;;2004;Tactical Development;Shooter;2;;;;;;;;
Army Men - Soldiers of Misfortune (USA);Army Men - Soldiers of Misfortune (USA);Sony PlayStation 2;;2008;Big Blue Bubble Inc.;Shooter;;;;;;;;;
Art of Fighting Anthology (USA);Art of Fighting Anthology (USA);Sony PlayStation 2;;2007;SNK Playmore;Compilation;2;;;;;;;;
Arthur and the Invisibles - The Game  (USA);Arthur and the Invisibles - The Game  (USA);Sony PlayStation 2;;2007;Etranges Libellules;Adventure;1;;;;;;;;
Assault Suits Valken (Europe);Assault Suits Valken (Europe);Sony PlayStation 2;;2005;Psikyo;Action;;;;;;;;;
Asterix & Obelix - Kick Buttix (USA);Asterix & Obelix - Kick Buttix (USA);Sony PlayStation 2;;2004;Etranges Libellules;Beat-'Em-Up;1;;;;;;;;
Asterix & Obelix XXL2 - Mission - Las Vegum (Europe);Asterix & Obelix XXL2 - Mission - Las Vegum (Europe);Sony PlayStation 2;;2006;Etranges Libellules;Platform;;;;;;;;;
Asterix at the Olympic Games (Europe);Asterix at the Olympic Games (Europe);Sony PlayStation 2;;2008;Etranges Libellules;Platform;;;;;;;;;
Astro Boy (USA);Astro Boy (USA);Sony PlayStation 2;;2004;Sonic Team;Action;1;;;;;;;;
Astro Boy - The Video Game (USA);Astro Boy - The Video Game (USA);Sony PlayStation 2;;2009;High Voltage Software;Action;1;;;;;;;;
Atari Anthology (USA);Atari Anthology (USA);Sony PlayStation 2;;2004;Digital Eclipse;Compilation;;;;;;;;;
Atelier Iris - Eternal Mana (USA);Atelier Iris - Eternal Mana (USA);Sony PlayStation 2;;2005;Gust;Role-Playing;1;;;;;;;;
Atelier Iris 2 - The Azoth of Destiny (USA);Atelier Iris 2 - The Azoth of Destiny (USA);Sony PlayStation 2;;2006;Gust;Role-Playing;1;;;;;;;;
Atelier Iris 3 - Grand Phantasm (USA);Atelier Iris 3 - Grand Phantasm (USA);Sony PlayStation 2;;2007;Gust;Role-Playing;1;;;;;;;;
Athens 2004 (USA);Athens 2004 (USA);Sony PlayStation 2;;2004;Eurocom Entertainment Software;Sports/Olympic;2;;;;;;;;
Atlantis III - The New World (Europe);Atlantis III - The New World (Europe);Sony PlayStation 2;;2002;Cryo Interactive;Adventure;;;;;;;;;
Australian Idol Sing (Australia);Australian Idol Sing (Australia);Sony PlayStation 2;;2006;Milestone S.r.l;Rhythm;;;;;;;;;
Auto Modellista (USA);Auto Modellista (USA);Sony PlayStation 2;;2003;Capcom;Driving;2;;;;;;;;
Autobahn Raser - Das Spiel zum Film (Germany);Autobahn Raser - Das Spiel zum Film (Germany);Sony PlayStation 2;;2004;Davilex;Driving;;;;;;;;;
Autobahn Raser IV (Germany);Autobahn Raser IV (Germany);Sony PlayStation 2;;2002;Davilex;Driving;;;;;;;;;
Avatar - The Last Airbender (USA);Avatar - The Last Airbender (USA);Sony PlayStation 2;;2006;THQ Australia;Action;1;;;;;;;;
Avatar - The Last Airbender - Into the Inferno (USA);Avatar - The Last Airbender - Into the Inferno (USA);Sony PlayStation 2;;2008;THQ Australia;Action;1;;;;;;;;
Avatar - The Last Airbender - The Burning Earth (USA);Avatar - The Last Airbender - The Burning Earth (USA);Sony PlayStation 2;;2007;THQ Australia;Action;2;;;;;;;;
Azur & Asmar (Europe);Azur & Asmar (Europe);Sony PlayStation 2;;2007;Wizarbox;Platform;;;;;;;;;
B-Boy (USA);B-Boy (USA);Sony PlayStation 2;;2008;FreeStyleGames;Rhythm;2;;;;;;;;
BASS Strike (USA);BASS Strike (USA);Sony PlayStation 2;;2001;THQ;Sports/Fishing;1;;;;;;;;
BCV - Battle Construction Vehicles (Europe);BCV - Battle Construction Vehicles (Europe);Sony PlayStation 2;;2003;Artdink;Beat-'Em-Up;2;;;;;;;;
BMX XXX (USA);BMX XXX (USA);Sony PlayStation 2;;2002;"Z - Axis, Ltd.";Sports/Biking;2;;;;;;;;
Babe (Europe);Babe (Europe);Sony PlayStation 2;;2006;Aqua Pacific;Adventure;;;;;;;;;
Backyard Baseball '09 (USA);Backyard Baseball '09 (USA);Sony PlayStation 2;;2008;Humongous Entertainment;Sports/Baseball;2;;;;;;;;
Backyard Baseball '10 (USA);Backyard Baseball '10 (USA);Sony PlayStation 2;;2009;Farsight Studios;Sports/Baseball;2;;;;;;;;
Backyard Baseball (USA);Backyard Baseball (USA);Sony PlayStation 2;;2004;Humongous Entertainment;Sports/Baseball;2;;;;;;;;
Backyard Basketball (USA);Backyard Basketball (USA);Sony PlayStation 2;;2003;Humongous Entertainment;Sports/Basketball;2;;;;;;;;
Backyard Football '08 (USA);Backyard Football '08 (USA);Sony PlayStation 2;;2007;Humongous Entertainment;Sports/Football;;;;;;;;;
Backyard Football '09 (USA);Backyard Football '09 (USA);Sony PlayStation 2;;2008;Humongous Entertainment;Sports/Football;;;;;;;;;
Backyard Football '10 (USA);Backyard Football '10 (USA);Sony PlayStation 2;;2009;Humongous Entertainment;Sports/Football;;;;;;;;;
Backyard Football 2006 (USA);Backyard Football 2006 (USA);Sony PlayStation 2;;2005;Humongous Entertainment;Sports/Football;;;;;;;;;
Backyard Sports - Baseball 2007 (USA);Backyard Sports - Baseball 2007 (USA);Sony PlayStation 2;;2006;Game Brains;Sports/Baseball;2;;;;;;;;
Backyard Sports - Basketball 2007 (USA);Backyard Sports - Basketball 2007 (USA);Sony PlayStation 2;;2007;Game Brains;Sports/Basketball;2;;;;;;;;
Backyard Wrestling - Don't Try This at Home (USA);Backyard Wrestling - Don't Try This at Home (USA);Sony PlayStation 2;;2003;Paradox Development;Sports/Wrestling;2;;;;;;;;
Backyard Wrestling 2 - There Goes the Neighborhood (USA);Backyard Wrestling 2 - There Goes the Neighborhood (USA);Sony PlayStation 2;;2004;Paradox Development;Sports/Wrestling;2;;;;;;;;
Bad Boys - Miami Takedown (USA);Bad Boys - Miami Takedown (USA);Sony PlayStation 2;;2004;Blitz Games;Shooter;1;;;;;;;;
Bakugan - Battle Brawlers (USA);Bakugan - Battle Brawlers (USA);Sony PlayStation 2;;2009;Blitz Games;Action;;;;;;;;;
Baldur's Gate - Dark Alliance (USA);Baldur's Gate - Dark Alliance (USA);Sony PlayStation 2;;2001;Snowblind Studios;Role-Playing;2;;;;;;;;
Baldur's Gate - Dark Alliance II (USA);Baldur's Gate - Dark Alliance II (USA);Sony PlayStation 2;;2004;Black Isle Studios;Role-Playing;2;;;;;;;;
Band Hero (USA);Band Hero (USA);Sony PlayStation 2;;2009;BudCat;Rhythm;4;;;;;;;;
Barbarian (USA);Barbarian (USA);Sony PlayStation 2;;2002;Saffire;Fighter;1;;;;;;;;
Barbie Horse Adventures - Riding Camp (USA);Barbie Horse Adventures - Riding Camp (USA);Sony PlayStation 2;;2008;Pixel Tales;Sports/Horse Racing;;;;;;;;;
Barbie Horse Adventures - Wild Horse Rescue (USA);Barbie Horse Adventures - Wild Horse Rescue (USA);Sony PlayStation 2;;2003;Blitz Games;Sports;2;;;;;;;;
Barbie as The Island Princess (USA);Barbie as The Island Princess (USA);Sony PlayStation 2;;2007;Ivolgamus;Adventure;;;;;;;;;
Barbie in The 12 Dancing Princesses (USA);Barbie in The 12 Dancing Princesses (USA);Sony PlayStation 2;;2006;Blue Monkey Studios;Action;;;;;;;;;
"Bard's Tale, The (USA)";"Bard's Tale, The (USA)";Sony PlayStation 2;;2004;InXile Entertainment;Role-Playing;1;;;;;;;;
Barnyard (USA);Barnyard (USA);Sony PlayStation 2;;2006;Blue Tongue Entertainment;Action;1;;;;;;;;
Baroque (USA);Baroque (USA);Sony PlayStation 2;;2008;Sting;Role-Playing;1;;;;;;;;
Basketball Xciting (Europe);Basketball Xciting (Europe);Sony PlayStation 2;;2004;Tamsoft;Sports/Basketball;;;;;;;;;
Batman - Rise of Sin Tzu (USA);Batman - Rise of Sin Tzu (USA);Sony PlayStation 2;;2003;Ubisoft Montreal;Beat-'Em-Up;2;;;;;;;;
Batman - Vengeance (USA);Batman - Vengeance (USA);Sony PlayStation 2;;2001;Ubisoft;Action;1;;;;;;;;
Batman Begins (USA);Batman Begins (USA);Sony PlayStation 2;;2005;Eurocom Entertainment Software;Beat-'Em-Up;1;;;;;;;;
Battle Assault 3 featuring Gundam Seed (USA);Battle Assault 3 featuring Gundam Seed (USA);Sony PlayStation 2;;2004;Natsume;Beat-'Em-Up;;;;;;;;;
Battle Engine Aquila (USA);Battle Engine Aquila (USA);Sony PlayStation 2;;2003;Lost Toys;Shooter;2;;;;;;;;
Battlefield 2 - Modern Combat (USA);Battlefield 2 - Modern Combat (USA);Sony PlayStation 2;;2005;Digital Illusions;Shooter;1;;;;;;;;
Battlestar Galactica (USA);Battlestar Galactica (USA);Sony PlayStation 2;;2003;Warthog;Simulation;1;;;;;;;;
Beach King Stunt Racer (Europe);Beach King Stunt Racer (Europe);Sony PlayStation 2;;2003;Davilex;Driving;1;;;;;;;;
Beat Down - Fists of Vengeance (USA);Beat Down - Fists of Vengeance (USA);Sony PlayStation 2;;2005;Cavia Inc.;Beat-'Em-Up;2;;;;;;;;
Beatmania (USA);Beatmania (USA);Sony PlayStation 2;;2006;Konami;Rhythm;2;;;;;;;;
Bee Movie Game (USA);Bee Movie Game (USA);Sony PlayStation 2;;2007;Beenox;Action;2;;;;;;;;
Ben 10 - Alien Force (USA);Ben 10 - Alien Force (USA);Sony PlayStation 2;;2008;Monkey Bar Games;Action;1;;;;;;;;
Ben 10 - Protector of Earth (USA);Ben 10 - Protector of Earth (USA);Sony PlayStation 2;;2007;High Voltage Software;Beat-'Em-Up;2;;;;;;;;
Ben 10 Alien Force - Vilgax Attacks (USA);Ben 10 Alien Force - Vilgax Attacks (USA);Sony PlayStation 2;;2009;Papaya Studios;Action;1;;;;;;;;
