#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra
Jumper - Griffin's Story (USA);Jumper - Griffin's Story (USA);Sony PlayStation 2;;2008;Collision Studios;Action;1;;;;;;;;
Junior Board Games (Europe);Junior Board Games (Europe);Sony PlayStation 2;;2004;Mere Mortals;Board Games;;;;;;;;;
Junior Sports Basketball (Europe);Junior Sports Basketball (Europe);Sony PlayStation 2;;2004;Humongous Entertainment;Sports/Basketball;;;;;;;;;
Jurassic - The Hunted (USA);Jurassic - The Hunted (USA);Sony PlayStation 2;;2009;Activision;Action;1;;;;;;;;
Jurassic Park - Operation Genesis (USA);Jurassic Park - Operation Genesis (USA);Sony PlayStation 2;;2003;Blue Tongue Entertainment;Strategy;1;;;;;;;;
Just Cause (USA);Just Cause (USA);Sony PlayStation 2;;2006;Avalanche Studios;Action;1;;;;;;;;
Justice League Heroes (USA);Justice League Heroes (USA);Sony PlayStation 2;;2006;Snowblind Studios;Role-Playing;2;;;;;;;;
K-1 World Grand Prix (USA);K-1 World Grand Prix (USA);Sony PlayStation 2;;2003;Konami;Sports/Boxing;;;;;;;;;
K.O. King (Europe);K.O. King (Europe);Sony PlayStation 2;;2006;Phoenix Games;Sports/Boxing;;;;;;;;;
Kaan - Barbarian's Blade (Europe);Kaan - Barbarian's Blade (Europe);Sony PlayStation 2;;2004;EKO Software;Action;1;;;;;;;;
Kaido Racer (Europe);Kaido Racer (Europe);Sony PlayStation 2;;2005;Genki;Driving;;;;;;;;;
Kao the Kangaroo Round 2 (USA);Kao the Kangaroo Round 2 (USA);Sony PlayStation 2;;2006;Tate Interactive;Platform;1;;;;;;;;
Karaoke Revolution (USA);Karaoke Revolution (USA);Sony PlayStation 2;;2003;Harmonix Music Systems;Rhythm;8;;;;;;;;
Karaoke Revolution Party (USA);Karaoke Revolution Party (USA);Sony PlayStation 2;;2005;Harmonix Music Systems;Rhythm;8;;;;;;;;
Karaoke Revolution Presents - American Idol (USA);Karaoke Revolution Presents - American Idol (USA);Sony PlayStation 2;;2007;Blitz Games;Rhythm;8;;;;;;;;
Karaoke Revolution Presents - American Idol Encore (USA);Karaoke Revolution Presents - American Idol Encore (USA);Sony PlayStation 2;;2008;Blitz Games;Rhythm;8;;;;;;;;
Karaoke Revolution Volume 2 (USA);Karaoke Revolution Volume 2 (USA);Sony PlayStation 2;;2004;Harmonix Music Systems;Rhythm;8;;;;;;;;
Karaoke Revolution Volume 3 (USA);Karaoke Revolution Volume 3 (USA);Sony PlayStation 2;;2004;Harmonix Music Systems;Rhythm;8;;;;;;;;
Karaoke Stage 2 (Europe);Karaoke Stage 2 (Europe);Sony PlayStation 2;;2006;Konami;Rhythm;;;;;;;;;
Kart Racer (Europe);Kart Racer (Europe);Sony PlayStation 2;;2009;Nordic Games Publishing;Driving;;;;;;;;;
Katamari Damacy (USA);Katamari Damacy (USA);Sony PlayStation 2;;2004;Now Production;Action;2;;;;;;;;
Kelly Slater's Pro Surfer (USA);Kelly Slater's Pro Surfer (USA);Sony PlayStation 2;;2002;Treyarch;Sports/Surfing;2;;;;;;;;
Kengo - Master of Bushido (USA);Kengo - Master of Bushido (USA);Sony PlayStation 2;;2001;Light Weight;Fighter;2;;;;;;;;
Kessen (USA);Kessen (USA);Sony PlayStation 2;;2000;Koei;Strategy;1;;;;;;;;
Kessen II (USA);Kessen II (USA);Sony PlayStation 2;;2001;Koei;Strategy;1;;;;;;;;
Kessen III (USA);Kessen III (USA);Sony PlayStation 2;;2005;Koei;Strategy;1;;;;;;;;
Kiddies Party Pack (Europe);Kiddies Party Pack (Europe);Sony PlayStation 2;;2006;Phoenix Games;Puzzle;;;;;;;;;
Kidz Sports Basketball (Europe);Kidz Sports Basketball (Europe);Sony PlayStation 2;;2007;Phoenix Games;Sports/Basketball;;;;;;;;;
Kidz Sports Ice Hockey (Europe);Kidz Sports Ice Hockey (Europe);Sony PlayStation 2;;2004;Phoenix Games;Sports/Hockey;;;;;;;;;
Kill Switch (USA);Kill Switch (USA);Sony PlayStation 2;;2003;Namco;Shooter;1;;;;;;;;
Killer7 (USA);Killer7 (USA);Sony PlayStation 2;;2005;Grasshopper Manufacture;Action;1;;;;;;;;
Killzone (USA);Killzone (USA);Sony PlayStation 2;;2004;Guerrilla;Shooter;2;;;;;;;;
Kinetica (USA);Kinetica (USA);Sony PlayStation 2;;2001;SCE Santa Monica;Driving;2;;;;;;;;
King Arthur (USA);King Arthur (USA);Sony PlayStation 2;;2004;Krome Studios;Action;2;;;;;;;;
King of Clubs (Europe);King of Clubs (Europe);Sony PlayStation 2;;2007;Oxygen Interactive;Sports/Golf;;;;;;;;;
"King of Fighters '98, The - Ultimate Match (USA)";"King of Fighters '98, The - Ultimate Match (USA)";Sony PlayStation 2;;2009;SNK Playmore;Fighter;2;;;;;;;;
King of Fighters - Maximum Impact (USA);King of Fighters - Maximum Impact (USA);Sony PlayStation 2;;2004;SNK Playmore;Fighter;2;;;;;;;;
"King of Fighters 2000-2001, The (USA) (Disc 1)";"King of Fighters 2000-2001, The (USA) (Disc 1)";Sony PlayStation 2;;2003;SNK Playmore;Compilation;2;;;;;;;;
"King of Fighters 2000-2001, The (USA) (Disc 2)";"King of Fighters 2000-2001, The (USA) (Disc 2)";Sony PlayStation 2;;2003;SNK Playmore;Compilation;2;;;;;;;;
"King of Fighters 2002-2003, The (USA) (Disc 1)";"King of Fighters 2002-2003, The (USA) (Disc 1)";Sony PlayStation 2;;2005;SNK Playmore;Compilation;2;;;;;;;;
"King of Fighters 2002-2003, The (USA) (Disc 2)";"King of Fighters 2002-2003, The (USA) (Disc 2)";Sony PlayStation 2;;2005;SNK Playmore;Compilation;2;;;;;;;;
"King of Fighters 2006, The (USA)";"King of Fighters 2006, The (USA)";Sony PlayStation 2;;2006;SNK Playmore;Fighter;2;;;;;;;;
"King of Fighters Collection, The - The Orochi Saga (USA)";"King of Fighters Collection, The - The Orochi Saga (USA)";Sony PlayStation 2;;2008;Terminal Reality;Compilation;2;;;;;;;;
"King of Fighters NeoWave, The (Europe)";"King of Fighters NeoWave, The (Europe)";Sony PlayStation 2;;2006;SNK Playmore;Fighter;2;;;;;;;;
"King of Fighters XI, The (USA)";"King of Fighters XI, The (USA)";Sony PlayStation 2;;2007;SNK Playmore;Fighter;2;;;;;;;;
"King of Route 66, The (USA)";"King of Route 66, The (USA)";Sony PlayStation 2;;2003;Sega;Driving;2;;;;;;;;
King's Field - The Ancient City (USA);King's Field - The Ancient City (USA);Sony PlayStation 2;;2002;From Software;Role-Playing;1;;;;;;;;
Kingdom Hearts (USA);Kingdom Hearts (USA);Sony PlayStation 2;;2002;SquareSoft;Role-Playing;1;;;;;;;;
Kingdom Hearts II (USA);Kingdom Hearts II (USA);Sony PlayStation 2;;2006;Square Enix;Role-Playing;1;;;;;;;;
Kingdom Hearts Re-Chain of Memories (USA);Kingdom Hearts Re-Chain of Memories (USA);Sony PlayStation 2;;2008;Jupiter Corporation;Role-Playing;1;;;;;;;;
Klonoa 2 - Lunatea's Veil (USA);Klonoa 2 - Lunatea's Veil (USA);Sony PlayStation 2;;2001;Namco;Platform;1;;;;;;;;
Knight Rider - The Game (Europe);Knight Rider - The Game (Europe);Sony PlayStation 2;;2002;Davilex;Driving;1;;;;;;;;
Knight Rider 2 (Europe);Knight Rider 2 (Europe);Sony PlayStation 2;;2004;Davilex;Driving;1;;;;;;;;
Knights of the Temple - Infernal Crusade (Europe);Knights of the Temple - Infernal Crusade (Europe);Sony PlayStation 2;;2004;Starbreeze;Action;2;;;;;;;;
Knights of the Temple II (Europe);Knights of the Temple II (Europe);Sony PlayStation 2;;2005;Cauldron Ltd.;Action;2;;;;;;;;
Knockout Kings 2001 (USA);Knockout Kings 2001 (USA);Sony PlayStation 2;;2001;Black Ops Entertainment;Sports/Boxing;2;;;;;;;;
Knockout Kings 2002 (USA);Knockout Kings 2002 (USA);Sony PlayStation 2;;2002;Electronic Arts;Sports/Boxing;2;;;;;;;;
Konami Kids Playground - Alphabet Circus (USA);Konami Kids Playground - Alphabet Circus (USA);Sony PlayStation 2;;2007;ImaginEngine;Educational;;;;;;;;;
Konami Kids Playground - Dinosaurs - Shapes & Colors (USA);Konami Kids Playground - Dinosaurs - Shapes & Colors (USA);Sony PlayStation 2;;2007;ImaginEngine;Educational;1;;;;;;;;
"Konami Kids Playground - Frogger Hop, Skip & Jumpin' Fun (USA)";"Konami Kids Playground - Frogger Hop, Skip & Jumpin' Fun (USA)";Sony PlayStation 2;;2007;ImaginEngine;Educational;;;;;;;;;
Konami Kids Playground - Toy Pals Fun with Numbers (USA);Konami Kids Playground - Toy Pals Fun with Numbers (USA);Sony PlayStation 2;;2007;ImaginEngine;Educational;;;;;;;;;
Kung Fu Panda (USA);Kung Fu Panda (USA);Sony PlayStation 2;;2008;Xpec;Platform;4;;;;;;;;
Kuon (USA);Kuon (USA);Sony PlayStation 2;;2004;From Software;Action;1;;;;;;;;
Kya - Dark Lineage (USA);Kya - Dark Lineage (USA);Sony PlayStation 2;;2003;Eden Studios;Action;1;;;;;;;;
L.A. Rush (USA);L.A. Rush (USA);Sony PlayStation 2;;2005;Midway;Driving;2;;;;;;;;
LEGO Batman - The Videogame (USA);LEGO Batman - The Videogame (USA);Sony PlayStation 2;;2008;Traveller's Tales;Action;2;;;;;;;;
LEGO Indiana Jones - The Original Adventures (USA);LEGO Indiana Jones - The Original Adventures (USA);Sony PlayStation 2;;2008;Traveller's Tales;Adventure;2;;;;;;;;
LEGO Racers 2 (USA);LEGO Racers 2 (USA);Sony PlayStation 2;;2001;Attention Software;Driving;2;;;;;;;;
LEGO Soccer Mania (USA);LEGO Soccer Mania (USA);Sony PlayStation 2;;2002;Silicon Dreams;Sports/Soccer;2;;;;;;;;
LEGO Star Wars - The Video Game (USA);LEGO Star Wars - The Video Game (USA);Sony PlayStation 2;;2005;Traveller's Tales;Action;2;;;;;;;;
LEGO Star Wars II - The Original Trilogy (USA);LEGO Star Wars II - The Original Trilogy (USA);Sony PlayStation 2;;2006;Traveller's Tales;Action;2;;;;;;;;
LMA Manager 2002 (Europe);LMA Manager 2002 (Europe);Sony PlayStation 2;;2002;Codemasters;Sports/Soccer;2;;;;;;;;
LMA Manager 2003 (Europe);LMA Manager 2003 (Europe);Sony PlayStation 2;;2002;Codemasters;Sports/Soccer;2;;;;;;;;
LMA Manager 2004 (Europe);LMA Manager 2004 (Europe);Sony PlayStation 2;;2004;Codemasters;Sports/Soccer;2;;;;;;;;
LMA Manager 2005 (Europe);LMA Manager 2005 (Europe);Sony PlayStation 2;;2004;Codemasters;Sports/Soccer;2;;;;;;;;
LMA Manager 2006 (Europe);LMA Manager 2006 (Europe);Sony PlayStation 2;;2005;Codemasters;Sports/Soccer;2;;;;;;;;
LMA Manager 2007 (Europe);LMA Manager 2007 (Europe);Sony PlayStation 2;;2006;Codemasters;Sports/Soccer;2;;;;;;;;
La Pucelle - Tactics (USA);La Pucelle - Tactics (USA);Sony PlayStation 2;;2004;Nippon Ichi Software;Strategy;1;;;;;;;;
Lake Masters EX (Europe);Lake Masters EX (Europe);Sony PlayStation 2;;2002;Midas Interactive Entertainment;Sports/Fishing;1;;;;;;;;
Lara Croft Tomb Raider - The Angel of Darkness (USA);Lara Croft Tomb Raider - The Angel of Darkness (USA);Sony PlayStation 2;;2003;Core Design Ltd.;Action;1;;;;;;;;
Largo Winch - Empire Under Threat (Europe);Largo Winch - Empire Under Threat (Europe);Sony PlayStation 2;;2002;Ubisoft Paris;Action;1;;;;;;;;
Lassie (Europe);Lassie (Europe);Sony PlayStation 2;;2007;EM Studios Limited;Action;;;;;;;;;
"Le Avventure di Lupin III - Lupin la Morte, Zenigata l'Amore (Italy)";"Le Avventure di Lupin III - Lupin la Morte, Zenigata l'Amore (Italy)";Sony PlayStation 2;;2008;Nex Entertainment;Action;;;;;;;;;
Le Mans 24 Hours (USA);Le Mans 24 Hours (USA);Sony PlayStation 2;;2001;Infogrames;Driving;2;;;;;;;;
Le Tour de France (Europe);Le Tour de France (Europe);Sony PlayStation 2;;2002;Konami;Driving;2;;;;;;;;
Le Tour de France - Centenary Edition (Europe);Le Tour de France - Centenary Edition (Europe);Sony PlayStation 2;;2003;DC Studios;Sports/Biking;2;;;;;;;;
Leaderboard Golf (Europe);Leaderboard Golf (Europe);Sony PlayStation 2;;2006;Aqua Pacific;Sports/Golf;;;;;;;;;
League Series Baseball 2 (Europe);League Series Baseball 2 (Europe);Sony PlayStation 2;;2004;Midas Interactive Entertainment;Sports/Baseball;;;;;;;;;
Legacy of Kain - Defiance (USA);Legacy of Kain - Defiance (USA);Sony PlayStation 2;;2003;Crystal Dynamics;Action;1;;;;;;;;
Legaia 2 - Duel Saga (USA);Legaia 2 - Duel Saga (USA);Sony PlayStation 2;;2002;Prokion;Role-Playing;1;;;;;;;;
"Legend of Alon D'ar, The (USA)";"Legend of Alon D'ar, The (USA)";Sony PlayStation 2;;2001;Stormfront Studios;Role-Playing;2;;;;;;;;
Legend of Camelot (Europe);Legend of Camelot (Europe);Sony PlayStation 2;;2007;Phoenix Games;Action;;;;;;;;;
Legend of Herkules (Europe);Legend of Herkules (Europe);Sony PlayStation 2;;2007;Phoenix Games;Action;;;;;;;;;
Legend of Kay (USA);Legend of Kay (USA);Sony PlayStation 2;;2005;Neon Studios;Action;1;;;;;;;;
"Legend of Spyro, The - A New Beginning (USA)";"Legend of Spyro, The - A New Beginning (USA)";Sony PlayStation 2;;2006;Krome Studios;Platform;1;;;;;;;;
"Legend of Spyro, The - Dawn of the Dragon (USA)";"Legend of Spyro, The - Dawn of the Dragon (USA)";Sony PlayStation 2;;2008;Etranges Libellules;Platform;;;;;;;;;
"Legend of Spyro, The - The Eternal Night (USA)";"Legend of Spyro, The - The Eternal Night (USA)";Sony PlayStation 2;;2007;Krome Studios;Platform;1;;;;;;;;
Legend of the Dragon (USA);Legend of the Dragon (USA);Sony PlayStation 2;;2007;Neko Entertainment;Fighter;;;;;;;;;
Legends of Wrestling (USA);Legends of Wrestling (USA);Sony PlayStation 2;;2001;Acclaim;Sports/Wrestling;2;;;;;;;;
Legends of Wrestling II (USA);Legends of Wrestling II (USA);Sony PlayStation 2;;2002;Acclaim;Sports/Wrestling;2;;;;;;;;
Legion - The Legend of Excalibur (USA);Legion - The Legend of Excalibur (USA);Sony PlayStation 2;;2002;7 Studios;Strategy;1;;;;;;;;
Leisure Suit Larry - Magna Cum Laude (USA);Leisure Suit Larry - Magna Cum Laude (USA);Sony PlayStation 2;;2004;High Voltage Software;Adventure;1;;;;;;;;
Lemmings (Europe);Lemmings (Europe);Sony PlayStation 2;;2006;Team 17;Puzzle;1;;;;;;;;
Lemony Snicket's A Series of Unfortunate Events (USA);Lemony Snicket's A Series of Unfortunate Events (USA);Sony PlayStation 2;;2004;Adrenium;Platform;1;;;;;;;;
Let's Make a Soccer Team! (Europe);Let's Make a Soccer Team! (Europe);Sony PlayStation 2;;2006;Smilebit;Sports/Soccer;1;;;;;;;;
Let's Ride! - Silver Buckle Stables (USA);Let's Ride! - Silver Buckle Stables (USA);Sony PlayStation 2;;2006;Coresoft;Sports;;;;;;;;;
Lethal Skies Elite Pilot - Team SW (USA);Lethal Skies Elite Pilot - Team SW (USA);Sony PlayStation 2;;2002;Bit Town;Simulation;1;;;;;;;;
Lethal Skies II (USA);Lethal Skies II (USA);Sony PlayStation 2;;2003;"Asmik Ace Entertainment, Inc";Simulation;2;;;;;;;;
Life Line (USA);Life Line (USA);Sony PlayStation 2;;2004;SCEJ;Action;1;;;;;;;;
Little Britain - The Video Game (Europe);Little Britain - The Video Game (Europe);Sony PlayStation 2;;2007;Blast! Entertainment Ltd;Party;1;;;;;;;;
Living World Racing (Europe);Living World Racing (Europe);Sony PlayStation 2;;2006;Data Design Interactive;Driving;;;;;;;;;
London Cab Challenge (Europe);London Cab Challenge (Europe);Sony PlayStation 2;;2006;Phoenix Games;Driving;1;;;;;;;;
London Racer - Destruction Madness (Europe);London Racer - Destruction Madness (Europe);Sony PlayStation 2;;2005;Davilex;Driving;2;;;;;;;;
London Racer - Police Madness (Europe);London Racer - Police Madness (Europe);Sony PlayStation 2;;2005;Davilex;Driving;2;;;;;;;;
London Racer - World Challenge (Europe);London Racer - World Challenge (Europe);Sony PlayStation 2;;2003;Davilex;Driving;;;;;;;;;
London Racer II (Europe);London Racer II (Europe);Sony PlayStation 2;;2002;Davilex;Driving;2;;;;;;;;
London Taxi - Rush Hour (Europe);London Taxi - Rush Hour (Europe);Sony PlayStation 2;;2006;Data Design Interactive;Driving;;;;;;;;;
Looney Tunes - Acme Arsenal (USA);Looney Tunes - Acme Arsenal (USA);Sony PlayStation 2;;2007;Red Tribe;Action;2;;;;;;;;
Looney Tunes - Back in Action (USA);Looney Tunes - Back in Action (USA);Sony PlayStation 2;;2003;Warthog;Platform;1;;;;;;;;
Looney Tunes - Space Race (USA);Looney Tunes - Space Race (USA);Sony PlayStation 2;;2002;Tantalus Interactive;Driving;2;;;;;;;;
"Lord of the Rings, The - Aragorn's Quest (USA)";"Lord of the Rings, The - Aragorn's Quest (USA)";Sony PlayStation 2;;2010;TT Fusion;Action;1;;;;;;;;
"Lord of the Rings, The - The Fellowship of the Ring (USA)";"Lord of the Rings, The - The Fellowship of the Ring (USA)";Sony PlayStation 2;;2002;Surreal Software;Action;1;;;;;;;;
"Lord of the Rings, The - The Return of the King (USA)";"Lord of the Rings, The - The Return of the King (USA)";Sony PlayStation 2;;2003;EA Games;Beat-'Em-Up;2;;;;;;;;
"Lord of the Rings, The - The Third Age (USA)";"Lord of the Rings, The - The Third Age (USA)";Sony PlayStation 2;;2004;EA Games;Role-Playing;2;;;;;;;;
"Lord of the Rings, The - The Two Towers (USA)";"Lord of the Rings, The - The Two Towers (USA)";Sony PlayStation 2;;2002;Stormfront Studios;Beat-'Em-Up;1;;;;;;;;
Lotus Challenge (Europe);Lotus Challenge (Europe);Sony PlayStation 2;;2001;Kuju Entertainment;Driving;2;;;;;;;;
Lowrider (USA);Lowrider (USA);Sony PlayStation 2;;2003;Pacific Century Cyber Works;Rhythm;;;;;;;;;
Lucinda Green's Equestrian Challenge (USA);Lucinda Green's Equestrian Challenge (USA);Sony PlayStation 2;;2006;2Wg;Sports/Horse Racing;;;;;;;;;
Lumines Plus (USA);Lumines Plus (USA);Sony PlayStation 2;;2007;Opus;Puzzle;;;;;;;;;
Lupin the 3rd - Treasure of the Sorcerer King (USA);Lupin the 3rd - Treasure of the Sorcerer King (USA);Sony PlayStation 2;;2004;Banpresto;Action;1;;;;;;;;
Luxor - Pharaoh's Challenge (USA);Luxor - Pharaoh's Challenge (USA);Sony PlayStation 2;;2007;MumboJumbo;Puzzle;;;;;;;;;
MDK 2 - Armageddon (USA);MDK 2 - Armageddon (USA);Sony PlayStation 2;;2001;BioWare;Shooter;1;;;;;;;;
MLB 06 - The Show (USA);MLB 06 - The Show (USA);Sony PlayStation 2;;2006;SCEA San Diego Studios;Sports/Baseball;2;;;;;;;;
MLB 07 - The Show (USA);MLB 07 - The Show (USA);Sony PlayStation 2;;2007;SCEA San Diego Studios;Sports/Baseball;2;;;;;;;;
MLB 08 - The Show (USA);MLB 08 - The Show (USA);Sony PlayStation 2;;2008;SCEA San Diego Studios;Sports/Baseball;2;;;;;;;;
MLB 09 - The Show (USA);MLB 09 - The Show (USA);Sony PlayStation 2;;2009;SCEA San Diego Studios;Sports/Baseball;2;;;;;;;;
MLB 10 - The Show (USA);MLB 10 - The Show (USA);Sony PlayStation 2;;2010;SCEA;Sports/Baseball;;;;;;;;;
MLB 11 - The Show (USA);MLB 11 - The Show (USA);Sony PlayStation 2;;2011;SCEA San Diego Studios;Sports/Baseball;;;;;;;;;
MLB 2004 (USA);MLB 2004 (USA);Sony PlayStation 2;;2003;989 Sports;Sports/Baseball;2;;;;;;;;
MLB 2005 (USA);MLB 2005 (USA);Sony PlayStation 2;;2004;989 Sports;Sports/Baseball;2;;;;;;;;
MLB 2006 (USA);MLB 2006 (USA);Sony PlayStation 2;;2005;989 Sports;Sports/Baseball;2;;;;;;;;
MLB Power Pros (USA);MLB Power Pros (USA);Sony PlayStation 2;;2007;Konami;Sports/Baseball;;;;;;;;;
MLB Power Pros 2008 (USA);MLB Power Pros 2008 (USA);Sony PlayStation 2;;2008;Konami;Sports/Baseball;2;;;;;;;;
MLB SlugFest - Loaded (USA);MLB SlugFest - Loaded (USA);Sony PlayStation 2;;2004;Point of View;Sports/Baseball;2;;;;;;;;
MLB SlugFest 2006 (USA);MLB SlugFest 2006 (USA);Sony PlayStation 2;;2006;Blue Shift;Sports/Baseball;2;;;;;;;;
MLB Slugfest 20-03 (USA);MLB Slugfest 20-03 (USA);Sony PlayStation 2;;2002;Midway;Sports/Baseball;2;;;;;;;;
MLB Slugfest 20-04 (USA);MLB Slugfest 20-04 (USA);Sony PlayStation 2;;2003;Midway;Sports/Baseball;8;;;;;;;;
MS Saga - A New Dawn (USA);MS Saga - A New Dawn (USA);Sony PlayStation 2;;2006;Bandai;Role-Playing;1;;;;;;;;
MTV Music Generator 2 (USA);MTV Music Generator 2 (USA);Sony PlayStation 2;;2001;Jester Interactive;Rhythm;4;;;;;;;;
MTV Music Generator 3 - This Is the Remix (USA);MTV Music Generator 3 - This Is the Remix (USA);Sony PlayStation 2;;2004;Mix Max;Rhythm;4;;;;;;;;
MTV's Celebrity Deathmatch (USA);MTV's Celebrity Deathmatch (USA);Sony PlayStation 2;;2003;Big Ape Productions;Fighter;2;;;;;;;;
MTX Mototrax (USA);MTX Mototrax (USA);Sony PlayStation 2;;2004;Left Field Productions;Motorcycle;2;;;;;;;;
MVP 06 NCAA Baseball (USA);MVP 06 NCAA Baseball (USA);Sony PlayStation 2;;2006;EA Canada;Sports/Baseball;2;;;;;;;;
MVP 07 NCAA Baseball (USA);MVP 07 NCAA Baseball (USA);Sony PlayStation 2;;2007;EA Canada;Sports/Baseball;2;;;;;;;;
MVP Baseball 2003 (USA);MVP Baseball 2003 (USA);Sony PlayStation 2;;2003;EA Sports;Sports/Baseball;2;;;;;;;;
MVP Baseball 2004 (USA);MVP Baseball 2004 (USA);Sony PlayStation 2;;2004;EA Sports;Sports/Baseball;2;;;;;;;;
MVP Baseball 2005 (USA);MVP Baseball 2005 (USA);Sony PlayStation 2;;2005;EA Sports;Sports/Baseball;2;;;;;;;;
MX 2002 featuring Ricky Carmichael (USA);MX 2002 featuring Ricky Carmichael (USA);Sony PlayStation 2;;2001;Pacific Coast Power & Light;Motorcycle;2;;;;;;;;
MX Rider (USA);MX Rider (USA);Sony PlayStation 2;;2001;Paradigm Entertainment;Motorcycle;2;;;;;;;;
MX Superfly (USA);MX Superfly (USA);Sony PlayStation 2;;2002;Pacific Coast Power & Light;Motorcycle;2;;;;;;;;
MX Unleashed (USA);MX Unleashed (USA);Sony PlayStation 2;;2004;Rainbow Studios;Motorcycle;2;;;;;;;;
MX World Tour Featuring Jamie Little (USA);MX World Tour Featuring Jamie Little (USA);Sony PlayStation 2;;2005;Impulse Games;Motorcycle;4;;;;;;;;
MX vs. ATV Unleashed (USA);MX vs. ATV Unleashed (USA);Sony PlayStation 2;;2005;Rainbow Studios;Driving;2;;;;;;;;
MX vs. ATV Untamed (USA);MX vs. ATV Untamed (USA);Sony PlayStation 2;;2007;Rainbow Studios;Driving;2;;;;;;;;
MaXXed Out Racing (Europe);MaXXed Out Racing (Europe);Sony PlayStation 2;;2004;Midas Interactive Entertainment;Driving;;;;;;;;;
MaXXed Out Racing - Nitro (Europe);MaXXed Out Racing - Nitro (Europe);Sony PlayStation 2;;2007;D3Publisher;Action;;;;;;;;;
Mace Griffin Bounty Hunter (USA);Mace Griffin Bounty Hunter (USA);Sony PlayStation 2;;2003;Warthog;Shooter;1;;;;;;;;
Mad Maestro! (USA);Mad Maestro! (USA);Sony PlayStation 2;;2002;Desert Productions;Rhythm;1;;;;;;;;
Madagascar (USA);Madagascar (USA);Sony PlayStation 2;;2005;Toys for Bob;Platform;1;;;;;;;;
Madagascar - Escape 2 Africa (USA);Madagascar - Escape 2 Africa (USA);Sony PlayStation 2;;2008;Toys for Bob;Action;2;;;;;;;;
Madden NFL 06 (USA);Madden NFL 06 (USA);Sony PlayStation 2;;2005;EA Sports;Sports/Football;2;;;;;;;;
Madden NFL 07 (USA);Madden NFL 07 (USA);Sony PlayStation 2;;2006;EA Sports;Sports/Football;2;;;;;;;;
Madden NFL 08 (USA);Madden NFL 08 (USA);Sony PlayStation 2;;2007;EA Tiburon;Sports/Football;2;;;;;;;;
Madden NFL 09 (USA);Madden NFL 09 (USA);Sony PlayStation 2;;2008;EA Tiburon;Sports/Football;2;;;;;;;;
Madden NFL 10 (USA);Madden NFL 10 (USA);Sony PlayStation 2;;2010;EA Tiburon;Sports/Football;;;;;;;;;
Madden NFL 11 (USA);Madden NFL 11 (USA);Sony PlayStation 2;;2010;EA Tiburon;Sports/Football;;;;;;;;;
Madden NFL 12 (USA);Madden NFL 12 (USA);Sony PlayStation 2;;2011;EA Tiburon;Sports/Football;;;;;;;;;
Madden NFL 2001 (USA);Madden NFL 2001 (USA);Sony PlayStation 2;;2000;EA Sports;Sports/Football;2;;;;;;;;
Madden NFL 2002 (USA);Madden NFL 2002 (USA);Sony PlayStation 2;;2001;EA Sports;Sports/Football;2;;;;;;;;
Madden NFL 2003 (USA);Madden NFL 2003 (USA);Sony PlayStation 2;;2002;EA Sports;Sports/Football;2;;;;;;;;
Madden NFL 2004 (USA);Madden NFL 2004 (USA);Sony PlayStation 2;;2003;EA Tiburon;Sports/Football;2;;;;;;;;
Madden NFL 2005 (USA);Madden NFL 2005 (USA);Sony PlayStation 2;;2004;EA Tiburon;Sports/Football;2;;;;;;;;
Made Man - Confessions of the Family Blood (USA);Made Man - Confessions of the Family Blood (USA);Sony PlayStation 2;;2007;Silverback Studios;Action;1;;;;;;;;
Mafia (USA);Mafia (USA);Sony PlayStation 2;;2004;Illusion Softworks;Action;1;;;;;;;;
Magic Pengel - The Quest for Color (USA);Magic Pengel - The Quest for Color (USA);Sony PlayStation 2;;2003;Taito Corporation;Role-Playing;2;;;;;;;;
Magna Carta - Tears of Blood (USA);Magna Carta - Tears of Blood (USA);Sony PlayStation 2;;2005;SoftMax;Role-Playing;1;;;;;;;;
Major League Baseball 2K10 (USA);Major League Baseball 2K10 (USA);Sony PlayStation 2;;2010;Visual Concepts;Sports/Baseball;;;;;;;;;
Major League Baseball 2K11 (USA);Major League Baseball 2K11 (USA);Sony PlayStation 2;;2011;Visual Concepts;Sports/Baseball;2;;;;;;;;
Major League Baseball 2K12 (USA);Major League Baseball 2K12 (USA);Sony PlayStation 2;;2012;Visual Concepts;Sports/Baseball;;;;;;;;;
Major League Baseball 2K5 (USA);Major League Baseball 2K5 (USA);Sony PlayStation 2;;2005;Kush Games;Sports/Baseball;2;;;;;;;;
Major League Baseball 2K5 - World Series Edition (USA);Major League Baseball 2K5 - World Series Edition (USA);Sony PlayStation 2;;2005;Kush Games;Sports/Baseball;2;;;;;;;;
Major League Baseball 2K6 (USA);Major League Baseball 2K6 (USA);Sony PlayStation 2;;2006;Kush Games;Sports/Baseball;2;;;;;;;;
Major League Baseball 2K7 (USA);Major League Baseball 2K7 (USA);Sony PlayStation 2;;2007;Kush Games;Sports/Baseball;2;;;;;;;;
Major League Baseball 2K8 (USA);Major League Baseball 2K8 (USA);Sony PlayStation 2;;2008;Kush Games;Sports/Baseball;2;;;;;;;;
Major League Baseball 2K9 (USA);Major League Baseball 2K9 (USA);Sony PlayStation 2;;2009;2K Sports;Sports/Baseball;2;;;;;;;;
