#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra
Earnest Evans (USA);Earnest Evans (USA);Sega Genesis;;1992;Wolf Team;Platform;1;;;;;;;;
Earth Defense (USA) (Unl);Earth Defense (USA) (Unl);Sega Genesis;;1995;Realtec;Shooter;2;;;;;;;;
Earthworm Jim (USA);Earthworm Jim (USA);Sega Genesis;;1994;Shiny Entertainment;Platform;1;;;;;;;;
Earthworm Jim 2 (USA);Earthworm Jim 2 (USA);Sega Genesis;;1996;Shiny Entertainment;Platform;1;;;;;;;;
Ecco - The Tides of Time (USA);Ecco - The Tides of Time (USA);Sega Genesis;;1994;Novotrade International;Platform;1;;;;;;;;
"Ecco Jr. (USA, Australia)";"Ecco Jr. (USA, Australia)";Sega Genesis;;1995;Novotrade;Platform;1;;;;;;;;
"Ecco the Dolphin (USA, Europe)";"Ecco the Dolphin (USA, Europe)";Sega Genesis;;1993;Novotrade International;Platform;1;;;;;;;;
El. Viento (USA);El. Viento (USA);Sega Genesis;;1991;Wolf Team;Platform;1;;;;;;;;
Elemental Master (USA);Elemental Master (USA);Sega Genesis;;1993;TechnoSoft;Shooter;;;;;;;;;
Eternal Champions (USA);Eternal Champions (USA);Sega Genesis;;1993;Sega;Fighter;2;;;;;;;;
Evander Holyfield's 'Real Deal' Boxing (World);Evander Holyfield\'s \'Real Deal\' Boxing (World);Sega Genesis;;1992;ACME Interactive;Sports/Boxing;2;;;;;;;;
"Ex-Mutants (USA, Europe)";"Ex-Mutants (USA, Europe)";Sega Genesis;;1991;Telenet;Role-Playing;1;;;;;;;;
Exile (USA);Exile (USA);Sega Genesis;;1992;Malibu;Platform;1;;;;;;;;
Exo Squad (USA);Exo Squad (USA);Sega Genesis;;1995;Novotrade;Platform;2;;;;;;;;
Exodus - Journey to the Promised Land (USA) (Unl);Exodus - Journey to the Promised Land (USA) (Unl);Sega Genesis;;1993;Wisdom Tree;Platform;2;;;;;;;;
"F-117 Night Storm (USA, Europe)";"F-117 Night Storm (USA, Europe)";Sega Genesis;;1993;Rare;Simulation;;;;;;;;;
F-15 Strike Eagle II (USA);F-15 Strike Eagle II (USA);Sega Genesis;;1993;MicroProse;Simulation;1;;;;;;;;
"F-22 Interceptor (USA, Europe)";"F-22 Interceptor (USA, Europe)";Sega Genesis;;1991;Electronic Arts;Simulation;;;;;;;;;
F1 - World Championship Edition (Europe);F1 - World Championship Edition (Europe);Sega Genesis;;1993;Domark;Driving;2;;;;;;;;
FIFA 98 - Road to World Cup (Europe);FIFA 98 - Road to World Cup (Europe);Sega Genesis;;1997;Extended Play Productions;Sports/Soccer;4;;;;;;;;
"FIFA International Soccer (USA, Europe)";"FIFA International Soccer (USA, Europe)";Sega Genesis;;1993;Extended Play Productions;Sports/Soccer;4;;;;;;;;
"FIFA Soccer 95 (USA, Europe)";"FIFA Soccer 95 (USA, Europe)";Sega Genesis;;1994;Extended Play Productions;Sports/Soccer;4;;;;;;;;
"FIFA Soccer 96 (USA, Europe)";"FIFA Soccer 96 (USA, Europe)";Sega Genesis;;1995;Extended Play Productions;Sports/Soccer;4;;;;;;;;
"FIFA Soccer 97 (USA, Europe)";"FIFA Soccer 97 (USA, Europe)";Sega Genesis;;1996;Extended Play Productions;Sports/Soccer;4;;;;;;;;
"Faery Tale Adventure, The (USA, Europe)";"Faery Tale Adventure, The (USA, Europe)";Sega Genesis;;1991;New World Computing;Role-Playing;1;;;;;;;;
Family Feud (USA);Family Feud (USA);Sega Genesis;;1993;Eurocom Entertainment Software;Game Show;2;;;;;;;;
Fantasia (World) (Rev A);Fantasia (World) (Rev A);Sega Genesis;;1991;Infogrames;Platform;1;;;;;;;;
"Fantastic Dizzy (USA, Europe)";"Fantastic Dizzy (USA, Europe)";Sega Genesis;;1993;Codemasters;Adventure;1;;;;;;;;
Fatal Fury (USA);Fatal Fury (USA);Sega Genesis;;1993;SNK;Fighter;2;;;;;;;;
"Fatal Fury 2 (USA, Korea)";"Fatal Fury 2 (USA, Korea)";Sega Genesis;;1994;SNK;Fighter;2;;;;;;;;
"Fatal Labyrinth (USA, Europe)";"Fatal Labyrinth (USA, Europe)";Sega Genesis;;1991;Sega;Role-Playing;;;;;;;;;
"Fatal Rewind (USA, Europe)";"Fatal Rewind (USA, Europe)";Sega Genesis;;1991;Raising Hell;Platform;;;;;;;;;
Ferrari Grand Prix Challenge (USA);Ferrari Grand Prix Challenge (USA);Sega Genesis;;1992;Flying Edge;Driving;2;;;;;;;;
Fighting Masters (USA);Fighting Masters (USA);Sega Genesis;;1992;Almanic Corp.;Fighter;2;;;;;;;;
"Final Zone (Japan, USA)";"Final Zone (Japan, USA)";Sega Genesis;;1990;Toaplan;Shooter;1;;;;;;;;
Fire Shark (USA);Fire Shark (USA);Sega Genesis;;1993;Delphine Software International;Platform;1;;;;;;;;
Flashback - The Quest for Identity (USA);Flashback - The Quest for Identity (USA);Sega Genesis;;1991;Sega;Platform;1;;;;;;;;
"Flicky (USA, Europe)";"Flicky (USA, Europe)";Sega Genesis;;1994;Psygnosis;Platform;1;;;;;;;;
Flink (Europe);Flink (Europe);Sega Genesis;;1993;Taito;Platform;1;;;;;;;;
"Flintstones, The (USA)";"Flintstones, The (USA)";Sega Genesis;;1995;Software Creations;Sports/Boxing;1;;;;;;;;
Foreman for Real (World);Foreman for Real (World);Sega Genesis;;1989;Sega;Shooter;2;;;;;;;;
Forgotten Worlds (World) (v1.1);Forgotten Worlds (World) (v1.1);Sega Genesis;;1993;Domark;Driving;2;;;;;;;;
Formula One (USA);Formula One (USA);Sega Genesis;;1995;Iguana Entertainment;Sports/Baseball;2;;;;;;;;
"Frank Thomas Big Hurt Baseball (USA, Europe)";"Frank Thomas Big Hurt Baseball (USA, Europe)";Sega Genesis;;1998;Morning Star Multimedia;Platform;2;;;;;;;;
Frogger (USA);Frogger (USA);Sega Genesis;;1998;Majesco Games;Miscellaneous;2;;;;;;;;
Fun 'N' Games (USA);Fun \'N\' Games (USA);Sega Genesis;;1993;Leland Interactive Media;Miscellaneous;1;;;;;;;;
Funny World & Balloon Boy (USA) (Unl);Funny World & Balloon Boy (USA) (Unl);Sega Genesis;;1993;Realtec;Shooter;1;;;;;;;;
G-LOC Air Battle (World);G-LOC Air Battle (World);Sega Genesis;;1993;Sega;Action;;;;;;;;;
Gadget Twins (USA);Gadget Twins (USA);Sega Genesis;;1992;Imagitec Design;Platform;2;;;;;;;;
"Gaiares (Japan, USA)";"Gaiares (Japan, USA)";Sega Genesis;;1990;Telenet Japan;Platform;1;;;;;;;;
Gain Ground (World);Gain Ground (World);Sega Genesis;;1991;Sega;Platform;2;;;;;;;;
Galaxy Force II (World) (Rev B);Galaxy Force II (World) (Rev B);Sega Genesis;;1991;CRI;Platform;1;;;;;;;;
"Garfield - Caught in the Act (USA, Europe)";"Garfield - Caught in the Act (USA, Europe)";Sega Genesis;;1995;Sega;Platform;1;;;;;;;;
Gargoyles (USA);Gargoyles (USA);Sega Genesis;;1995;Buena Vista Interactive;Platform;1;;;;;;;;
"Gauntlet IV (USA, Europe)";"Gauntlet IV (USA, Europe)";Sega Genesis;;1993;M2;Platform;4;;;;;;;;
Gemfire (USA);Gemfire (USA);Sega Genesis;;1992;Koei;Strategy;2;;;;;;;;
"General Chaos (USA, Europe)";"General Chaos (USA, Europe)";Sega Genesis;;1994;Game Refuge;Platform;4;;;;;;;;
"Generations Lost (USA, Europe)";"Generations Lost (USA, Europe)";Sega Genesis;;1994;Pacific Softscape;Platform;1;;;;;;;;
Genghis Khan II - Clan of the Gray Wolf (USA);Genghis Khan II - Clan of the Gray Wolf (USA);Sega Genesis;;1993;Koei;Strategy;2;;;;;;;;
George Foreman's KO Boxing (USA);George Foreman\'s KO Boxing (USA);Sega Genesis;;1992;Beam Software;Sports/Boxing;2;;;;;;;;
Ghostbusters (World) (v1.1);Ghostbusters (World) (v1.1);Sega Genesis;;1990;Sega;Platform;1;;;;;;;;
"Ghouls 'n Ghosts (USA, Europe) (Rev A)";"Ghouls \'n Ghosts (USA, Europe) (Rev A)";Sega Genesis;;1989;AM8;Platform;2;;;;;;;;
Gods (USA);Gods (USA);Sega Genesis;;1992;Graftgold;Platform;1;;;;;;;;
Golden Axe (World) (v1.1);Golden Axe (World) (v1.1);Sega Genesis;;1989;Sega;Beat-'Em-Up;2;;;;;;;;
Golden Axe II (World);Golden Axe II (World);Sega Genesis;;1991;Sega;Beat-'Em-Up;2;;;;;;;;
Goofy's Hysterical History Tour (USA);Goofy\'s Hysterical History Tour (USA);Sega Genesis;;1993;Imagineering;Platform;1;;;;;;;;
"Granada (Japan, USA) (v1.1)";"Granada (Japan, USA) (v1.1)";Sega Genesis;;1990;Wolf Team;Shooter;1;;;;;;;;
"Great Circus Mystery Starring Mickey & Minnie, The (USA)";"Great Circus Mystery Starring Mickey & Minnie, The (USA)";Sega Genesis;;1994;Capcom;Platform;2;;;;;;;;
"Great Waldo Search, The (USA)";"Great Waldo Search, The (USA)";Sega Genesis;;1992;Radiance;Puzzle;2;;;;;;;;
Greatest Heavyweights (USA);Greatest Heavyweights (USA);Sega Genesis;;1994;Sega;Sports/Boxing;2;;;;;;;;
"Greendog - The Beached Surfer Dude! (USA, Europe)";"Greendog - The Beached Surfer Dude! (USA, Europe)";Sega Genesis;;1992;Interactive Designs;Platform;1;;;;;;;;
Grind Stormer (USA);Grind Stormer (USA);Sega Genesis;;1994;Tengen;Shooter;1;;;;;;;;
Growl (USA);Growl (USA);Sega Genesis;;1991;Taito;Beat-'Em-Up;1;;;;;;;;
Gunship (Europe);Gunship (Europe);Sega Genesis;;1993;Probe Entertainment;Shooter;;;;;;;;;
Gunstar Heroes (USA);Gunstar Heroes (USA);Sega Genesis;;1993;Treasure;Shooter;2;;;;;;;;
Hard Drivin' (World);Hard Drivin\' (World);Sega Genesis;;1991;Sterling Silver Software;Driving;;;;;;;;;
HardBall III (USA);HardBall III (USA);Sega Genesis;;1993;MindSpan;Sports/Baseball;2;;;;;;;;
"HardBall '94 (USA, Europe)";"HardBall \'94 (USA, Europe)";Sega Genesis;;1994;MindSpan;Sports/Baseball;2;;;;;;;;
HardBall '95 (USA);HardBall \'95 (USA);Sega Genesis;;1995;MindSpan;Sports/Baseball;2;;;;;;;;
HardBall! (USA);HardBall! (USA);Sega Genesis;;1991;Accolade;Sports/Baseball;2;;;;;;;;
"Haunting Starring Polterguy (USA, Europe)";"Haunting Starring Polterguy (USA, Europe)";Sega Genesis;;1993;Electronic Arts;Platform;2;;;;;;;;
Head-On Soccer (USA);Head-On Soccer (USA);Sega Genesis;;1995;U.S. Gold;Sports/Soccer;8;;;;;;;;
Heavy Nova (USA);Heavy Nova (USA);Sega Genesis;;1992;Micronet;Platform;2;;;;;;;;
Hellfire (USA);Hellfire (USA);Sega Genesis;;1991;Toaplan;Shooter;1;;;;;;;;
"Herzog Zwei (USA, Europe)";"Herzog Zwei (USA, Europe)";Sega Genesis;;1990;TechnoSoft;Strategy;2;;;;;;;;
High Seas Havoc (USA);High Seas Havoc (USA);Sega Genesis;;1993;Data East;Platform;1;;;;;;;;
Hit the Ice (USA);Hit the Ice (USA);Sega Genesis;;1992;Aisystem Tokyo;Sports/Hockey;2;;;;;;;;
"Home Alone (USA, Europe)";"Home Alone (USA, Europe)";Sega Genesis;;1992;Brian A. Rice;Platform;1;;;;;;;;
Home Alone 2 - Lost in New York (USA);Home Alone 2 - Lost in New York (USA);Sega Genesis;;1993;Sega;Platform;1;;;;;;;;
Hook (USA);Hook (USA);Sega Genesis;;1992;Core Design;Platform;1;;;;;;;;
"Humans, The (USA)";"Humans, The (USA)";Sega Genesis;;1992;Imagitec Design;Puzzle;;;;;;;;;
Hurricanes (Europe);Hurricanes (Europe);Sega Genesis;;1994;Arc Developments;Platform;2;;;;;;;;
"IMG International Tour Tennis (USA, Europe)";"IMG International Tour Tennis (USA, Europe)";Sega Genesis;;1994;High Score Productions;Sports/Tennis;4;;;;;;;;
"Immortal, The (USA, Europe)";"Immortal, The (USA, Europe)";Sega Genesis;;1993;Electronic Arts;Adventure;1;;;;;;;;
"Incredible Crash Dummies, The (USA, Europe)";"Incredible Crash Dummies, The (USA, Europe)";Sega Genesis;;1993;Gray Matter;Platform;1;;;;;;;;
"Incredible Hulk, The (USA, Europe)";"Incredible Hulk, The (USA, Europe)";Sega Genesis;;1994;Probe Entertainment;Platform;1;;;;;;;;
Indiana Jones and the Last Crusade (USA);Indiana Jones and the Last Crusade (USA);Sega Genesis;;1992;Tiertex Design Studios;Platform;1;;;;;;;;
Insector X (USA);Insector X (USA);Sega Genesis;;1990;Taito;Shooter;1;;;;;;;;
Instruments of Chaos Starring Young Indiana Jones (USA);Instruments of Chaos Starring Young Indiana Jones (USA);Sega Genesis;;1994;Waterman Design;Platform;1;;;;;;;;
International Rugby (Europe);International Rugby (Europe);Sega Genesis;;1993;Tiertex Design Studios;Sports;2;;;;;;;;
International Superstar Soccer Deluxe (Europe);International Superstar Soccer Deluxe (Europe);Sega Genesis;;1996;Tec Toy;Sports/Soccer;8;;;;;;;;
Ishido - The Way of Stones (USA);Ishido - The Way of Stones (USA);Sega Genesis;;1990;Accolade;Puzzle;;;;;;;;;
"Izzy's Quest for the Olympic Rings (USA, Europe)";"Izzy\'s Quest for the Olympic Rings (USA, Europe)";Sega Genesis;;1995;Alexandria;Platform;1;;;;;;;;
"Jack Nicklaus' Power Challenge Golf (USA, Europe)";"Jack Nicklaus\' Power Challenge Golf (USA, Europe)";Sega Genesis;;1993;Accolade;Sports/Golf;4;;;;;;;;
James Bond 007 - The Duel (USA);James Bond 007 - The Duel (USA);Sega Genesis;;1990;Taito;Sports/Boxing;1;;;;;;;;
"James Pond - Underwater Agent (USA, Europe)";"James Pond - Underwater Agent (USA, Europe)";Sega Genesis;;1991;Millenium Interactive;Platform;1;;;;;;;;
"James Pond 3 (USA, Europe)";"James Pond 3 (USA, Europe)";Sega Genesis;;1993;Millenium Interactive;Platform;1;;;;;;;;
"James Pond II - Codename Robocod (USA, Europe)";"James Pond II - Codename Robocod (USA, Europe)";Sega Genesis;;1991;Millennium;Platform;1;;;;;;;;
"James 'Buster' Douglas Knockout Boxing (USA, Europe)";"James \'Buster\' Douglas Knockout Boxing (USA, Europe)";Sega Genesis;;1993;Domark;Platform;;;;;;;;;
Jammit (USA);Jammit (USA);Sega Genesis;;1994;GTE Entertainment;Sports/Basketball;2;;;;;;;;
Jennifer Capriati Tennis (USA);Jennifer Capriati Tennis (USA);Sega Genesis;;1992;System Sacom;Sports/Tennis;2;;;;;;;;
Jeopardy! (USA);Jeopardy! (USA);Sega Genesis;;1992;Park Place Productions;Game Show;3;;;;;;;;
Jeopardy! - Deluxe Edition (USA);Jeopardy! - Deluxe Edition (USA);Sega Genesis;;1993;Park Place Productions;Game Show;3;;;;;;;;
Jeopardy! - Sports Edition (USA);Jeopardy! - Sports Edition (USA);Sega Genesis;;1993;Park Place Productions;Game Show;3;;;;;;;;
Jerry Glanville's Pigskin Footbrawl (USA);Jerry Glanville\'s Pigskin Footbrawl (USA);Sega Genesis;;1992;Developer Resources;Sports/Football;;;;;;;;;
"Jewel Master (USA, Europe) (Rev A)";"Jewel Master (USA, Europe) (Rev A)";Sega Genesis;;1991;Sega;Platform;1;;;;;;;;
Jimmy White's Whirlwind Snooker (Europe);Jimmy White\'s Whirlwind Snooker (Europe);Sega Genesis;;1991;Virgin Interactive;Sports/Billiards;2;;;;;;;;
Joe & Mac (USA);Joe & Mac (USA);Sega Genesis;;1991;Eden Entertainment Software;Platform;2;;;;;;;;
Joe Montana Football (World);Joe Montana Football (World);Sega Genesis;;1990;Park Place Productions;Sports/Football;2;;;;;;;;
Joe Montana II Sports Talk Football (World) (Rev A);Joe Montana II Sports Talk Football (World) (Rev A);Sega Genesis;;1991;Bluesky Innovations;Sports/Football;2;;;;;;;;
"John Madden Football (USA, Europe)";"John Madden Football (USA, Europe)";Sega Genesis;;1991;Park Place Productions;Sports/Football;2;;;;;;;;
John Madden Football - Championship Edition (USA);John Madden Football - Championship Edition (USA);Sega Genesis;;1992;Looking Glass Studios;Sports/Football;2;;;;;;;;
"John Madden Football '92 (USA, Europe)";"John Madden Football \'92 (USA, Europe)";Sega Genesis;;1991;Park Place Productions;Sports/Football;2;;;;;;;;
"John Madden Football '93 (USA, Europe)";"John Madden Football \'93 (USA, Europe)";Sega Genesis;;1990;Park Place Productions;Sports/Football;2;;;;;;;;
"Jordan Vs Bird (USA, Europe) (v1.1)";"Jordan Vs Bird (USA, Europe) (v1.1)";Sega Genesis;;1992;Electronic Arts;Sports/Basketball;2;;;;;;;;
Joshua & The Battle of Jericho (USA) (Unl);Joshua & The Battle of Jericho (USA) (Unl);Sega Genesis;;1992;Wisdom Tree;Platform;2;;;;;;;;
Judge Dredd (World);Judge Dredd (World);Sega Genesis;;1995;Probe Entertainment;Platform;1;;;;;;;;
"Junction (Japan, USA)";"Junction (Japan, USA)";Sega Genesis;;1990;Micronet;Puzzle;;;;;;;;;
"Jungle Book, The (USA)";"Jungle Book, The (USA)";Sega Genesis;;1994;Eurocom Entertainment Software;Platform;1;;;;;;;;
"Jungle Strike (USA, Europe)";"Jungle Strike (USA, Europe)";Sega Genesis;;1993;High Score Productions;Platform;2;;;;;;;;
Jurassic Park (USA);Jurassic Park (USA);Sega Genesis;;1994;Bluesky Innovations;Platform;1;;;;;;;;
"Jurassic Park - Rampage Edition (USA, Europe)";"Jurassic Park - Rampage Edition (USA, Europe)";Sega Genesis;;1993;Blue Sky Software;Adventure;1;;;;;;;;
Justice League Task Force (World);Justice League Task Force (World);Sega Genesis;;1995;SunSoft;Fighter;2;;;;;;;;
Ka-Ge-Ki - Fists of Steel (USA);Ka-Ge-Ki - Fists of Steel (USA);Sega Genesis;;1991;Kaneko;Action;1;;;;;;;;
"Kawasaki Superbike Challenge (USA, Europe)";"Kawasaki Superbike Challenge (USA, Europe)";Sega Genesis;;1994;Lankhor;Driving;2;;;;;;;;
Kick Off 3 - European Challenge (Europe);Kick Off 3 - European Challenge (Europe);Sega Genesis;;1994;Anco Software;Sports/Soccer;2;;;;;;;;
"Kid Chameleon (USA, Europe)";"Kid Chameleon (USA, Europe)";Sega Genesis;;1992;Sega;Platform;2;;;;;;;;
King Salmon - The Big Catch (USA);King Salmon - The Big Catch (USA);Sega Genesis;;1993;Sage's Creation;Sports/Fishing;;;;;;;;;
King of the Monsters (USA);King of the Monsters (USA);Sega Genesis;;1993;SPS;Fighter;2;;;;;;;;
King of the Monsters 2 (USA);King of the Monsters 2 (USA);Sega Genesis;;1994;SNK;Fighter;;;;;;;;;
"King's Bounty - The Conqueror's Quest (USA, Europe)";"King\'s Bounty - The Conqueror\'s Quest (USA, Europe)";Sega Genesis;;1991;New World Computing;Strategy;;;;;;;;;
"Klax (USA, Europe)";"Klax (USA, Europe)";Sega Genesis;;1990;Tengen;Puzzle;2;;;;;;;;
"Krusty's Super Fun House (USA, Europe) (v1.1)";"Krusty\'s Super Fun House (USA, Europe) (v1.1)";Sega Genesis;;1993;Audiogenic;Puzzle;1;;;;;;;;
"LHX Attack Chopper (USA, Europe)";"LHX Attack Chopper (USA, Europe)";Sega Genesis;;1993;Electronic Arts;Simulation;;;;;;;;;
"La Russa Baseball 95 (USA, Australia)";"La Russa Baseball 95 (USA, Australia)";Sega Genesis;;1994;High Score Productions;Sports/Baseball;2;;;;;;;;
Lakers versus Celtics and the NBA Playoffs (USA);Lakers versus Celtics and the NBA Playoffs (USA);Sega Genesis;;1991;Electronic Arts;Sports/Basketball;2;;;;;;;;
Landstalker (USA);Landstalker (USA);Sega Genesis;;1992;Sega;Role-Playing;1;;;;;;;;
"Last Action Hero (USA, Europe)";"Last Action Hero (USA, Europe)";Sega Genesis;;1993;Bits Studios;Beat-'Em-Up;1;;;;;;;;
"Last Battle (USA, Europe)";"Last Battle (USA, Europe)";Sega Genesis;;1989;Sega;Platform;1;;;;;;;;
"Lawnmower Man, The (USA, Europe)";"Lawnmower Man, The (USA, Europe)";Sega Genesis;;1994;Atod AB;Platform;2;;;;;;;;
"Legend of Galahad, The (USA, Europe)";"Legend of Galahad, The (USA, Europe)";Sega Genesis;;1992;Psygnosis;Platform;;;;;;;;;
"Lemmings (Japan, USA) (v1.1)";"Lemmings (Japan, USA) (v1.1)";Sega Genesis;;1992;SunSoft;Puzzle;2;;;;;;;;
Lemmings 2 - The Tribes (USA);Lemmings 2 - The Tribes (USA);Sega Genesis;;1994;Digital Developments;Puzzle;;;;;;;;;
Lethal Enforcers (USA);Lethal Enforcers (USA);Sega Genesis;;1993;Konami;Gun;2;;;;;;;;
Lethal Enforcers II - Gun Fighters (USA);Lethal Enforcers II - Gun Fighters (USA);Sega Genesis;;1994;Konami;Gun;2;;;;;;;;
Liberty or Death (USA);Liberty or Death (USA);Sega Genesis;;1994;Koei;Strategy;2;;;;;;;;
Light Crusader (USA);Light Crusader (USA);Sega Genesis;;1995;Treasure;Role-Playing;1;;;;;;;;
Lightening Force - Quest for the Darkstar (USA);Lightening Force - Quest for the Darkstar (USA);Sega Genesis;;1992;TechnoSoft;Shooter;1;;;;;;;;
"Lion King, The (World)";"Lion King, The (World)";Sega Genesis;;1994;Westwood Studios;Platform;1;;;;;;;;
"Lost Vikings, The (USA)";"Lost Vikings, The (USA)";Sega Genesis;;1992;Silicon & Synapse;Puzzle;3;;;;;;;;
"Lost World, The - Jurassic Park (USA, Europe)";"Lost World, The - Jurassic Park (USA, Europe)";Sega Genesis;;1997;Appaloosa Interactive;Platform;2;;;;;;;;
"Lotus II (USA, Europe)";"Lotus II (USA, Europe)";Sega Genesis;;1993;Gremlin Interactive;Driving;2;;;;;;;;
"Lotus Turbo Challenge (USA, Europe)";"Lotus Turbo Challenge (USA, Europe)";Sega Genesis;;1992;Gremlin Interactive;Driving;2;;;;;;;;
"M-1 Abrams Battle Tank (USA, Europe)";"M-1 Abrams Battle Tank (USA, Europe)";Sega Genesis;;1991;Sega;Action;;;;;;;;;
MLBPA Baseball (USA);MLBPA Baseball (USA);Sega Genesis;;1992;Sega;Sports/Baseball;;;;;;;;;
MUSHA - Metallic Uniframe Super Hybrid Armor (USA);MUSHA - Metallic Uniframe Super Hybrid Armor (USA);Sega Genesis;;1990;Compile;Shooter;1;;;;;;;;
"Madden NFL 95 (USA, Europe)";"Madden NFL 95 (USA, Europe)";Sega Genesis;;1994;High Score Productions;Sports/Football;4;;;;;;;;
"Madden NFL 96 (USA, Europe)";"Madden NFL 96 (USA, Europe)";Sega Genesis;;1995;High Score Productions;Sports/Football;4;;;;;;;;
"Madden NFL 97 (USA, Europe)";"Madden NFL 97 (USA, Europe)";Sega Genesis;;1997;High Score Productions;Sports/Football;4;;;;;;;;
Madden NFL 98 (USA);Madden NFL 98 (USA);Sega Genesis;;1997;Tiertex Design Studios;Sports/Football;8;;;;;;;;
"Madden NFL '94 (USA, Europe)";"Madden NFL \'94 (USA, Europe)";Sega Genesis;;1994;High Score Productions;Sports/Football;4;;;;;;;;
"Magic School Bus, The (USA)";"Magic School Bus, The (USA)";Sega Genesis;;1995;Magic Pen;Adventure;;;;;;;;;
Man Overboard! (Europe);Man Overboard! (Europe);Sega Genesis;;1994;Codemasters;Platform;;;;;;;;;
"Marble Madness (USA, Europe)";"Marble Madness (USA, Europe)";Sega Genesis;;1993;Electronic Arts;Platform;2;;;;;;;;
"Mario Andretti Racing (USA, Europe)";"Mario Andretti Racing (USA, Europe)";Sega Genesis;;1994;Stormfront Studios;Driving;2;;;;;;;;
"Mario Lemieux Hockey (USA, Europe)";"Mario Lemieux Hockey (USA, Europe)";Sega Genesis;;1991;Ringler Studios;Sports/Hockey;2;;;;;;;;
Marko (USA);Marko (USA);Sega Genesis;;1994;The Kremlin;Platform;1;;;;;;;;
Marsupilami (USA);Marsupilami (USA);Sega Genesis;;1995;Sega;Platform;1;;;;;;;;
Marvel Land (USA);Marvel Land (USA);Sega Genesis;;1991;Namco;Platform;1;;;;;;;;
Mary Shelley's Frankenstein (USA);Mary Shelley\'s Frankenstein (USA);Sega Genesis;;1994;Bits Studios;Platform;1;;;;;;;;
Master of Monsters (USA);Master of Monsters (USA);Sega Genesis;;1991;OperaHouse;Strategy;4;;;;;;;;
Math Blaster - Episode 1 (USA);Math Blaster - Episode 1 (USA);Sega Genesis;;1994;Western Technologies;Adventure;;;;;;;;;
Mazin Saga - Mutant Fighter (USA);Mazin Saga - Mutant Fighter (USA);Sega Genesis;;1993;Almanic Corp.;Beat-'Em-Up;1;;;;;;;;
McDonald's Treasure Land Adventure (USA);McDonald\'s Treasure Land Adventure (USA);Sega Genesis;;1993;Treasure;Platform;1;;;;;;;;
Mega Bomberman (USA);Mega Bomberman (USA);Sega Genesis;;1994;Hudson;Platform;4;;;;;;;;
Mega Games 1 (Europe);Mega Games 1 (Europe);Sega Genesis;;1993;Sega;Miscellaneous;8;;;;;;;;
Mega Games 2 (Europe);Mega Games 2 (Europe);Sega Genesis;;1993;Sega;Miscellaneous;2;;;;;;;;
Mega Games 3 (Europe);Mega Games 3 (Europe);Sega Genesis;;1993;Sega;Miscellaneous;2;;;;;;;;
Mega Games 6 Vol. 1 (Europe);Mega Games 6 Vol. 1 (Europe);Sega Genesis;;1995;Sega;Miscellaneous;2;;;;;;;;
Mega Games 6 Vol. 2 (Europe);Mega Games 6 Vol. 2 (Europe);Sega Genesis;;1995;Sega;Miscellaneous;2;;;;;;;;
Mega Games 6 Vol. 3 (Europe);Mega Games 6 Vol. 3 (Europe);Sega Genesis;;1995;Sega;Miscellaneous;2;;;;;;;;
Mega Man - The Wily Wars (Europe);Mega Man - The Wily Wars (Europe);Sega Genesis;;1994;Capcom;Platform;1;;;;;;;;
Mega SWIV (Europe);Mega SWIV (Europe);Sega Genesis;;1994;Sales Curve Interactive;Shooter;;;;;;;;;
Mega Turrican (USA);Mega Turrican (USA);Sega Genesis;;1994;Factor 5;Platform;;;;;;;;;
"Menacer 6-Game Cartridge (USA, Europe)";"Menacer 6-Game Cartridge (USA, Europe)";Sega Genesis;;1992;Sega;Gun;;;;;;;;;
Mercs (World);Mercs (World);Sega Genesis;;1991;Sega;Action;1;;;;;;;;
Michael Jackson's Moonwalker (World) (Rev A);Michael Jackson\'s Moonwalker (World) (Rev A);Sega Genesis;;1990;Ultimate Productions;Platform;2;;;;;;;;
Mick & Mack as the Global Gladiators (USA);Mick & Mack as the Global Gladiators (USA);Sega Genesis;;1992;Virgin Interactive;Platform;1;;;;;;;;
Mickey Mania - The Timeless Adventures of Mickey Mouse (USA);Mickey Mania - The Timeless Adventures of Mickey Mouse (USA);Sega Genesis;;1994;Traveller's Tales;Platform;1;;;;;;;;
Mickey's Ultimate Challenge (USA);Mickey\'s Ultimate Challenge (USA);Sega Genesis;;1994;Designer Software;Platform;;;;;;;;;
"Micro Machines (USA, Europe)";"Micro Machines (USA, Europe)";Sega Genesis;;1993;Codemasters;Driving;2;;;;;;;;
Micro Machines 2 - Turbo Tournament (Europe) (J-Cart);Micro Machines 2 - Turbo Tournament (Europe) (J-Cart);Sega Genesis;;1994;Codemasters;Driving;8;;;;;;;;
Micro Machines Military (Europe) (J-Cart);Micro Machines Military (Europe) (J-Cart);Sega Genesis;;1996;Supersonic Software;Driving;8;;;;;;;;
Micro Machines Turbo Tournament 96 (Europe) (v1.1) (J-Cart);Micro Machines Turbo Tournament 96 (Europe) (v1.1) (J-Cart);Sega Genesis;;1995;Supersonic Software;Driving;8;;;;;;;;
Midnight Resistance (USA);Midnight Resistance (USA);Sega Genesis;;1991;OperaHouse;Shooter;1;;;;;;;;
