#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra
Defenders of Dynatron City (USA);Defenders of Dynatron City (USA);Nintendo Entertainment System;;1992;"JVC Musical Industries, Inc.";Action;1;;;;;;;;
Deja Vu (USA);Deja Vu (USA);Nintendo Entertainment System;;1990;Seika Corp.;Adventure;1;;;;;;;;
Demon Sword - Release the Power (USA);Demon Sword - Release the Power (USA);Nintendo Entertainment System;;1990;Taito Corporation;Action;1;;;;;;;;
Desert Commander (USA);Desert Commander (USA);Nintendo Entertainment System;;1989;Kemco;Strategy;2;;;;;;;;
Destination Earthstar (USA);Destination Earthstar (USA);Nintendo Entertainment System;;1990;Acclaim;Flying;1;;;;;;;;
Destiny of an Emperor (USA);Destiny of an Emperor (USA);Nintendo Entertainment System;;1990;Capcom;Role-Playing;1;;;;;;;;
Devil World (Europe);Devil World (Europe);Nintendo Entertainment System;;1987;Nintendo;Action;;;;;;;;;
Dick Tracy (USA);Dick Tracy (USA);Nintendo Entertainment System;;1990;Bandai;Action;1;;;;;;;;
Die Hard (USA);Die Hard (USA);Nintendo Entertainment System;;1992;Activision;Action;1;;;;;;;;
Dig Dug II - Trouble in Paradise (USA);Dig Dug II - Trouble in Paradise (USA);Nintendo Entertainment System;;1989;Bandai;Action;2;;;;;;;;
Digger - The Legend of the Lost City (USA);Digger - The Legend of the Lost City (USA);Nintendo Entertainment System;;1990;Milton Bradley;Platform;1;;;;;;;;
Dirty Harry (USA);Dirty Harry (USA);Nintendo Entertainment System;;1990;Mindscape Inc.;Action;1;;;;;;;;
Dizzy the Adventurer (USA) (Unl);Dizzy the Adventurer (USA) (Unl);Nintendo Entertainment System;;1993;Camerica;Adventure;;;;;;;;;
Donkey Kong (World);Donkey Kong (World);Nintendo Entertainment System;;1986;Nintendo;Platform;2;;;;;;;;
Donkey Kong 3 (World);Donkey Kong 3 (World);Nintendo Entertainment System;;1986;Nintendo;Platform;2;;;;;;;;
"Donkey Kong Classics (USA, Europe)";"Donkey Kong Classics (USA, Europe)";Nintendo Entertainment System;;1988;Nintendo;Platform;2;;;;;;;;
Donkey Kong Jr. (World);Donkey Kong Jr. (World);Nintendo Entertainment System;;1986;Nintendo;Platform;2;;;;;;;;
"Donkey Kong Jr. Math (USA, Europe)";"Donkey Kong Jr. Math (USA, Europe)";Nintendo Entertainment System;;1985;Nintendo;Educational;2;;;;;;;;
Double Dare (USA);Double Dare (USA);Nintendo Entertainment System;;1990;GameTek;Game Show;2;;;;;;;;
Double Dragon (USA);Double Dragon (USA);Nintendo Entertainment System;;1988;Tradewest;Beat-'Em-Up;2;;;;;;;;
Double Dragon II - The Revenge (USA);Double Dragon II - The Revenge (USA);Nintendo Entertainment System;;1988;Tradewest;Beat-'Em-Up;2;;;;;;;;
Double Dragon III - The Sacred Stones (USA);Double Dragon III - The Sacred Stones (USA);Nintendo Entertainment System;;1991;Acclaim;Beat-'Em-Up;2;;;;;;;;
Double Dribble (USA);Double Dribble (USA);Nintendo Entertainment System;;1987;Konami;Sports/Basketball;2;;;;;;;;
Double Strike - Aerial Attack Force (USA) (Unl);Double Strike - Aerial Attack Force (USA) (Unl);Nintendo Entertainment System;;1990;American Video Entertainment;Action;;;;;;;;;
Dr. Chaos (USA);Dr. Chaos (USA);Nintendo Entertainment System;;1988;"FCI, Inc.";Adventure;1;;;;;;;;
Dr. Jekyll and Mr. Hyde (USA);Dr. Jekyll and Mr. Hyde (USA);Nintendo Entertainment System;;1989;Bandai;Action;1;;;;;;;;
"Dr. Mario (Japan, USA)";"Dr. Mario (Japan, USA)";Nintendo Entertainment System;;1990;Nintendo;Puzzle;2;;;;;;;;
Drac's Night Out (USA) (Proto);Drac's Night Out (USA) (Proto);Nintendo Entertainment System;;1991;Microsmiths Inc.;Action;;;;;;;;;
Dragon Fighter (USA);Dragon Fighter (USA);Nintendo Entertainment System;;1992;Sofel;Action;1;;;;;;;;
Dragon Power (USA);Dragon Power (USA);Nintendo Entertainment System;;1988;Bandai;Action;1;;;;;;;;
Dragon Spirit - The New Legend (USA);Dragon Spirit - The New Legend (USA);Nintendo Entertainment System;;1990;Bandai;Shoot-'Em-Up;1;;;;;;;;
Dragon Warrior (USA);Dragon Warrior (USA);Nintendo Entertainment System;;1989;Nintendo;Role-Playing;1;;;;;;;;
Dragon Warrior II (USA);Dragon Warrior II (USA);Nintendo Entertainment System;;1990;"Enix America, Inc.";Role-Playing;1;;;;;;;;
Dragon Warrior III (USA);Dragon Warrior III (USA);Nintendo Entertainment System;;1992;"Enix America, Inc.";Role-Playing;1;;;;;;;;
Dragon Warrior IV (USA);Dragon Warrior IV (USA);Nintendo Entertainment System;;1992;"Enix America, Inc.";Role-Playing;1;;;;;;;;
Dragon's Lair (USA);Dragon's Lair (USA);Nintendo Entertainment System;;1990;Epic Sony Record;Platform;2;;;;;;;;
Driar (Europe) (Unl);Driar (Europe) (Unl);Nintendo Entertainment System;;2012;Stefan Adolfsson and David Eriksson;Platform;;;;;;;;;
Dropzone (Europe);Dropzone (Europe);Nintendo Entertainment System;;1992;Mindscape Inc.;Shoot-'Em-Up;;;;;;;;;
Duck Hunt (World);Duck Hunt (World);Nintendo Entertainment System;;1985;Nintendo;Gun;1;;;;;;;;
Duck Maze (Australia) (Unl);Duck Maze (Australia) (Unl);Nintendo Entertainment System;;1987;Bit Corp.;Puzzle;;;;;;;;;
DuckTales (USA);DuckTales (USA);Nintendo Entertainment System;;1989;Capcom;Platform;1;;;;;;;;
DuckTales 2 (USA);DuckTales 2 (USA);Nintendo Entertainment System;;1993;Capcom;Pinball;1;;;;;;;;
Dudes With Attitude (USA) (Unl);Dudes With Attitude (USA) (Unl);Nintendo Entertainment System;;1990;American Video Entertainment;Action;;;;;;;;;
Dungeon Magic - Sword of the Elements (USA);Dungeon Magic - Sword of the Elements (USA);Nintendo Entertainment System;;1990;Taito Corporation;Role-Playing;1;;;;;;;;
Dusty Diamond's All-Star Softball (USA);Dusty Diamond's All-Star Softball (USA);Nintendo Entertainment System;;1990;Tonkin House;Sports/Baseball;2;;;;;;;;
Dynowarz - Destruction of Spondylus (USA);Dynowarz - Destruction of Spondylus (USA);Nintendo Entertainment System;;1990;Bandai America Inc.;Action;1;;;;;;;;
Earth Bound (USA) (Proto);Earth Bound (USA) (Proto);Nintendo Entertainment System;;1989;Ape Studios;Role-Playing;;;;;;;;;
El Bloque Magico (Spain) (Unl);El Bloque Magico (Spain) (Unl);Nintendo Entertainment System;;1992;NTDEC;Puzzle;;;;;;;;;
El Destructor (Spain) (Unl);El Destructor (Spain) (Unl);Nintendo Entertainment System;;1992;NTDEC;Shoot-'Em-Up;;;;;;;;;
El Monstruo de Los Globos (Spain) (Unl);El Monstruo de Los Globos (Spain) (Unl);Nintendo Entertainment System;;1991;Mega Soft;Shooter;;;;;;;;;
Elevator Action (USA);Elevator Action (USA);Nintendo Entertainment System;;1987;Taito Corporation;Platform;2;;;;;;;;
Eliminator Boat Duel (USA);Eliminator Boat Duel (USA);Nintendo Entertainment System;;1991;Electro Brain;Water;2;;;;;;;;
Elite (Europe);Elite (Europe);Nintendo Entertainment System;;1991;Imagineer;Simulation;;;;;;;;;
"Empereur, L' (USA)";"Empereur, L' (USA)";Nintendo Entertainment System;;1991;Koei;Strategy;;;;;;;;;
"Escape from Atlantis, The (USA) (Proto) (Unl)";"Escape from Atlantis, The (USA) (Proto) (Unl)";Nintendo Entertainment System;;1990;Color Dreams;Action;;;;;;;;;
"Excitebike (Japan, USA)";"Excitebike (Japan, USA)";Nintendo Entertainment System;;1985;Nintendo;Action;1;;;;;;;;
Exerion II (USA) (Proto);Exerion II (USA) (Proto);Nintendo Entertainment System;;1987;TOSE;Shoot-'Em-Up;;;;;;;;;
Exodus - Journey to the Promised Land (USA) (Unl);Exodus - Journey to the Promised Land (USA) (Unl);Nintendo Entertainment System;;1990;Wisdom Tree;Puzzle;;;;;;;;;
Exploding Fist (USA) (Proto);Exploding Fist (USA) (Proto);Nintendo Entertainment System;;1991;Beam Software;Fighter;;;;;;;;;
F-117A - Stealth Fighter (USA);F-117A - Stealth Fighter (USA);Nintendo Entertainment System;;1992;MicroProse;Flying;1;;;;;;;;
F-15 Strike Eagle (USA);F-15 Strike Eagle (USA);Nintendo Entertainment System;;1993;MicroProse;Flying;1;;;;;;;;
F15 City War (USA) (Unl);F15 City War (USA) (Unl);Nintendo Entertainment System;;1990;American Video Entertainment;Flying;;;;;;;;;
Family Feud (USA);Family Feud (USA);Nintendo Entertainment System;;1991;GameTek;Game Show;10;;;;;;;;
"Fantastic Adventures of Dizzy, The (USA) (Unl)";"Fantastic Adventures of Dizzy, The (USA) (Unl)";Nintendo Entertainment System;;1993;Camerica;Adventure;;;;;;;;;
Fantasy Zone (USA) (Unl);Fantasy Zone (USA) (Unl);Nintendo Entertainment System;;1989;Tengen;Platform;;;;;;;;;
Faria - A World of Mystery & Danger! (USA);Faria - A World of Mystery & Danger! (USA);Nintendo Entertainment System;;1991;Nexoft;Role-Playing;1;;;;;;;;
Faxanadu (USA);Faxanadu (USA);Nintendo Entertainment System;;1989;Nintendo;Role-Playing;1;;;;;;;;
Felix the Cat (USA);Felix the Cat (USA);Nintendo Entertainment System;;1992;Hudson;Platform;1;;;;;;;;
Ferrari Grand Prix Challenge (USA);Ferrari Grand Prix Challenge (USA);Nintendo Entertainment System;;1992;Acclaim;Driving;1;;;;;;;;
Fester's Quest (USA);Fester's Quest (USA);Nintendo Entertainment System;;1989;SunSoft;Adventure;1;;;;;;;;
Final Fantasy (USA);Final Fantasy (USA);Nintendo Entertainment System;;1990;Nintendo;Role-Playing;1;;;;;;;;
Fire 'n Ice (USA);Fire 'n Ice (USA);Nintendo Entertainment System;;1993;Tecmo;Puzzle;1;;;;;;;;
Firehawk (USA) (Unl);Firehawk (USA) (Unl);Nintendo Entertainment System;;1991;Camerica;Action;;;;;;;;;
Fisher-Price - Firehouse Rescue (USA);Fisher-Price - Firehouse Rescue (USA);Nintendo Entertainment System;;1992;GameTek;Action;1;;;;;;;;
Fisher-Price - I Can Remember (USA);Fisher-Price - I Can Remember (USA);Nintendo Entertainment System;;1990;GameTek;Educational;2;;;;;;;;
Fisher-Price - Perfect Fit (USA);Fisher-Price - Perfect Fit (USA);Nintendo Entertainment System;;1990;GameTek;Educational;2;;;;;;;;
Fist of the North Star (USA);Fist of the North Star (USA);Nintendo Entertainment System;;1989;Taxan;Action;1;;;;;;;;
Flight of the Intruder (USA);Flight of the Intruder (USA);Nintendo Entertainment System;;1991;Mindscape Inc.;Flying;;;;;;;;;
"Flintstones, The - The Rescue of Dino & Hoppy (USA)";"Flintstones, The - The Rescue of Dino & Hoppy (USA)";Nintendo Entertainment System;;1991;Taito Corporation;Platform;1;;;;;;;;
"Flintstones, The - The Surprise at Dinosaur Peak! (USA)";"Flintstones, The - The Surprise at Dinosaur Peak! (USA)";Nintendo Entertainment System;;1994;Taito Corporation;Platform;1;;;;;;;;
Flying Dragon - The Secret Scroll (USA);Flying Dragon - The Secret Scroll (USA);Nintendo Entertainment System;;1989;Culture Brain;Action;1;;;;;;;;
Flying Warriors (USA);Flying Warriors (USA);Nintendo Entertainment System;;1991;Culture Brain;Action;1;;;;;;;;
Formula 1 Sensation (Europe);Formula 1 Sensation (Europe);Nintendo Entertainment System;;1993;Palcom;Driving;;;;;;;;;
Formula One - Built to Win (USA);Formula One - Built to Win (USA);Nintendo Entertainment System;;1990;Seta Corporation;Driving;1;;;;;;;;
Fox's Peter Pan & the Pirates - The Revenge of Captain Hook (USA);Fox's Peter Pan & the Pirates - The Revenge of Captain Hook (USA);Nintendo Entertainment System;;1991;THQ;Platform;;;;;;;;;
Frankenstein - The Monster Returns (USA);Frankenstein - The Monster Returns (USA);Nintendo Entertainment System;;1991;Bandai;Action;1;;;;;;;;
Free Fall (USA) (Proto);Free Fall (USA) (Proto);Nintendo Entertainment System;;1990;Color Dreams;Action;;;;;;;;;
Freedom Force (USA);Freedom Force (USA);Nintendo Entertainment System;;1988;SunSoft;Gun;2;;;;;;;;
Friday the 13th (USA);Friday the 13th (USA);Nintendo Entertainment System;;1989;LJN Ltd.;Action;1;;;;;;;;
Fun Blaster Pak (Australia) (Unl);Fun Blaster Pak (Australia) (Unl);Nintendo Entertainment System;;1990;Sachen;Compilation;;;;;;;;;
Fun House (USA);Fun House (USA);Nintendo Entertainment System;;1991;Hi-Tech;Action;1;;;;;;;;
G.I. Joe - A Real American Hero (USA);G.I. Joe - A Real American Hero (USA);Nintendo Entertainment System;;1991;Taxan;Platform;1;;;;;;;;
G.I. Joe - The Atlantis Factor (USA);G.I. Joe - The Atlantis Factor (USA);Nintendo Entertainment System;;1992;Capcom;Platform;1;;;;;;;;
Galactic Crusader (USA) (Unl);Galactic Crusader (USA) (Unl);Nintendo Entertainment System;;1990;"Bunch Games, Inc.";Shoot-'Em-Up;;;;;;;;;
Galaga - Demons of Death (USA);Galaga - Demons of Death (USA);Nintendo Entertainment System;;1988;Bandai;Shoot-'Em-Up;2;;;;;;;;
Galaxxon - The Third War (World) (Unl);Galaxxon - The Third War (World) (Unl);Nintendo Entertainment System;;2004;Sean Kelly;Shooter;;;;;;;;;
Galaxy 5000 (USA);Galaxy 5000 (USA);Nintendo Entertainment System;;1991;Activision;Driving;1;;;;;;;;
Gargoyle's Quest II (USA);Gargoyle's Quest II (USA);Nintendo Entertainment System;;1992;Capcom;Adventure;1;;;;;;;;
Gauntlet (USA);Gauntlet (USA);Nintendo Entertainment System;;1987;Tengen;Action;;;;;;;;;
Gauntlet II (USA);Gauntlet II (USA);Nintendo Entertainment System;;1990;Mindscape Inc.;Action;4;;;;;;;;
Gemfire (USA);Gemfire (USA);Nintendo Entertainment System;;1992;Koei;Strategy;2;;;;;;;;
Genghis Khan (USA);Genghis Khan (USA);Nintendo Entertainment System;;1990;Koei;Strategy;2;;;;;;;;
George Foreman's KO Boxing (USA);George Foreman's KO Boxing (USA);Nintendo Entertainment System;;1992;Acclaim;Sports/Boxing;2;;;;;;;;
Ghostbusters (USA);Ghostbusters (USA);Nintendo Entertainment System;;1988;Activision;Action;1;;;;;;;;
Ghostbusters II (USA);Ghostbusters II (USA);Nintendo Entertainment System;;1990;Activision;Action;1;;;;;;;;
Ghosts'n Goblins (USA);Ghosts'n Goblins (USA);Nintendo Entertainment System;;1986;Capcom;Platform;2;;;;;;;;
Ghoul School (USA);Ghoul School (USA);Nintendo Entertainment System;;1992;Electro Brain;Action;1;;;;;;;;
Gluk The Thunder Warrior (Spain) (Unl);Gluk The Thunder Warrior (Spain) (Unl);Nintendo Entertainment System;;1992;Gluk Video;Platform;;;;;;;;;
Goal! (USA);Goal! (USA);Nintendo Entertainment System;;1992;Jaleco Entertainment;Sports/Soccer;2;;;;;;;;
Goal! Two (USA);Goal! Two (USA);Nintendo Entertainment System;;1992;Jaleco Entertainment;Sports/Soccer;2;;;;;;;;
Godzilla - Monster of Monsters! (USA);Godzilla - Monster of Monsters! (USA);Nintendo Entertainment System;;1989;Toho;Action;1;;;;;;;;
Godzilla 2 - War of the Monsters (USA);Godzilla 2 - War of the Monsters (USA);Nintendo Entertainment System;;1992;Toho;Strategy;1;;;;;;;;
Golf (USA);Golf (USA);Nintendo Entertainment System;;1985;Nintendo;Sports/Golf;2;;;;;;;;
Golf Grand Slam (USA);Golf Grand Slam (USA);Nintendo Entertainment System;;1991;Atlus Co.;Sports/Golf;2;;;;;;;;
Golgo 13 - Top Secret Episode (USA);Golgo 13 - Top Secret Episode (USA);Nintendo Entertainment System;;1988;Vic Tokai;Action;1;;;;;;;;
"Goonies II, The (USA)";"Goonies II, The (USA)";Nintendo Entertainment System;;1987;Konami;Adventure;1;;;;;;;;
Gotcha! - The Sport! (USA);Gotcha! - The Sport! (USA);Nintendo Entertainment System;;1987;LJN Ltd.;Gun;1;;;;;;;;
Gradius (USA);Gradius (USA);Nintendo Entertainment System;;1986;Konami;Shoot-'Em-Up;2;;;;;;;;
"Great Waldo Search, The (USA)";"Great Waldo Search, The (USA)";Nintendo Entertainment System;;1992;THQ;Miscellaneous;1;;;;;;;;
Greg Norman's Golf Power (USA);Greg Norman's Golf Power (USA);Nintendo Entertainment System;;1992;Virgin Interactive;Sports/Golf;4;;;;;;;;
Gremlins 2 - The New Batch (USA);Gremlins 2 - The New Batch (USA);Nintendo Entertainment System;;1990;SunSoft;Action;1;;;;;;;;
"Guardian Legend, The (USA)";"Guardian Legend, The (USA)";Nintendo Entertainment System;;1989;Broderbund;Shoot-'Em-Up;1;;;;;;;;
Guerrilla War (USA);Guerrilla War (USA);Nintendo Entertainment System;;1989;SNK;Shooter;2;;;;;;;;
"Gumshoe (USA, Europe)";"Gumshoe (USA, Europe)";Nintendo Entertainment System;;1986;Nintendo;Gun;1;;;;;;;;
Gun Nac (USA);Gun Nac (USA);Nintendo Entertainment System;;1991;ASCII Entertainment;Shoot-'Em-Up;1;;;;;;;;
Gun.Smoke (USA);Gun.Smoke (USA);Nintendo Entertainment System;;1988;Capcom;Shooter;1;;;;;;;;
Gyromite (World);Gyromite (World);Nintendo Entertainment System;;1985;Nintendo;Action;2;;;;;;;;
Gyruss (USA);Gyruss (USA);Nintendo Entertainment System;;1989;Ultra;Shoot-'Em-Up;1;;;;;;;;
Hammerin' Harry (Europe);Hammerin' Harry (Europe);Nintendo Entertainment System;;1992;Irem;Platform;;;;;;;;;
Happy Camper (USA) (Proto);Happy Camper (USA) (Proto);Nintendo Entertainment System;;1990;Color Dreams;Action;;;;;;;;;
Harlem Globetrotters (USA);Harlem Globetrotters (USA);Nintendo Entertainment System;;1991;GameTek;Sports/Basketball;2;;;;;;;;
Hatris (USA);Hatris (USA);Nintendo Entertainment System;;1992;Bullet Proof Software;Puzzle;1;;;;;;;;
Heavy Barrel (USA);Heavy Barrel (USA);Nintendo Entertainment System;;1990;Data East;Shooter;2;;;;;;;;
Heavy Shreddin' (USA);Heavy Shreddin' (USA);Nintendo Entertainment System;;1990;Parker Bros.;Sports/Snowboarding;1;;;;;;;;
Hero Quest (Europe) (Proto);Hero Quest (Europe) (Proto);Nintendo Entertainment System;;1991;Gremlin Graphics;Role-Playing;;;;;;;;;
High Speed (USA);High Speed (USA);Nintendo Entertainment System;;1991;Tradewest;Pinball;1;;;;;;;;
Hit the Ice - VHL the Video Hockey League (USA) (Proto);Hit the Ice - VHL the Video Hockey League (USA) (Proto);Nintendo Entertainment System;;1990;Taito;Sports/Hockey;;;;;;;;;
Hogan's Alley (World);Hogan's Alley (World);Nintendo Entertainment System;;1985;Nintendo;Gun;1;;;;;;;;
Hollywood Squares (USA);Hollywood Squares (USA);Nintendo Entertainment System;;1989;GameTek;Game Show;2;;;;;;;;
Home Alone (USA);Home Alone (USA);Nintendo Entertainment System;;1991;THQ;Action;1;;;;;;;;
Home Alone 2 - Lost in New York (USA);Home Alone 2 - Lost in New York (USA);Nintendo Entertainment System;;1992;THQ;Action;1;;;;;;;;
Hook (USA);Hook (USA);Nintendo Entertainment System;;1992;Sony Imagesoft;Platform;1;;;;;;;;
Hoops (USA);Hoops (USA);Nintendo Entertainment System;;1989;Jaleco Entertainment;Sports/Basketball;2;;;;;;;;
Hoppin' Mad (USA) (Proto);Hoppin' Mad (USA) (Proto);Nintendo Entertainment System;;2009;Nowhere Prod.;Action;;;;;;;;;
Hot Slots (USA) (Unl);Hot Slots (USA) (Unl);Nintendo Entertainment System;;1991;Hacker;Casino;;;;;;;;;
Hudson Hawk (USA);Hudson Hawk (USA);Nintendo Entertainment System;;1992;Sony Imagesoft;Action;1;;;;;;;;
"Hunt for Red October, The (USA)";"Hunt for Red October, The (USA)";Nintendo Entertainment System;;1991;Hi Tech Expressions;Strategy;1;;;;;;;;
Hydlide (USA);Hydlide (USA);Nintendo Entertainment System;;1989;"FCI, Inc.";Role-Playing;1;;;;;;;;
"Ice Climber (USA, Europe)";"Ice Climber (USA, Europe)";Nintendo Entertainment System;;1985;Nintendo;Platform;2;;;;;;;;
Ice Hockey (USA);Ice Hockey (USA);Nintendo Entertainment System;;1988;Nintendo;Sports/Hockey;2;;;;;;;;
Ikari III - The Rescue (USA);Ikari III - The Rescue (USA);Nintendo Entertainment System;;1991;SNK;Shooter;2;;;;;;;;
Ikari Warriors (USA);Ikari Warriors (USA);Nintendo Entertainment System;;1987;SNK;Shooter;2;;;;;;;;
Ikari Warriors II - Victory Road (USA);Ikari Warriors II - Victory Road (USA);Nintendo Entertainment System;;1988;SNK;Shooter;2;;;;;;;;
Image Fight (USA);Image Fight (USA);Nintendo Entertainment System;;1990;Irem;Shoot-'Em-Up;2;;;;;;;;
"Immortal, The (USA)";"Immortal, The (USA)";Nintendo Entertainment System;;1990;Electronic Arts;Adventure;1;;;;;;;;
Impossible Mission II (USA) (Unl);Impossible Mission II (USA) (Unl);Nintendo Entertainment System;;1990;SEI;Adventure;;;;;;;;;
"Incredible Crash Dummies, The (USA)";"Incredible Crash Dummies, The (USA)";Nintendo Entertainment System;;1994;LJN Ltd.;Platform;2;;;;;;;;
Indiana Jones and the Last Crusade (Taito) (USA);Indiana Jones and the Last Crusade (Taito) (USA);Nintendo Entertainment System;;1991;Taito Corporation;Adventure;1;;;;;;;;
Indiana Jones and the Last Crusade (UBI Soft) (USA);Indiana Jones and the Last Crusade (UBI Soft) (USA);Nintendo Entertainment System;;1993;Ubisoft;Adventure;1;;;;;;;;
Indiana Jones and the Temple of Doom (USA);Indiana Jones and the Temple of Doom (USA);Nintendo Entertainment System;;1988;Tengen;Platform;1;;;;;;;;
Infiltrator (USA);Infiltrator (USA);Nintendo Entertainment System;;1990;Mindscape Inc.;Action;1;;;;;;;;
International Cricket (Australia);International Cricket (Australia);Nintendo Entertainment System;;1992;Beam Software;Sports/Cricket;;;;;;;;;
Iron Tank - The Invasion of Normandy (USA);Iron Tank - The Invasion of Normandy (USA);Nintendo Entertainment System;;1988;SNK;Action;1;;;;;;;;
IronSword - Wizards & Warriors II (USA);IronSword - Wizards & Warriors II (USA);Nintendo Entertainment System;;1989;Acclaim;Platform;1;;;;;;;;
Isolated Warrior (USA);Isolated Warrior (USA);Nintendo Entertainment System;;1991;Vap;Action;1;;;;;;;;
Ivan 'Ironman' Stewart's Super Off Road (USA);Ivan 'Ironman' Stewart's Super Off Road (USA);Nintendo Entertainment System;;1990;Tradewest;Driving;4;;;;;;;;
Jack Nicklaus' Greatest 18 Holes of Major Championship Golf (USA);Jack Nicklaus' Greatest 18 Holes of Major Championship Golf (USA);Nintendo Entertainment System;;1990;Konami;Sports/Golf;4;;;;;;;;
Jackal (USA);Jackal (USA);Nintendo Entertainment System;;1988;Konami;Action;2;;;;;;;;
Jackie Chan's Action Kung Fu (USA);Jackie Chan's Action Kung Fu (USA);Nintendo Entertainment System;;1990;Hudson;Platform;1;;;;;;;;
Jackpot (Australia) (Unl);Jackpot (Australia) (Unl);Nintendo Entertainment System;;1990;HES Interactive;Casino;;;;;;;;;
James Bond Jr (USA);James Bond Jr (USA);Nintendo Entertainment System;;1992;THQ;Action;1;;;;;;;;
Jaws (USA);Jaws (USA);Nintendo Entertainment System;;1987;LJN Ltd.;Action;1;;;;;;;;
Jeopardy! (USA);Jeopardy! (USA);Nintendo Entertainment System;;1988;GameTek;Game Show;3;;;;;;;;
Jeopardy! 25th Anniversary Edition (USA);Jeopardy! 25th Anniversary Edition (USA);Nintendo Entertainment System;;1990;GameTek;Game Show;3;;;;;;;;
Jeopardy! Junior Edition (USA);Jeopardy! Junior Edition (USA);Nintendo Entertainment System;;1989;GameTek;Game Show;3;;;;;;;;
Jet-Paco (Europe) (Unl);Jet-Paco (Europe) (Unl);Nintendo Entertainment System;;2015;Mojon Twins;Platform;;;;;;;;;
"Jetsons, The - Cogswell's Caper (USA)";"Jetsons, The - Cogswell's Caper (USA)";Nintendo Entertainment System;;1992;Taito Corporation;Platform;1;;;;;;;;
Jimmy Connors Tennis (USA);Jimmy Connors Tennis (USA);Nintendo Entertainment System;;1993;Ubisoft;Sports/Tennis;2;;;;;;;;
Joe & Mac (USA);Joe & Mac (USA);Nintendo Entertainment System;;1992;Data East;Platform;2;;;;;;;;
John Elway's Quarterback (USA);John Elway's Quarterback (USA);Nintendo Entertainment System;;1989;Tradewest;Sports/Football;1;;;;;;;;
Jordan vs Bird - One On One (USA);Jordan vs Bird - One On One (USA);Nintendo Entertainment System;;1989;Milton Bradley;Sports/Basketball;1;;;;;;;;
Joshua & the Battle of Jericho (USA) (Unl);Joshua & the Battle of Jericho (USA) (Unl);Nintendo Entertainment System;;1992;Wisdom Tree;Action;;;;;;;;;
Journey to Silius (USA);Journey to Silius (USA);Nintendo Entertainment System;;1990;SunSoft;Platform;1;;;;;;;;
Joust (USA);Joust (USA);Nintendo Entertainment System;;1988;Hal;Platform;2;;;;;;;;
"Jungle Book, The (USA)";"Jungle Book, The (USA)";Nintendo Entertainment System;;1994;Virgin Interactive;Platform;1;;;;;;;;
Jurassic Park (USA);Jurassic Park (USA);Nintendo Entertainment System;;1993;Ocean;Adventure;1;;;;;;;;
Kabuki - Quantum Fighter (USA);Kabuki - Quantum Fighter (USA);Nintendo Entertainment System;;1991;Hal;Platform;1;;;;;;;;
Karate Champ (USA);Karate Champ (USA);Nintendo Entertainment System;;1986;Data East;Fighter;2;;;;;;;;
"Karate Kid, The (USA)";"Karate Kid, The (USA)";Nintendo Entertainment System;;1987;LJN Ltd.;Action;2;;;;;;;;
Karnov (USA);Karnov (USA);Nintendo Entertainment System;;1988;Data East;Platform;1;;;;;;;;
Kick Master (USA);Kick Master (USA);Nintendo Entertainment System;;1992;Taito Corporation;Platform;1;;;;;;;;
Kick Off (Europe);Kick Off (Europe);Nintendo Entertainment System;;1992;Imagineer;Sports/Soccer;;;;;;;;;
Kickle Cubicle (USA);Kickle Cubicle (USA);Nintendo Entertainment System;;1990;Irem;Puzzle;1;;;;;;;;
"Kid Icarus (USA, Europe)";"Kid Icarus (USA, Europe)";Nintendo Entertainment System;;1987;Nintendo;Platform;1;;;;;;;;
Kid Klown in Night Mayor World (USA);Kid Klown in Night Mayor World (USA);Nintendo Entertainment System;;1993;Kemco;Platform;1;;;;;;;;
Kid Kool and the Quest for the Seven Wonder Herbs (USA);Kid Kool and the Quest for the Seven Wonder Herbs (USA);Nintendo Entertainment System;;1990;Vic Tokai;Platform;1;;;;;;;;
Kid Niki - Radical Ninja (USA);Kid Niki - Radical Ninja (USA);Nintendo Entertainment System;;1987;Irem;Platform;2;;;;;;;;
King Neptune's Adventure (USA) (Unl);King Neptune's Adventure (USA) (Unl);Nintendo Entertainment System;;1990;Color Dreams;Adventure;;;;;;;;;
"King of Kings, The (USA) (Unl)";"King of Kings, The (USA) (Unl)";Nintendo Entertainment System;;1991;Wisdom Tree;Platform;;;;;;;;;
King's Knight (USA);King's Knight (USA);Nintendo Entertainment System;;1989;SquareSoft;Shoot-'Em-Up;1;;;;;;;;
King's Quest V (USA);King's Quest V (USA);Nintendo Entertainment System;;1992;Konami;Adventure;1;;;;;;;;
Kings of the Beach - Professional Beach Volleyball (USA);Kings of the Beach - Professional Beach Volleyball (USA);Nintendo Entertainment System;;1990;Ultra;Sports/Volleyball;1;;;;;;;;
Kirby's Adventure (USA);Kirby's Adventure (USA);Nintendo Entertainment System;;1993;Nintendo;Platform;1;;;;;;;;
Kitty's Catch (USA) (Unl) (Proto);Kitty's Catch (USA) (Unl) (Proto);Nintendo Entertainment System;;1989;David Wiebenson;Miscellaneous;;;;;;;;;
Kiwi Kraze - A Bird-Brained Adventure! (USA);Kiwi Kraze - A Bird-Brained Adventure! (USA);Nintendo Entertainment System;;1991;Taito Corporation;Platform;;;;;;;;;
